genus|total_label|passport_label|label|group|group_order|signature|g0|r|dim|con|cc|braid|topological|jacobian_decomp|gen_vector|connected_genvec|hyperelliptic|hyp_involution|eqn|cyclic_trigonal|cinv|full_label|full_auto|signH
3|3.8-5.0.2-2-2-2-2.23.1|3.8-5.0.2-2-2-2-2.23|3.8-5.0.2-2-2-2-2|8.5|8|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2G", "2E", "2A", "2F", "2F" ]|[23, 1]|[ 23, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 5 ], [ 1, 1, 8 ] ]|[ 14493, 23616, 32794, 28495, 28495 ]|[ "c", "a", "ca", "cba", "cba" ]|True|28495|[ "y^2=(x^{4}+a_{1}x^{2}+1)(x^{4}+a_{2}x^{2}+1)" ]|False|NULL|NULL|NULL|NULL
3|3.8-5.0.2-2-2-2-2.24.1|3.8-5.0.2-2-2-2-2.24|3.8-5.0.2-2-2-2-2|8.5|8|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2G", "2E", "2E", "2B", "2F" ]|[24, 1]|[ 24, 1 ]|[ 1, 1 ]|[ [ 1, 1, 5 ], [ 1, 1, 6 ], [ 1, 1, 8 ] ]|[ 14493, 23616, 23616, 19220, 28495 ]|[ "c", "a", "a", "ba", "cba" ]|True|23616|[ "y^2=(x^{4}+a_{1}x^{2}+1)(x^{4}+a_{2}x^{2}+1)" ]|False|NULL|NULL|NULL|NULL
3|3.8-5.0.2-2-2-2-2.25.1|3.8-5.0.2-2-2-2-2.25|3.8-5.0.2-2-2-2-2|8.5|8|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2G", "2G", "2C", "2A", "2B" ]|[25, 1]|[ 25, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 4 ], [ 1, 1, 6 ] ]|[ 14493, 14493, 5759, 32794, 19220 ]|[ "c", "c", "cb", "ca", "ba" ]|True|14493|[ "y^2=(x^{4}+a_{1}x^{2}+1)(x^{4}+a_{2}x^{2}+1)" ]|False|NULL|NULL|NULL|NULL
3|3.8-5.0.2-2-2-2-2.26.1|3.8-5.0.2-2-2-2-2.26|3.8-5.0.2-2-2-2-2|8.5|8|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2G", "2G", "2C", "2E", "2F" ]|[26, 1]|[ 26, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 6 ], [ 1, 1, 8 ] ]|[ 14493, 14493, 5759, 23616, 28495 ]|[ "c", "c", "cb", "a", "cba" ]|True|14493|[ "y^2=(x^{4}+a_{1}x^{2}+1)(x^{4}+a_{2}x^{2}+1)" ]|False|NULL|NULL|NULL|NULL
3|3.8-5.0.2-2-2-2-2.27.1|3.8-5.0.2-2-2-2-2.27|3.8-5.0.2-2-2-2-2|8.5|8|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2G", "2G", "2D", "2A", "2F" ]|[27, 1]|[ 27, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 4 ], [ 1, 1, 8 ] ]|[ 14493, 14493, 36899, 32794, 28495 ]|[ "c", "c", "b", "ca", "cba" ]|True|14493|[ "y^2=(x^{4}+a_{1}x^{2}+1)(x^{4}+a_{2}x^{2}+1)" ]|False|NULL|NULL|NULL|NULL
3|3.8-5.0.2-2-2-2-2.28.1|3.8-5.0.2-2-2-2-2.28|3.8-5.0.2-2-2-2-2|8.5|8|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2G", "2G", "2D", "2E", "2B" ]|[28, 1]|[ 28, 1 ]|[ 1, 1 ]|[ [ 1, 1, 4 ], [ 1, 1, 6 ], [ 1, 1, 8 ] ]|[ 14493, 14493, 36899, 23616, 19220 ]|[ "c", "c", "b", "a", "ba" ]|True|14493|[ "y^2=(x^{4}+a_{1}x^{2}+1)(x^{4}+a_{2}x^{2}+1)" ]|False|NULL|NULL|NULL|NULL
3|3.6-2.0.2-3-3-6.1.1|3.6-2.0.2-3-3-6.1|3.6-2.0.2-3-3-6|6.2|6|[0, 2, 3, 3, 6]|0|4|1|[ "2A", "3A1", "3A1", "6A-1" ]|[1, 1]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 3 ], [ 2, 1, 4 ] ]|[ 450, 304, 304, 600 ]|[ "a^3", "a^4", "a^4", "a" ]|False|NULL|NULL|True|304|NULL|NULL|NULL
3|3.6-2.0.2-3-3-6.2.1|3.6-2.0.2-3-3-6.2|3.6-2.0.2-3-3-6|6.2|6|[0, 2, 3, 3, 6]|0|4|1|[ "2A", "3A-1", "3A-1", "6A1" ]|[2, 1]|[ 2, 1 ]|[ 1, 1 ]|[ [ 1, 1, 3 ], [ 2, 1, 4 ] ]|[ 450, 576, 576, 153 ]|[ "a^3", "a^2", "a^2", "a^5" ]|False|NULL|NULL|True|304|NULL|NULL|NULL
3|3.8-2.0.2-2-4-4.1.1|3.8-2.0.2-2-4-4.1|3.8-2.0.2-2-4-4|8.2|8|[0, 2, 2, 4, 4]|0|4|1|[ "2A", "2B", "4A-1", "4A1" ]|[1, 1]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 1, 3 ], [ 1, 1, 4 ] ]|[ 14493, 23616, 6425, 29161 ]|[ "b^-2", "a", "b", "ba" ]|True|14493|[ "y^2=(x^{4}-1)(x^{4}+a_{1}x^{2}+1)", "y^2=x(x^{2}-1)(x^{4}+a_{1}x^{2}+1)" ]|False|NULL|NULL|NULL|NULL
3|3.8-2.0.2-2-4-4.2.1|3.8-2.0.2-2-4-4.2|3.8-2.0.2-2-4-4|8.2|8|[0, 2, 2, 4, 4]|0|4|1|[ "2A", "2B", "4B1", "4B-1" ]|[2, 1]|[ 2, 1 ]|[ 1, 1 ]|[ [ 2, 1, 3 ], [ 1, 1, 4 ] ]|[ 14493, 23616, 35385, 17706 ]|[ "b^-2", "a", "b^-1", "b^-1a" ]|True|14493|[ "y^2=(x^{4}-1)(x^{4}+a_{1}x^{2}+1)", "y^2=x(x^{2}-1)(x^{4}+a_{1}x^{2}+1)" ]|False|NULL|NULL|NULL|NULL
3|3.8-2.0.2-2-4-4.3.1|3.8-2.0.2-2-4-4.3|3.8-2.0.2-2-4-4|8.2|8|[0, 2, 2, 4, 4]|0|4|1|[ "2A", "2C", "4A-1", "4B-1" ]|[3, 1]|[ 3, 1 ]|[ 1, 1 ]|[ [ 1, 1, 3 ], [ 2, 1, 4 ] ]|[ 14493, 32794, 6425, 17706 ]|[ "b^-2", "b^-2a", "b", "b^-1a" ]|True|14493|[ "y^2=(x^{4}-1)(x^{4}+a_{1}x^{2}+1)", "y^2=x(x^{2}-1)(x^{4}+a_{1}x^{2}+1)" ]|False|NULL|NULL|NULL|NULL
3|3.8-2.0.2-2-4-4.4.1|3.8-2.0.2-2-4-4.4|3.8-2.0.2-2-4-4|8.2|8|[0, 2, 2, 4, 4]|0|4|1|[ "2A", "2C", "4B1", "4A1" ]|[4, 1]|[ 4, 1 ]|[ 1, 1 ]|[ [ 1, 1, 3 ], [ 2, 1, 4 ] ]|[ 14493, 32794, 35385, 29161 ]|[ "b^-2", "b^-2a", "b^-1", "ba" ]|True|14493|[ "y^2=(x^{4}-1)(x^{4}+a_{1}x^{2}+1)", "y^2=x(x^{2}-1)(x^{4}+a_{1}x^{2}+1)" ]|False|NULL|NULL|NULL|NULL
3|3.9-1.0.3-9-9.1.1|3.9-1.0.3-9-9.1|3.9-1.0.3-9-9|9.1|9|[0, 3, 9, 9]|0|3|0|[ "3A1", "9A1", "9A2" ]|[1, 1]|[ 1, 1 ]|[ 1, 1 ]|[ [ 3, 1, 2 ] ]|[ 138690, 92464, 184896 ]|[ "a^3", "a^2", "a^4" ]|False|NULL|NULL|True|138690|NULL|NULL|NULL
3|3.9-1.0.3-9-9.2.1|3.9-1.0.3-9-9.2|3.9-1.0.3-9-9|9.1|9|[0, 3, 9, 9]|0|3|0|[ "3A1", "9A-2", "9A4" ]|[2, 1]|[ 2, 1 ]|[ 1, 1 ]|[ [ 3, 1, 2 ] ]|[ 138690, 317520, 322560 ]|[ "a^3", "a^7", "a^8" ]|False|NULL|NULL|True|138690|NULL|NULL|NULL
3|3.9-1.0.3-9-9.3.1|3.9-1.0.3-9-9.3|3.9-1.0.3-9-9|9.1|9|[0, 3, 9, 9]|0|3|0|[ "3A1", "9A-4", "9A-1" ]|[3, 1]|[ 3, 1 ]|[ 1, 1 ]|[ [ 3, 1, 2 ] ]|[ 138690, 46233, 231000 ]|[ "a^3", "a", "a^5" ]|False|NULL|NULL|True|138690|NULL|NULL|NULL
3|3.9-1.0.3-9-9.4.1|3.9-1.0.3-9-9.4|3.9-1.0.3-9-9|9.1|9|[0, 3, 9, 9]|0|3|0|[ "3A-1", "9A-1", "9A-2" ]|[4, 1]|[ 4, 1 ]|[ 1, 1 ]|[ [ 3, 1, 2 ] ]|[ 276480, 231000, 317520 ]|[ "a^6", "a^5", "a^7" ]|False|NULL|NULL|True|138690|NULL|NULL|NULL
3|3.9-1.0.3-9-9.5.1|3.9-1.0.3-9-9.5|3.9-1.0.3-9-9|9.1|9|[0, 3, 9, 9]|0|3|0|[ "3A-1", "9A2", "9A4" ]|[5, 1]|[ 5, 1 ]|[ 1, 1 ]|[ [ 3, 1, 2 ] ]|[ 276480, 184896, 322560 ]|[ "a^6", "a^4", "a^8" ]|False|NULL|NULL|True|138690|NULL|NULL|NULL
3|3.9-1.0.3-9-9.6.1|3.9-1.0.3-9-9.6|3.9-1.0.3-9-9|9.1|9|[0, 3, 9, 9]|0|3|0|[ "3A-1", "9A-4", "9A1" ]|[6, 1]|[ 6, 1 ]|[ 1, 1 ]|[ [ 3, 1, 2 ] ]|[ 276480, 46233, 92464 ]|[ "a^6", "a", "a^2" ]|False|NULL|NULL|True|138690|NULL|NULL|NULL
3|3.12-4.0.2-2-2-6.1.1|3.12-4.0.2-2-2-6.1|3.12-4.0.2-2-2-6|12.4|12|[0, 2, 2, 2, 6]|0|4|1|[ "2A", "2B", "2B", "6A" ]|[1, 1]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 4 ], [ 1, 2, 6 ] ]|[ 450, 566, 269, 600 ]|[ "b^3", "ba", "b^5a", "b^5" ]|True|450|[ "y^2=x(x^{6}+a_{1}x^{3}+1)" ]|False|NULL|NULL|NULL|NULL
3|3.12-4.0.2-2-2-6.2.1|3.12-4.0.2-2-2-6.2|3.12-4.0.2-2-2-6|12.4|12|[0, 2, 2, 2, 6]|0|4|1|[ "2A", "2C", "2C", "6A" ]|[2, 1]|[ 2, 1 ]|[ 1, 1 ]|[ [ 1, 1, 3 ], [ 1, 2, 6 ] ]|[ 450, 415, 719, 153 ]|[ "b^3", "a", "b^2a", "b" ]|True|450|[ "y^2=x(x^{6}+a_{1}x^{3}+1)" ]|False|NULL|NULL|NULL|NULL
3|3.14-2.0.2-7-14.1.1|3.14-2.0.2-7-14.1|3.14-2.0.2-7-14|14.2|14|[0, 2, 7, 14]|0|3|0|[ "2A", "7A1", "14A3" ]|[1, 1]|[ 1, 1 ]|[ 1, 1 ]|[ [ 3, 1, 4 ] ]|[ 47249833680, 13499954224, 33749885400 ]|[ "a^7", "a^12", "a^9" ]|True|47249833680|[ "y^2=x^{7}+1" ]|False|NULL|NULL|NULL|NULL
3|3.14-2.0.2-7-14.2.1|3.14-2.0.2-7-14.2|3.14-2.0.2-7-14|14.2|14|[0, 2, 7, 14]|0|3|0|[ "2A", "7A-1", "14A1" ]|[2, 1]|[ 2, 1 ]|[ 1, 1 ]|[ [ 3, 1, 4 ] ]|[ 47249833680, 53999769600, 80951270400 ]|[ "a^7", "a^6", "a" ]|True|47249833680|[ "y^2=x^{7}+1" ]|False|NULL|NULL|NULL|NULL
3|3.14-2.0.2-7-14.3.1|3.14-2.0.2-7-14.3|3.14-2.0.2-7-14|14.2|14|[0, 2, 7, 14]|0|3|0|[ "2A", "7A2", "14A-1" ]|[3, 1]|[ 3, 1 ]|[ 1, 1 ]|[ [ 3, 1, 4 ] ]|[ 47249833680, 40499861760, 6749977113 ]|[ "a^7", "a^8", "a^13" ]|True|47249833680|[ "y^2=x^{7}+1" ]|False|NULL|NULL|NULL|NULL
3|3.14-2.0.2-7-14.4.1|3.14-2.0.2-7-14.4|3.14-2.0.2-7-14|14.2|14|[0, 2, 7, 14]|0|3|0|[ "2A", "7A-2", "14A-5" ]|[4, 1]|[ 4, 1 ]|[ 1, 1 ]|[ [ 3, 1, 4 ] ]|[ 47249833680, 26999908416, 20249931330 ]|[ "a^7", "a^10", "a^11" ]|True|47249833680|[ "y^2=x^{7}+1" ]|False|NULL|NULL|NULL|NULL
3|3.14-2.0.2-7-14.5.1|3.14-2.0.2-7-14.5|3.14-2.0.2-7-14|14.2|14|[0, 2, 7, 14]|0|3|0|[ "2A", "7A3", "14A5" ]|[5, 1]|[ 5, 1 ]|[ 1, 1 ]|[ [ 3, 1, 4 ] ]|[ 47249833680, 67495680000, 74205331200 ]|[ "a^7", "a^4", "a^3" ]|True|47249833680|[ "y^2=x^{7}+1" ]|False|NULL|NULL|NULL|NULL
3|3.14-2.0.2-7-14.6.1|3.14-2.0.2-7-14.6|3.14-2.0.2-7-14|14.2|14|[0, 2, 7, 14]|0|3|0|[ "2A", "7A-3", "14A-3" ]|[6, 1]|[ 6, 1 ]|[ 1, 1 ]|[ [ 3, 1, 4 ] ]|[ 47249833680, 80472268800, 60749377920 ]|[ "a^7", "a^2", "a^5" ]|True|47249833680|[ "y^2=x^{7}+1" ]|False|NULL|NULL|NULL|NULL
3|3.16-11.0.2-2-2-4.1.1|3.16-11.0.2-2-2-4.1|3.16-11.0.2-2-2-4|16.11|16|[0, 2, 2, 2, 4]|0|4|1|[ "2B", "2D", "2E", "4B" ]|[1, 1]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 3 ], [ 1, 2, 9 ] ]|[ 14493, 32794, 14519, 32815 ]|[ "a", "c^-1b", "b", "c^-1a" ]|True|14493|[ "y^2=x^{8}+a_1x^{4}+1" ]|False|NULL|NULL|NULL|NULL
3|3.16-11.0.2-2-2-4.2.1|3.16-11.0.2-2-2-4.2|3.16-11.0.2-2-2-4|16.11|16|[0, 2, 2, 2, 4]|0|4|1|[ "2B", "2D", "2F", "4A" ]|[2, 1]|[ 2, 1 ]|[ 1, 1 ]|[ [ 1, 1, 5 ], [ 1, 2, 9 ] ]|[ 14493, 32794, 26, 23540 ]|[ "a", "c^-1b", "ba", "c^-1" ]|True|14493|[ "y^2=x^{8}+a_1x^{4}+1" ]|False|NULL|NULL|NULL|NULL
3|3.16-11.0.2-2-2-4.3.1|3.16-11.0.2-2-2-4.3|3.16-11.0.2-2-2-4|16.11|16|[0, 2, 2, 2, 4]|0|4|1|[ "2B", "2G", "2E", "4A" ]|[3, 1]|[ 3, 1 ]|[ 1, 1 ]|[ [ 1, 1, 6 ], [ 1, 2, 9 ] ]|[ 14493, 23616, 14519, 23540 ]|[ "a", "c^-1ba", "b", "c^-1" ]|True|14493|[ "y^2=x^{8}+a_1x^{4}+1" ]|False|NULL|NULL|NULL|NULL
3|3.16-11.0.2-2-2-4.4.1|3.16-11.0.2-2-2-4.4|3.16-11.0.2-2-2-4|16.11|16|[0, 2, 2, 2, 4]|0|4|1|[ "2B", "2G", "2F", "4B" ]|[4, 1]|[ 4, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 2, 9 ] ]|[ 14493, 23616, 26, 32815 ]|[ "a", "c^-1ba", "ba", "c^-1a" ]|True|14493|[ "y^2=x^{8}+a_1x^{4}+1" ]|False|NULL|NULL|NULL|NULL
3|3.16-11.0.2-2-2-4.5.1|3.16-11.0.2-2-2-4.5|3.16-11.0.2-2-2-4|16.11|16|[0, 2, 2, 2, 4]|0|4|1|[ "2C", "2D", "2E", "4B" ]|[5, 1]|[ 5, 1 ]|[ 1, 1 ]|[ [ 1, 1, 3 ], [ 1, 2, 10 ] ]|[ 5759, 32794, 14519, 28474 ]|[ "c^-2a", "c^-1b", "b", "ca" ]|True|5759|[ "y^2=x^{8}+a_1x^{4}+1" ]|False|NULL|NULL|NULL|NULL
3|3.16-11.0.2-2-2-4.6.1|3.16-11.0.2-2-2-4.6|3.16-11.0.2-2-2-4|16.11|16|[0, 2, 2, 2, 4]|0|4|1|[ "2C", "2D", "2F", "4A" ]|[6, 1]|[ 6, 1 ]|[ 1, 1 ]|[ [ 1, 1, 5 ], [ 1, 2, 10 ] ]|[ 5759, 32794, 26, 19296 ]|[ "c^-2a", "c^-1b", "ba", "c" ]|True|5759|[ "y^2=x^{8}+a_1x^{4}+1" ]|False|NULL|NULL|NULL|NULL
3|3.16-11.0.2-2-2-4.7.1|3.16-11.0.2-2-2-4.7|3.16-11.0.2-2-2-4|16.11|16|[0, 2, 2, 2, 4]|0|4|1|[ "2C", "2G", "2E", "4A" ]|[7, 1]|[ 7, 1 ]|[ 1, 1 ]|[ [ 1, 1, 6 ], [ 1, 2, 10 ] ]|[ 5759, 23616, 14519, 19296 ]|[ "c^-2a", "c^-1ba", "b", "c" ]|True|5759|[ "y^2=x^{8}+a_1x^{4}+1" ]|False|NULL|NULL|NULL|NULL
3|3.16-11.0.2-2-2-4.8.1|3.16-11.0.2-2-2-4.8|3.16-11.0.2-2-2-4|16.11|16|[0, 2, 2, 2, 4]|0|4|1|[ "2C", "2G", "2F", "4B" ]|[8, 1]|[ 8, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 2, 10 ] ]|[ 5759, 23616, 26, 28474 ]|[ "c^-2a", "c^-1ba", "ba", "ca" ]|True|5759|[ "y^2=x^{8}+a_1x^{4}+1" ]|False|NULL|NULL|NULL|NULL
3|3.16-13.0.2-2-2-4.1.1|3.16-13.0.2-2-2-4.1|3.16-13.0.2-2-2-4|16.13|16|[0, 2, 2, 2, 4]|0|4|1|[ "2C", "2D", "2B", "4A1" ]|[1, 1]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 3 ], [ 1, 2, 9 ] ]|[ 28783, 21410, 36899, 11824 ]|[ "cba", "c^-2b", "a", "c" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
3|3.16-13.0.2-2-2-4.2.1|3.16-13.0.2-2-2-4.2|3.16-13.0.2-2-2-4|16.13|16|[0, 2, 2, 2, 4]|0|4|1|[ "2C", "2D", "2B", "4A-1" ]|[2, 1]|[ 2, 1 ]|[ 1, 1 ]|[ [ 1, 1, 3 ], [ 1, 2, 9 ] ]|[ 28783, 21410, 19220, 34560 ]|[ "cba", "c^-2b", "c^-2a", "c^-1" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
3|3.24-5.0.2-4-12.1.1|3.24-5.0.2-4-12.1|3.24-5.0.2-4-12|24.5|24|[0, 2, 4, 12]|0|3|0|[ "2B", "4B1", "12A1" ]|[1, 1]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 6 ], [ 1, 2, 11 ] ]|[ 412659706, 145713396, 307676880 ]|[ "b^2a", "b^9a", "b^5" ]|True|263727360|[ "y^2=x(x^{6}-1)" ]|False|NULL|NULL|NULL|NULL
3|3.24-5.0.2-4-12.2.1|3.24-5.0.2-4-12.2|3.24-5.0.2-4-12|24.5|24|[0, 2, 4, 12]|0|3|0|[ "2B", "4B-1", "12A-1" ]|[2, 1]|[ 2, 1 ]|[ 1, 1 ]|[ [ 1, 1, 6 ], [ 1, 2, 11 ] ]|[ 412659706, 368704995, 43954713 ]|[ "b^2a", "b^3a", "b^11" ]|True|263727360|[ "y^2=x(x^{6}-1)" ]|False|NULL|NULL|NULL|NULL
3|3.24-5.0.2-4-12.3.1|3.24-5.0.2-4-12.3|3.24-5.0.2-4-12|24.5|24|[0, 2, 4, 12]|0|3|0|[ "2C", "4B1", "12A-1" ]|[3, 1]|[ 3, 1 ]|[ 1, 1 ]|[ [ 1, 1, 5 ], [ 1, 2, 11 ] ]|[ 189626916, 145713396, 43954713 ]|[ "b^8a", "b^9a", "b^11" ]|True|263727360|[ "y^2=x(x^{6}-1)" ]|False|NULL|NULL|NULL|NULL
3|3.24-5.0.2-4-12.4.1|3.24-5.0.2-4-12.4|3.24-5.0.2-4-12|24.5|24|[0, 2, 4, 12]|0|3|0|[ "2C", "4B-1", "12A1" ]|[4, 1]|[ 4, 1 ]|[ 1, 1 ]|[ [ 1, 1, 5 ], [ 1, 2, 11 ] ]|[ 189626916, 368704995, 307676880 ]|[ "b^8a", "b^3a", "b^5" ]|True|263727360|[ "y^2=x(x^{6}-1)" ]|False|NULL|NULL|NULL|NULL
3|3.24-12.0.2-2-2-3.1.1|3.24-12.0.2-2-2-3.1|3.24-12.0.2-2-2-3|24.12|24|[0, 2, 2, 2, 3]|0|4|1|[ "2A", "2B", "2B", "3A" ]|[1, 1]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 3, 4 ] ]|[ 7, 21, 14, 19 ]|[ "dc", "db^2a", "cba", "db" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
3|3.24-12.0.2-2-2-3.1.2|3.24-12.0.2-2-2-3.1|3.24-12.0.2-2-2-3|24.12|24|[0, 2, 2, 2, 3]|0|4|1|[ "2A", "2B", "2B", "3A" ]|[1, 2]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 3, 4 ] ]|[ 7, 21, 6, 3 ]|[ "dc", "db^2a", "dca", "b^2" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
3|3.24-12.0.2-2-2-3.1.3|3.24-12.0.2-2-2-3.1|3.24-12.0.2-2-2-3|24.12|24|[0, 2, 2, 2, 3]|0|4|1|[ "2A", "2B", "2B", "3A" ]|[1, 3]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 3, 4 ] ]|[ 7, 6, 2, 4 ]|[ "dc", "dca", "b^2a", "b" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
3|3.32-9.0.2-4-8.1.1|3.32-9.0.2-4-8.1|3.32-9.0.2-4-8|32.9|32|[0, 2, 4, 8]|0|3|0|[ "2D", "4C1", "8A3" ]|[1, 1]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 5 ], [ 1, 2, 12 ] ]|[ 6900540590033, 4097818771073, 2803205272745 ]|[ "c^-2ba", "c^-1a", "c^-1b" ]|True|1313941673647|[ "y^2=x^{8}-1" ]|False|NULL|NULL|NULL|NULL
3|3.32-9.0.2-4-8.2.1|3.32-9.0.2-4-8.2|3.32-9.0.2-4-8|32.9|32|[0, 2, 4, 8]|0|3|0|[ "2D", "4C1", "8A-3" ]|[2, 1]|[ 2, 1 ]|[ 1, 1 ]|[ [ 1, 1, 5 ], [ 1, 2, 12 ] ]|[ 6900540590033, 20916522945358, 9723557122680 ]|[ "c^-2ba", "cba", "c^-3" ]|True|1313941673647|[ "y^2=x^{8}-1" ]|False|NULL|NULL|NULL|NULL
3|3.32-9.0.2-4-8.3.1|3.32-9.0.2-4-8.3|3.32-9.0.2-4-8|32.9|32|[0, 2, 4, 8]|0|3|0|[ "2D", "4C-1", "8A1" ]|[3, 1]|[ 3, 1 ]|[ 1, 1 ]|[ [ 1, 1, 5 ], [ 1, 2, 12 ] ]|[ 6900540590033, 2796410972878, 4117146946150 ]|[ "c^-2ba", "c^-1ba", "c^-1" ]|True|1313941673647|[ "y^2=x^{8}-1" ]|False|NULL|NULL|NULL|NULL
3|3.32-9.0.2-4-8.4.1|3.32-9.0.2-4-8.4|3.32-9.0.2-4-8|32.9|32|[0, 2, 4, 8]|0|3|0|[ "2D", "4C-1", "8A-1" ]|[4, 1]|[ 4, 1 ]|[ 1, 1 ]|[ [ 1, 1, 5 ], [ 1, 2, 12 ] ]|[ 6900540590033, 19615115156993, 8409616184887 ]|[ "c^-2ba", "ca", "c^-3b" ]|True|1313941673647|[ "y^2=x^{8}-1" ]|False|NULL|NULL|NULL|NULL
3|3.32-9.0.2-4-8.5.1|3.32-9.0.2-4-8.5|3.32-9.0.2-4-8|32.9|32|[0, 2, 4, 8]|0|3|0|[ "2E", "4C1", "8A1" ]|[5, 1]|[ 5, 1 ]|[ 1, 1 ]|[ [ 1, 1, 6 ], [ 1, 2, 12 ] ]|[ 5599052968318, 4097818771073, 4117146946150 ]|[ "c^-2a", "c^-1a", "c^-1" ]|True|1313941673647|[ "y^2=x^{8}-1" ]|False|NULL|NULL|NULL|NULL
3|3.32-9.0.2-4-8.6.1|3.32-9.0.2-4-8.6|3.32-9.0.2-4-8|32.9|32|[0, 2, 4, 8]|0|3|0|[ "2E", "4C1", "8A-1" ]|[6, 1]|[ 6, 1 ]|[ 1, 1 ]|[ [ 1, 1, 6 ], [ 1, 2, 12 ] ]|[ 5599052968318, 20916522945358, 8409616184887 ]|[ "c^-2a", "cba", "c^-3b" ]|True|1313941673647|[ "y^2=x^{8}-1" ]|False|NULL|NULL|NULL|NULL
3|3.32-9.0.2-4-8.7.1|3.32-9.0.2-4-8.7|3.32-9.0.2-4-8|32.9|32|[0, 2, 4, 8]|0|3|0|[ "2E", "4C-1", "8A3" ]|[7, 1]|[ 7, 1 ]|[ 1, 1 ]|[ [ 1, 1, 6 ], [ 1, 2, 12 ] ]|[ 5599052968318, 2796410972878, 2803205272745 ]|[ "c^-2a", "c^-1ba", "c^-1b" ]|True|1313941673647|[ "y^2=x^{8}-1" ]|False|NULL|NULL|NULL|NULL
3|3.32-9.0.2-4-8.8.1|3.32-9.0.2-4-8.8|3.32-9.0.2-4-8|32.9|32|[0, 2, 4, 8]|0|3|0|[ "2E", "4C-1", "8A-3" ]|[8, 1]|[ 8, 1 ]|[ 1, 1 ]|[ [ 1, 1, 6 ], [ 1, 2, 12 ] ]|[ 5599052968318, 19615115156993, 9723557122680 ]|[ "c^-2a", "ca", "c^-3" ]|True|1313941673647|[ "y^2=x^{8}-1" ]|False|NULL|NULL|NULL|NULL
3|3.48-48.0.2-4-6.1.1|3.48-48.0.2-4-6.1|3.48-48.0.2-4-6|48.48|48|[0, 2, 4, 6]|0|3|0|[ "2D", "4B", "6A" ]|[1, 1]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 3, 8 ] ]|[ 572, 329, 257 ]|[ "db^5a", "db^4a", "dcb" ]|True|450|[ "y^2=x^8+14x^4+1" ]|False|NULL|NULL|NULL|NULL
3|3.48-48.0.2-4-6.2.1|3.48-48.0.2-4-6.2|3.48-48.0.2-4-6|48.48|48|[0, 2, 4, 6]|0|3|0|[ "2E", "4A", "6A" ]|[2, 1]|[ 2, 1 ]|[ 1, 1 ]|[ [ 1, 3, 9 ] ]|[ 566, 625, 298 ]|[ "b^2a", "dba", "cb" ]|True|450|[ "y^2=x^8+14x^4+1" ]|False|NULL|NULL|NULL|NULL
3|3.48-33.0.2-3-12.1.1|3.48-33.0.2-3-12.1|3.48-33.0.2-3-12|48.33|48|[0, 2, 3, 12]|0|3|0|[ "2B", "3A1", "12A-1" ]|[1, 1]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 4 ], [ 1, 2, 7 ] ]|[ 16784997442416, 6900935754545, 15303055650487 ]|[ "cba^3", "b^-2ca^4", "a^5" ]|False|NULL|NULL|True|20849066001232|NULL|NULL|NULL
3|3.48-33.0.2-3-12.2.1|3.48-33.0.2-3-12.2|3.48-33.0.2-3-12|48.33|48|[0, 2, 3, 12]|0|3|0|[ "2B", "3A1", "12A5" ]|[2, 1]|[ 2, 1 ]|[ 1, 1 ]|[ [ 1, 1, 4 ], [ 1, 2, 7 ] ]|[ 16784997442416, 80513838599, 16792268739697 ]|[ "cba^3", "a^4", "b^-2cba^5" ]|False|NULL|NULL|True|20849066001232|NULL|NULL|NULL
