genus|total_label|passport_label|label|group|group_order|signature|g0|r|dim|con|cc|braid|topological|jacobian_decomp|gen_vector|connected_genvec|hyperelliptic|hyp_involution|eqn|cyclic_trigonal|cinv|full_label|full_auto|signH
3|3.4-2.0.2-2-2-2-2-2.4.1|3.4-2.0.2-2-2-2-2-2.4|3.4-2.0.2-2-2-2-2-2|4.2|4|[0, 2, 2, 2, 2, 2, 2]|0|6|3|[ "2C", "2C", "2A", "2A", "2B", "2B" ]|[4, 1]|[ 4, 1 ]|[ 4, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 3 ], [ 1, 1, 4 ] ]|[ 7, 7, 23, 23, 16, 16 ]|[ "b", "b", "a", "a", "ba", "ba" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
3|3.4-2.0.2-2-2-2-2-2.5.1|3.4-2.0.2-2-2-2-2-2.5|3.4-2.0.2-2-2-2-2-2|4.2|4|[0, 2, 2, 2, 2, 2, 2]|0|6|3|[ "2C", "2C", "2B", "2B", "2B", "2B" ]|[5, 1]|[ 5, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 1, 3 ] ]|[ 7, 7, 16, 16, 16, 16 ]|[ "b", "b", "ba", "ba", "ba", "ba" ]|True|16|[ "y^2=x^{8}+a_{1}x^{6}+a_{2}x^{4}+a_{3}x^{2}+1", "y^2=x(x^2+a_{1}x+1)(x^2+a_{2}x+1)(x^2+a_{3}x+1)" ]|False|NULL|NULL|NULL|NULL
3|3.4-2.0.2-2-2-2-2-2.6.1|3.4-2.0.2-2-2-2-2-2.6|3.4-2.0.2-2-2-2-2-2|4.2|4|[0, 2, 2, 2, 2, 2, 2]|0|6|3|[ "2C", "2C", "2C", "2C", "2A", "2A" ]|[6, 1]|[ 6, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 2, 1, 4 ] ]|[ 7, 7, 7, 7, 23, 23 ]|[ "b", "b", "b", "b", "a", "a" ]|True|7|[ "y^2=x^{8}+a_{1}x^{6}+a_{2}x^{4}+a_{3}x^{2}+1", "y^2=x(x^2+a_{1}x+1)(x^2+a_{2}x+1)(x^2+a_{3}x+1)" ]|False|NULL|NULL|NULL|NULL
3|3.4-2.0.2-2-2-2-2-2.7.1|3.4-2.0.2-2-2-2-2-2.7|3.4-2.0.2-2-2-2-2-2|4.2|4|[0, 2, 2, 2, 2, 2, 2]|0|6|3|[ "2C", "2C", "2C", "2C", "2B", "2B" ]|[7, 1]|[ 7, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 1, 4 ] ]|[ 7, 7, 7, 7, 16, 16 ]|[ "b", "b", "b", "b", "ba", "ba" ]|True|7|[ "y^2=x^{8}+a_{1}x^{6}+a_{2}x^{4}+a_{3}x^{2}+1", "y^2=x(x^2+a_{1}x+1)(x^2+a_{2}x+1)(x^2+a_{3}x+1)" ]|False|NULL|NULL|NULL|NULL
3|3.6-1.0.2-2-2-2-3.1.1|3.6-1.0.2-2-2-2-3.1|3.6-1.0.2-2-2-2-3|6.1|6|[0, 2, 2, 2, 2, 3]|0|5|2|[ "2A", "2A", "2A", "2A", "3A" ]|[1, 1]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 1, 1, 1, 3 ]|[ "ba", "a", "a", "a", "b" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
3|3.6-1.0.2-2-2-2-3.1.2|3.6-1.0.2-2-2-2-3.1|3.6-1.0.2-2-2-2-3|6.1|6|[0, 2, 2, 2, 2, 3]|0|5|2|[ "2A", "2A", "2A", "2A", "3A" ]|[1, 2]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 1, 1, 5, 4 ]|[ "ba", "a", "a", "b^2a", "b^2" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
3|3.6-1.0.2-2-2-2-3.1.3|3.6-1.0.2-2-2-2-3.1|3.6-1.0.2-2-2-2-3|6.1|6|[0, 2, 2, 2, 2, 3]|0|5|2|[ "2A", "2A", "2A", "2A", "3A" ]|[1, 3]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 1, 2, 1, 4 ]|[ "ba", "a", "ba", "a", "b^2" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
3|3.6-1.0.2-2-2-2-3.1.4|3.6-1.0.2-2-2-2-3.1|3.6-1.0.2-2-2-2-3|6.1|6|[0, 2, 2, 2, 2, 3]|0|5|2|[ "2A", "2A", "2A", "2A", "3A" ]|[1, 4]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 1, 2, 2, 3 ]|[ "ba", "a", "ba", "ba", "b" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
3|3.6-1.0.2-2-2-2-3.1.5|3.6-1.0.2-2-2-2-3.1|3.6-1.0.2-2-2-2-3|6.1|6|[0, 2, 2, 2, 2, 3]|0|5|2|[ "2A", "2A", "2A", "2A", "3A" ]|[1, 5]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 1, 5, 2, 4 ]|[ "ba", "a", "b^2a", "ba", "b^2" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
3|3.6-1.0.2-2-2-2-3.1.6|3.6-1.0.2-2-2-2-3.1|3.6-1.0.2-2-2-2-3|6.1|6|[0, 2, 2, 2, 2, 3]|0|5|2|[ "2A", "2A", "2A", "2A", "3A" ]|[1, 6]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 1, 5, 5, 3 ]|[ "ba", "a", "b^2a", "b^2a", "b" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
3|3.6-1.0.2-2-2-2-3.1.7|3.6-1.0.2-2-2-2-3.1|3.6-1.0.2-2-2-2-3|6.1|6|[0, 2, 2, 2, 2, 3]|0|5|2|[ "2A", "2A", "2A", "2A", "3A" ]|[1, 7]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 2, 1, 2, 4 ]|[ "ba", "ba", "a", "ba", "b^2" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
3|3.6-1.0.2-2-2-2-3.1.8|3.6-1.0.2-2-2-2-3.1|3.6-1.0.2-2-2-2-3|6.1|6|[0, 2, 2, 2, 2, 3]|0|5|2|[ "2A", "2A", "2A", "2A", "3A" ]|[1, 8]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 2, 1, 5, 3 ]|[ "ba", "ba", "a", "b^2a", "b" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
3|3.6-1.0.2-2-2-2-3.1.9|3.6-1.0.2-2-2-2-3.1|3.6-1.0.2-2-2-2-3|6.1|6|[0, 2, 2, 2, 2, 3]|0|5|2|[ "2A", "2A", "2A", "2A", "3A" ]|[1, 9]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 2, 2, 1, 3 ]|[ "ba", "ba", "ba", "a", "b" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
3|3.8-3.0.2-2-2-2-2.1.1|3.8-3.0.2-2-2-2-2.1|3.8-3.0.2-2-2-2-2|8.3|8|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2A", "2B", "2B", "2C", "2C" ]|[1, 1]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 4 ], [ 1, 2, 5 ] ]|[ 16, 14, 5, 23, 23 ]|[ "b^-2", "b^-2a", "a", "b^-1a", "b^-1a" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
3|3.8-3.0.2-2-2-2-2.1.2|3.8-3.0.2-2-2-2-2.1|3.8-3.0.2-2-2-2-2|8.3|8|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2A", "2B", "2B", "2C", "2C" ]|[1, 2]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 4 ], [ 1, 2, 5 ] ]|[ 16, 14, 14, 23, 7 ]|[ "b^-2", "b^-2a", "b^-2a", "b^-1a", "ba" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
3|3.8-5.0.2-2-2-2-2.1.1|3.8-5.0.2-2-2-2-2.1|3.8-5.0.2-2-2-2-2|8.5|8|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2C", "2A", "2B", "2F", "2F" ]|[1, 1]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 3 ], [ 1, 1, 5 ] ]|[ 5759, 32794, 19220, 28495, 28495 ]|[ "cb", "ca", "ba", "cba", "cba" ]|True|28495|[ "y^2=(x^{4}+a_{1}x^{2}+1)(x^{4}+a_{2}x^{2}+1)" ]|False|NULL|NULL|NULL|NULL
3|3.8-5.0.2-2-2-2-2.2.1|3.8-5.0.2-2-2-2-2.2|3.8-5.0.2-2-2-2-2|8.5|8|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2C", "2E", "2A", "2A", "2F" ]|[2, 1]|[ 2, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 5 ], [ 1, 1, 7 ] ]|[ 5759, 23616, 32794, 32794, 28495 ]|[ "cb", "a", "ca", "ca", "cba" ]|True|32794|[ "y^2=(x^{4}+a_{1}x^{2}+1)(x^{4}+a_{2}x^{2}+1)" ]|False|NULL|NULL|NULL|NULL
3|3.8-5.0.2-2-2-2-2.3.1|3.8-5.0.2-2-2-2-2.3|3.8-5.0.2-2-2-2-2|8.5|8|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2C", "2E", "2B", "2B", "2F" ]|[3, 1]|[ 3, 1 ]|[ 1, 1 ]|[ [ 1, 1, 3 ], [ 1, 1, 5 ], [ 1, 1, 6 ] ]|[ 5759, 23616, 19220, 19220, 28495 ]|[ "cb", "a", "ba", "ba", "cba" ]|True|19220|[ "y^2=(x^{4}+a_{1}x^{2}+1)(x^{4}+a_{2}x^{2}+1)" ]|False|NULL|NULL|NULL|NULL
3|3.8-5.0.2-2-2-2-2.4.1|3.8-5.0.2-2-2-2-2.4|3.8-5.0.2-2-2-2-2|8.5|8|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2C", "2E", "2E", "2A", "2B" ]|[4, 1]|[ 4, 1 ]|[ 1, 1 ]|[ [ 1, 1, 5 ], [ 1, 1, 6 ], [ 1, 1, 7 ] ]|[ 5759, 23616, 23616, 32794, 19220 ]|[ "cb", "a", "a", "ca", "ba" ]|True|23616|[ "y^2=(x^{4}+a_{1}x^{2}+1)(x^{4}+a_{2}x^{2}+1)" ]|False|NULL|NULL|NULL|NULL
3|3.8-5.0.2-2-2-2-2.5.1|3.8-5.0.2-2-2-2-2.5|3.8-5.0.2-2-2-2-2|8.5|8|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2D", "2A", "2B", "2B", "2F" ]|[5, 1]|[ 5, 1 ]|[ 1, 1 ]|[ [ 1, 1, 3 ], [ 1, 1, 4 ], [ 1, 1, 5 ] ]|[ 36899, 32794, 19220, 19220, 28495 ]|[ "b", "ca", "ba", "ba", "cba" ]|True|19220|[ "y^2=(x^{4}+a_{1}x^{2}+1)(x^{4}+a_{2}x^{2}+1)" ]|False|NULL|NULL|NULL|NULL
3|3.8-5.0.2-2-2-2-2.6.1|3.8-5.0.2-2-2-2-2.6|3.8-5.0.2-2-2-2-2|8.5|8|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2D", "2C", "2C", "2A", "2F" ]|[6, 1]|[ 6, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 3 ], [ 1, 1, 7 ] ]|[ 36899, 5759, 5759, 32794, 28495 ]|[ "b", "cb", "cb", "ca", "cba" ]|True|5759|[ "y^2=(x^{4}+a_{1}x^{2}+1)(x^{4}+a_{2}x^{2}+1)" ]|False|NULL|NULL|NULL|NULL
3|3.8-5.0.2-2-2-2-2.7.1|3.8-5.0.2-2-2-2-2.7|3.8-5.0.2-2-2-2-2|8.5|8|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2D", "2C", "2C", "2E", "2B" ]|[7, 1]|[ 7, 1 ]|[ 1, 1 ]|[ [ 1, 1, 3 ], [ 1, 1, 6 ], [ 1, 1, 7 ] ]|[ 36899, 5759, 5759, 23616, 19220 ]|[ "b", "cb", "cb", "a", "ba" ]|True|5759|[ "y^2=(x^{4}+a_{1}x^{2}+1)(x^{4}+a_{2}x^{2}+1)" ]|False|NULL|NULL|NULL|NULL
3|3.8-5.0.2-2-2-2-2.8.1|3.8-5.0.2-2-2-2-2.8|3.8-5.0.2-2-2-2-2|8.5|8|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2D", "2D", "2C", "2A", "2B" ]|[8, 1]|[ 8, 1 ]|[ 1, 1 ]|[ [ 1, 1, 3 ], [ 1, 1, 4 ], [ 1, 1, 7 ] ]|[ 36899, 36899, 5759, 32794, 19220 ]|[ "b", "b", "cb", "ca", "ba" ]|True|36899|[ "y^2=(x^{4}+a_{1}x^{2}+1)(x^{4}+a_{2}x^{2}+1)" ]|False|NULL|NULL|NULL|NULL
3|3.8-5.0.2-2-2-2-2.9.1|3.8-5.0.2-2-2-2-2.9|3.8-5.0.2-2-2-2-2|8.5|8|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2D", "2D", "2C", "2E", "2F" ]|[9, 1]|[ 9, 1 ]|[ 1, 1 ]|[ [ 1, 1, 3 ], [ 1, 1, 7 ], [ 1, 1, 8 ] ]|[ 36899, 36899, 5759, 23616, 28495 ]|[ "b", "b", "cb", "a", "cba" ]|True|36899|[ "y^2=(x^{4}+a_{1}x^{2}+1)(x^{4}+a_{2}x^{2}+1)" ]|False|NULL|NULL|NULL|NULL
3|3.8-5.0.2-2-2-2-2.10.1|3.8-5.0.2-2-2-2-2.10|3.8-5.0.2-2-2-2-2|8.5|8|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2D", "2E", "2A", "2A", "2B" ]|[10, 1]|[ 10, 1 ]|[ 1, 1 ]|[ [ 1, 1, 4 ], [ 1, 1, 5 ], [ 1, 1, 7 ] ]|[ 36899, 23616, 32794, 32794, 19220 ]|[ "b", "a", "ca", "ca", "ba" ]|True|32794|[ "y^2=(x^{4}+a_{1}x^{2}+1)(x^{4}+a_{2}x^{2}+1)" ]|False|NULL|NULL|NULL|NULL
3|3.8-5.0.2-2-2-2-2.11.1|3.8-5.0.2-2-2-2-2.11|3.8-5.0.2-2-2-2-2|8.5|8|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2D", "2E", "2B", "2F", "2F" ]|[11, 1]|[ 11, 1 ]|[ 1, 1 ]|[ [ 1, 1, 3 ], [ 1, 1, 5 ], [ 1, 1, 8 ] ]|[ 36899, 23616, 19220, 28495, 28495 ]|[ "b", "a", "ba", "cba", "cba" ]|True|28495|[ "y^2=(x^{4}+a_{1}x^{2}+1)(x^{4}+a_{2}x^{2}+1)" ]|False|NULL|NULL|NULL|NULL
3|3.8-5.0.2-2-2-2-2.12.1|3.8-5.0.2-2-2-2-2.12|3.8-5.0.2-2-2-2-2|8.5|8|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2D", "2E", "2E", "2A", "2F" ]|[12, 1]|[ 12, 1 ]|[ 1, 1 ]|[ [ 1, 1, 5 ], [ 1, 1, 7 ], [ 1, 1, 8 ] ]|[ 36899, 23616, 23616, 32794, 28495 ]|[ "b", "a", "a", "ca", "cba" ]|True|23616|[ "y^2=(x^{4}+a_{1}x^{2}+1)(x^{4}+a_{2}x^{2}+1)" ]|False|NULL|NULL|NULL|NULL
3|3.8-5.0.2-2-2-2-2.13.1|3.8-5.0.2-2-2-2-2.13|3.8-5.0.2-2-2-2-2|8.5|8|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2G", "2A", "2A", "2B", "2F" ]|[13, 1]|[ 13, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 4 ], [ 1, 1, 5 ] ]|[ 14493, 32794, 32794, 19220, 28495 ]|[ "c", "ca", "ca", "ba", "cba" ]|True|32794|[ "y^2=(x^{4}+a_{1}x^{2}+1)(x^{4}+a_{2}x^{2}+1)" ]|False|NULL|NULL|NULL|NULL
3|3.8-5.0.2-2-2-2-2.14.1|3.8-5.0.2-2-2-2-2.14|3.8-5.0.2-2-2-2-2|8.5|8|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2G", "2C", "2C", "2B", "2F" ]|[14, 1]|[ 14, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 3 ], [ 1, 1, 6 ] ]|[ 14493, 5759, 5759, 19220, 28495 ]|[ "c", "cb", "cb", "ba", "cba" ]|True|5759|[ "y^2=(x^{4}+a_{1}x^{2}+1)(x^{4}+a_{2}x^{2}+1)" ]|False|NULL|NULL|NULL|NULL
3|3.8-5.0.2-2-2-2-2.15.1|3.8-5.0.2-2-2-2-2.15|3.8-5.0.2-2-2-2-2|8.5|8|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2G", "2C", "2C", "2E", "2A" ]|[15, 1]|[ 15, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 6 ], [ 1, 1, 7 ] ]|[ 14493, 5759, 5759, 23616, 32794 ]|[ "c", "cb", "cb", "a", "ca" ]|True|5759|[ "y^2=(x^{4}+a_{1}x^{2}+1)(x^{4}+a_{2}x^{2}+1)" ]|False|NULL|NULL|NULL|NULL
3|3.8-5.0.2-2-2-2-2.16.1|3.8-5.0.2-2-2-2-2.16|3.8-5.0.2-2-2-2-2|8.5|8|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2G", "2D", "2C", "2A", "2A" ]|[16, 1]|[ 16, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 4 ], [ 1, 1, 7 ] ]|[ 14493, 36899, 5759, 32794, 32794 ]|[ "c", "b", "cb", "ca", "ca" ]|True|32794|[ "y^2=(x^{4}+a_{1}x^{2}+1)(x^{4}+a_{2}x^{2}+1)" ]|False|NULL|NULL|NULL|NULL
3|3.8-5.0.2-2-2-2-2.17.1|3.8-5.0.2-2-2-2-2.17|3.8-5.0.2-2-2-2-2|8.5|8|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2G", "2D", "2C", "2B", "2B" ]|[17, 1]|[ 17, 1 ]|[ 1, 1 ]|[ [ 1, 1, 3 ], [ 1, 1, 4 ], [ 1, 1, 6 ] ]|[ 14493, 36899, 5759, 19220, 19220 ]|[ "c", "b", "cb", "ba", "ba" ]|True|19220|[ "y^2=(x^{4}+a_{1}x^{2}+1)(x^{4}+a_{2}x^{2}+1)" ]|False|NULL|NULL|NULL|NULL
3|3.8-5.0.2-2-2-2-2.18.1|3.8-5.0.2-2-2-2-2.18|3.8-5.0.2-2-2-2-2|8.5|8|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2G", "2D", "2C", "2E", "2E" ]|[18, 1]|[ 18, 1 ]|[ 1, 1 ]|[ [ 1, 1, 6 ], [ 1, 1, 7 ], [ 1, 1, 8 ] ]|[ 14493, 36899, 5759, 23616, 23616 ]|[ "c", "b", "cb", "a", "a" ]|True|23616|[ "y^2=(x^{4}+a_{1}x^{2}+1)(x^{4}+a_{2}x^{2}+1)" ]|False|NULL|NULL|NULL|NULL
3|3.8-5.0.2-2-2-2-2.19.1|3.8-5.0.2-2-2-2-2.19|3.8-5.0.2-2-2-2-2|8.5|8|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2G", "2D", "2C", "2F", "2F" ]|[19, 1]|[ 19, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 3 ], [ 1, 1, 8 ] ]|[ 14493, 36899, 5759, 28495, 28495 ]|[ "c", "b", "cb", "cba", "cba" ]|True|28495|[ "y^2=(x^{4}+a_{1}x^{2}+1)(x^{4}+a_{2}x^{2}+1)" ]|False|NULL|NULL|NULL|NULL
3|3.8-5.0.2-2-2-2-2.20.1|3.8-5.0.2-2-2-2-2.20|3.8-5.0.2-2-2-2-2|8.5|8|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2G", "2D", "2D", "2B", "2F" ]|[20, 1]|[ 20, 1 ]|[ 1, 1 ]|[ [ 1, 1, 3 ], [ 1, 1, 4 ], [ 1, 1, 8 ] ]|[ 14493, 36899, 36899, 19220, 28495 ]|[ "c", "b", "b", "ba", "cba" ]|True|36899|[ "y^2=(x^{4}+a_{1}x^{2}+1)(x^{4}+a_{2}x^{2}+1)" ]|False|NULL|NULL|NULL|NULL
3|3.8-5.0.2-2-2-2-2.21.1|3.8-5.0.2-2-2-2-2.21|3.8-5.0.2-2-2-2-2|8.5|8|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2G", "2D", "2D", "2E", "2A" ]|[21, 1]|[ 21, 1 ]|[ 1, 1 ]|[ [ 1, 1, 4 ], [ 1, 1, 7 ], [ 1, 1, 8 ] ]|[ 14493, 36899, 36899, 23616, 32794 ]|[ "c", "b", "b", "a", "ca" ]|True|36899|[ "y^2=(x^{4}+a_{1}x^{2}+1)(x^{4}+a_{2}x^{2}+1)" ]|False|NULL|NULL|NULL|NULL
3|3.8-5.0.2-2-2-2-2.22.1|3.8-5.0.2-2-2-2-2.22|3.8-5.0.2-2-2-2-2|8.5|8|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2G", "2E", "2A", "2B", "2B" ]|[22, 1]|[ 22, 1 ]|[ 1, 1 ]|[ [ 1, 1, 4 ], [ 1, 1, 5 ], [ 1, 1, 6 ] ]|[ 14493, 23616, 32794, 19220, 19220 ]|[ "c", "a", "ca", "ba", "ba" ]|True|19220|[ "y^2=(x^{4}+a_{1}x^{2}+1)(x^{4}+a_{2}x^{2}+1)" ]|False|NULL|NULL|NULL|NULL
