genus|total_label|passport_label|label|group|group_order|signature|g0|r|dim|con|cc|braid|topological|jacobian_decomp|genvec|connected_genvec|trans_group|min_deg|hyperelliptic|hyp_involution|eqn|cyclic_trigonal|cinv|full_label|full_auto|signH
smallint|text|text|text|text|integer|integer[]|smallint|smallint|smallint|text[]|integer[]|integer[]|integer[]|jsonb|numeric[]|text[]|text|integer|boolean|numeric|text[]|boolean|numeric|text|text|integer[]

5|5.16-14.0.2-2-2-2-2.94.1|5.16-14.0.2-2-2-2-2.94|5.16-14.0.2-2-2-2-2|16.14|16|{0, 2, 2, 2, 2, 2}|0|5|2|{ "2N", "2C", "2K", "2B", "2E" }|{94, 1}|{94, 1}|{1, 1}|[ [ 1, 1, 3 ], [ 1, 1, 5 ], [ 1, 1, 6 ], [ 1, 1, 10 ], [ 1, 1, 11 ] ]|{ 16784957520697, 8442751604695, 15310152316936, 20868791340113, 9744239226648 }|{ "cd", "bc", "bcd", "ab", "abc" }|16T3|16|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.95.1|5.16-14.0.2-2-2-2-2.95|5.16-14.0.2-2-2-2-2|16.14|16|{0, 2, 2, 2, 2, 2}|0|5|2|{ "2N", "2C", "2K", "2G", "2I" }|{95, 1}|{95, 1}|{1, 1}|[ [ 1, 1, 2 ], [ 1, 1, 3 ], [ 1, 1, 6 ], [ 1, 1, 11 ], [ 1, 1, 13 ] ]|{ 16784957520697, 8442751604695, 15310152316936, 5659885359664, 18086444426742 }|{ "cd", "bc", "bcd", "ad", "acd" }|16T3|16|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.96.1|5.16-14.0.2-2-2-2-2.96|5.16-14.0.2-2-2-2-2|16.14|16|{0, 2, 2, 2, 2, 2}|0|5|2|{ "2N", "2C", "2K", "2L", "2J" }|{96, 1}|{96, 1}|{1, 1}|[ [ 1, 1, 2 ], [ 1, 1, 3 ], [ 1, 1, 5 ], [ 1, 1, 11 ], [ 1, 1, 14 ] ]|{ 16784957520697, 8442751604695, 15310152316936, 2790144403198, 14008664694983 }|{ "cd", "bc", "bcd", "abd", "abcd" }|16T3|16|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.97.1|5.16-14.0.2-2-2-2-2.97|5.16-14.0.2-2-2-2-2|16.14|16|{0, 2, 2, 2, 2, 2}|0|5|2|{ "2N", "2D", "2C", "2A", "2G" }|{97, 1}|{97, 1}|{1, 1}|[ [ 1, 1, 6 ], [ 1, 1, 11 ], [ 1, 1, 13 ], [ 1, 1, 14 ], [ 1, 1, 15 ] ]|{ 16784957520697, 19554850402558, 8442751604695, 1313941673647, 5659885359664 }|{ "cd", "b", "bc", "a", "ad" }|16T3|16|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.98.1|5.16-14.0.2-2-2-2-2.98|5.16-14.0.2-2-2-2-2|16.14|16|{0, 2, 2, 2, 2, 2}|0|5|2|{ "2N", "2D", "2C", "2B", "2L" }|{98, 1}|{98, 1}|{1, 1}|[ [ 1, 1, 5 ], [ 1, 1, 6 ], [ 1, 1, 7 ], [ 1, 1, 11 ], [ 1, 1, 14 ] ]|{ 16784957520697, 19554850402558, 8442751604695, 20868791340113, 2790144403198 }|{ "cd", "b", "bc", "ab", "abd" }|16T3|16|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.99.1|5.16-14.0.2-2-2-2-2.99|5.16-14.0.2-2-2-2-2|16.14|16|{0, 2, 2, 2, 2, 2}|0|5|2|{ "2N", "2D", "2C", "2E", "2J" }|{99, 1}|{99, 1}|{1, 1}|[ [ 1, 1, 3 ], [ 1, 1, 5 ], [ 1, 1, 6 ], [ 1, 1, 14 ], [ 1, 1, 15 ] ]|{ 16784957520697, 19554850402558, 8442751604695, 9744239226648, 14008664694983 }|{ "cd", "b", "bc", "abc", "abcd" }|16T3|16|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.100.1|5.16-14.0.2-2-2-2-2.100|5.16-14.0.2-2-2-2-2|16.14|16|{0, 2, 2, 2, 2, 2}|0|5|2|{ "2N", "2D", "2C", "2M", "2I" }|{100, 1}|{100, 1}|{1, 1}|[ [ 1, 1, 3 ], [ 1, 1, 6 ], [ 1, 1, 7 ], [ 1, 1, 13 ], [ 1, 1, 14 ] ]|{ 16784957520697, 19554850402558, 8442751604695, 11219048427001, 18086444426742 }|{ "cd", "b", "bc", "ac", "acd" }|16T3|16|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.101.1|5.16-14.0.2-2-2-2-2.101|5.16-14.0.2-2-2-2-2|16.14|16|{0, 2, 2, 2, 2, 2}|0|5|2|{ "2N", "2D", "2F", "2A", "2M" }|{101, 1}|{101, 1}|{1, 1}|[ [ 1, 1, 7 ], [ 1, 1, 10 ], [ 1, 1, 13 ], [ 1, 1, 14 ], [ 1, 1, 15 ] ]|{ 16784957520697, 19554850402558, 4104085340753, 1313941673647, 11219048427001 }|{ "cd", "b", "bd", "a", "ac" }|16T3|16|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.102.1|5.16-14.0.2-2-2-2-2.102|5.16-14.0.2-2-2-2-2|16.14|16|{0, 2, 2, 2, 2, 2}|0|5|2|{ "2N", "2D", "2F", "2B", "2E" }|{102, 1}|{102, 1}|{1, 1}|[ [ 1, 1, 5 ], [ 1, 1, 6 ], [ 1, 1, 7 ], [ 1, 1, 10 ], [ 1, 1, 15 ] ]|{ 16784957520697, 19554850402558, 4104085340753, 20868791340113, 9744239226648 }|{ "cd", "b", "bd", "ab", "abc" }|16T3|16|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.103.1|5.16-14.0.2-2-2-2-2.103|5.16-14.0.2-2-2-2-2|16.14|16|{0, 2, 2, 2, 2, 2}|0|5|2|{ "2N", "2D", "2F", "2G", "2I" }|{103, 1}|{103, 1}|{1, 1}|[ [ 1, 1, 2 ], [ 1, 1, 6 ], [ 1, 1, 7 ], [ 1, 1, 13 ], [ 1, 1, 15 ] ]|{ 16784957520697, 19554850402558, 4104085340753, 5659885359664, 18086444426742 }|{ "cd", "b", "bd", "ad", "acd" }|16T3|16|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.104.1|5.16-14.0.2-2-2-2-2.104|5.16-14.0.2-2-2-2-2|16.14|16|{0, 2, 2, 2, 2, 2}|0|5|2|{ "2N", "2D", "2F", "2L", "2J" }|{104, 1}|{104, 1}|{1, 1}|[ [ 1, 1, 2 ], [ 1, 1, 5 ], [ 1, 1, 7 ], [ 1, 1, 14 ], [ 1, 1, 15 ] ]|{ 16784957520697, 19554850402558, 4104085340753, 2790144403198, 14008664694983 }|{ "cd", "b", "bd", "abd", "abcd" }|16T3|16|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.105.1|5.16-14.0.2-2-2-2-2.105|5.16-14.0.2-2-2-2-2|16.14|16|{0, 2, 2, 2, 2, 2}|0|5|2|{ "2N", "2F", "2K", "2A", "2G" }|{105, 1}|{105, 1}|{1, 1}|[ [ 1, 1, 2 ], [ 1, 1, 10 ], [ 1, 1, 11 ], [ 1, 1, 13 ], [ 1, 1, 15 ] ]|{ 16784957520697, 4104085340753, 15310152316936, 1313941673647, 5659885359664 }|{ "cd", "bd", "bcd", "a", "ad" }|16T3|16|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.106.1|5.16-14.0.2-2-2-2-2.106|5.16-14.0.2-2-2-2-2|16.14|16|{0, 2, 2, 2, 2, 2}|0|5|2|{ "2N", "2F", "2K", "2B", "2L" }|{106, 1}|{106, 1}|{1, 1}|[ [ 1, 1, 2 ], [ 1, 1, 5 ], [ 1, 1, 7 ], [ 1, 1, 10 ], [ 1, 1, 11 ] ]|{ 16784957520697, 4104085340753, 15310152316936, 20868791340113, 2790144403198 }|{ "cd", "bd", "bcd", "ab", "abd" }|16T3|16|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.107.1|5.16-14.0.2-2-2-2-2.107|5.16-14.0.2-2-2-2-2|16.14|16|{0, 2, 2, 2, 2, 2}|0|5|2|{ "2N", "2F", "2K", "2E", "2J" }|{107, 1}|{107, 1}|{1, 1}|[ [ 1, 1, 2 ], [ 1, 1, 3 ], [ 1, 1, 5 ], [ 1, 1, 10 ], [ 1, 1, 15 ] ]|{ 16784957520697, 4104085340753, 15310152316936, 9744239226648, 14008664694983 }|{ "cd", "bd", "bcd", "abc", "abcd" }|16T3|16|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.108.1|5.16-14.0.2-2-2-2-2.108|5.16-14.0.2-2-2-2-2|16.14|16|{0, 2, 2, 2, 2, 2}|0|5|2|{ "2N", "2F", "2K", "2M", "2I" }|{108, 1}|{108, 1}|{1, 1}|[ [ 1, 1, 2 ], [ 1, 1, 3 ], [ 1, 1, 7 ], [ 1, 1, 10 ], [ 1, 1, 13 ] ]|{ 16784957520697, 4104085340753, 15310152316936, 11219048427001, 18086444426742 }|{ "cd", "bd", "bcd", "ac", "acd" }|16T3|16|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.109.1|5.16-14.0.2-2-2-2-2.109|5.16-14.0.2-2-2-2-2|16.14|16|{0, 2, 2, 2, 2, 2}|0|5|2|{ "2N", "2G", "2I", "2B", "2L" }|{109, 1}|{109, 1}|{1, 1}|[ [ 1, 1, 2 ], [ 1, 1, 6 ], [ 1, 1, 7 ], [ 1, 1, 9 ], [ 1, 1, 11 ] ]|{ 16784957520697, 5659885359664, 18086444426742, 20868791340113, 2790144403198 }|{ "cd", "ad", "acd", "ab", "abd" }|16T3|16|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.110.1|5.16-14.0.2-2-2-2-2.110|5.16-14.0.2-2-2-2-2|16.14|16|{0, 2, 2, 2, 2, 2}|0|5|2|{ "2N", "2G", "2I", "2E", "2J" }|{110, 1}|{110, 1}|{1, 1}|[ [ 1, 1, 2 ], [ 1, 1, 3 ], [ 1, 1, 6 ], [ 1, 1, 9 ], [ 1, 1, 15 ] ]|{ 16784957520697, 5659885359664, 18086444426742, 9744239226648, 14008664694983 }|{ "cd", "ad", "acd", "abc", "abcd" }|16T3|16|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.111.1|5.16-14.0.2-2-2-2-2.111|5.16-14.0.2-2-2-2-2|16.14|16|{0, 2, 2, 2, 2, 2}|0|5|2|{ "2N", "2M", "2I", "2B", "2E" }|{111, 1}|{111, 1}|{1, 1}|[ [ 1, 1, 3 ], [ 1, 1, 6 ], [ 1, 1, 7 ], [ 1, 1, 9 ], [ 1, 1, 10 ] ]|{ 16784957520697, 11219048427001, 18086444426742, 20868791340113, 9744239226648 }|{ "cd", "ac", "acd", "ab", "abc" }|16T3|16|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.112.1|5.16-14.0.2-2-2-2-2.112|5.16-14.0.2-2-2-2-2|16.14|16|{0, 2, 2, 2, 2, 2}|0|5|2|{ "2N", "2M", "2I", "2L", "2J" }|{112, 1}|{112, 1}|{1, 1}|[ [ 1, 1, 2 ], [ 1, 1, 3 ], [ 1, 1, 7 ], [ 1, 1, 9 ], [ 1, 1, 14 ] ]|{ 16784957520697, 11219048427001, 18086444426742, 2790144403198, 14008664694983 }|{ "cd", "ac", "acd", "abd", "abcd" }|16T3|16|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.113.1|5.16-14.0.2-2-2-2-2.113|5.16-14.0.2-2-2-2-2|16.14|16|{0, 2, 2, 2, 2, 2}|0|5|2|{ "2O", "2A", "2I", "2B", "2E" }|{113, 1}|{113, 1}|{1, 1}|[ [ 1, 1, 6 ], [ 1, 1, 9 ], [ 1, 1, 10 ], [ 1, 1, 12 ], [ 1, 1, 16 ] ]|{ 6973827033311, 1313941673647, 18086444426742, 20868791340113, 9744239226648 }|{ "d", "a", "acd", "ab", "abc" }|16T3|16|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.114.1|5.16-14.0.2-2-2-2-2.114|5.16-14.0.2-2-2-2-2|16.14|16|{0, 2, 2, 2, 2, 2}|0|5|2|{ "2O", "2A", "2I", "2L", "2J" }|{114, 1}|{114, 1}|{1, 1}|[ [ 1, 1, 2 ], [ 1, 1, 9 ], [ 1, 1, 12 ], [ 1, 1, 14 ], [ 1, 1, 16 ] ]|{ 6973827033311, 1313941673647, 18086444426742, 2790144403198, 14008664694983 }|{ "d", "a", "acd", "abd", "abcd" }|16T3|16|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.115.1|5.16-14.0.2-2-2-2-2.115|5.16-14.0.2-2-2-2-2|16.14|16|{0, 2, 2, 2, 2, 2}|0|5|2|{ "2O", "2A", "2M", "2B", "2J" }|{115, 1}|{115, 1}|{1, 1}|[ [ 1, 1, 8 ], [ 1, 1, 9 ], [ 1, 1, 10 ], [ 1, 1, 12 ], [ 1, 1, 14 ] ]|{ 6973827033311, 1313941673647, 11219048427001, 20868791340113, 14008664694983 }|{ "d", "a", "ac", "ab", "abcd" }|16T3|16|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.116.1|5.16-14.0.2-2-2-2-2.116|5.16-14.0.2-2-2-2-2|16.14|16|{0, 2, 2, 2, 2, 2}|0|5|2|{ "2O", "2A", "2M", "2L", "2E" }|{116, 1}|{116, 1}|{1, 1}|[ [ 1, 1, 4 ], [ 1, 1, 9 ], [ 1, 1, 10 ], [ 1, 1, 14 ], [ 1, 1, 16 ] ]|{ 6973827033311, 1313941673647, 11219048427001, 2790144403198, 9744239226648 }|{ "d", "a", "ac", "abd", "abc" }|16T3|16|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.117.1|5.16-14.0.2-2-2-2-2.117|5.16-14.0.2-2-2-2-2|16.14|16|{0, 2, 2, 2, 2, 2}|0|5|2|{ "2O", "2D", "2C", "2A", "2I" }|{117, 1}|{117, 1}|{1, 1}|[ [ 1, 1, 6 ], [ 1, 1, 12 ], [ 1, 1, 13 ], [ 1, 1, 14 ], [ 1, 1, 16 ] ]|{ 6973827033311, 19554850402558, 8442751604695, 1313941673647, 18086444426742 }|{ "d", "b", "bc", "a", "acd" }|16T3|16|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.118.1|5.16-14.0.2-2-2-2-2.118|5.16-14.0.2-2-2-2-2|16.14|16|{0, 2, 2, 2, 2, 2}|0|5|2|{ "2O", "2D", "2C", "2B", "2J" }|{118, 1}|{118, 1}|{1, 1}|[ [ 1, 1, 5 ], [ 1, 1, 6 ], [ 1, 1, 8 ], [ 1, 1, 12 ], [ 1, 1, 14 ] ]|{ 6973827033311, 19554850402558, 8442751604695, 20868791340113, 14008664694983 }|{ "d", "b", "bc", "ab", "abcd" }|16T3|16|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.119.1|5.16-14.0.2-2-2-2-2.119|5.16-14.0.2-2-2-2-2|16.14|16|{0, 2, 2, 2, 2, 2}|0|5|2|{ "2O", "2D", "2C", "2G", "2M" }|{119, 1}|{119, 1}|{1, 1}|[ [ 1, 1, 4 ], [ 1, 1, 6 ], [ 1, 1, 8 ], [ 1, 1, 13 ], [ 1, 1, 14 ] ]|{ 6973827033311, 19554850402558, 8442751604695, 5659885359664, 11219048427001 }|{ "d", "b", "bc", "ad", "ac" }|16T3|16|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.120.1|5.16-14.0.2-2-2-2-2.120|5.16-14.0.2-2-2-2-2|16.14|16|{0, 2, 2, 2, 2, 2}|0|5|2|{ "2O", "2D", "2C", "2L", "2E" }|{120, 1}|{120, 1}|{1, 1}|[ [ 1, 1, 4 ], [ 1, 1, 5 ], [ 1, 1, 6 ], [ 1, 1, 14 ], [ 1, 1, 16 ] ]|{ 6973827033311, 19554850402558, 8442751604695, 2790144403198, 9744239226648 }|{ "d", "b", "bc", "abd", "abc" }|16T3|16|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.121.1|5.16-14.0.2-2-2-2-2.121|5.16-14.0.2-2-2-2-2|16.14|16|{0, 2, 2, 2, 2, 2}|0|5|2|{ "2O", "2D", "2K", "2A", "2M" }|{121, 1}|{121, 1}|{1, 1}|[ [ 1, 1, 8 ], [ 1, 1, 10 ], [ 1, 1, 13 ], [ 1, 1, 14 ], [ 1, 1, 16 ] ]|{ 6973827033311, 19554850402558, 15310152316936, 1313941673647, 11219048427001 }|{ "d", "b", "bcd", "a", "ac" }|16T3|16|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.122.1|5.16-14.0.2-2-2-2-2.122|5.16-14.0.2-2-2-2-2|16.14|16|{0, 2, 2, 2, 2, 2}|0|5|2|{ "2O", "2D", "2K", "2B", "2E" }|{122, 1}|{122, 1}|{1, 1}|[ [ 1, 1, 5 ], [ 1, 1, 6 ], [ 1, 1, 8 ], [ 1, 1, 10 ], [ 1, 1, 16 ] ]|{ 6973827033311, 19554850402558, 15310152316936, 20868791340113, 9744239226648 }|{ "d", "b", "bcd", "ab", "abc" }|16T3|16|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.123.1|5.16-14.0.2-2-2-2-2.123|5.16-14.0.2-2-2-2-2|16.14|16|{0, 2, 2, 2, 2, 2}|0|5|2|{ "2O", "2D", "2K", "2G", "2I" }|{123, 1}|{123, 1}|{1, 1}|[ [ 1, 1, 2 ], [ 1, 1, 6 ], [ 1, 1, 8 ], [ 1, 1, 13 ], [ 1, 1, 16 ] ]|{ 6973827033311, 19554850402558, 15310152316936, 5659885359664, 18086444426742 }|{ "d", "b", "bcd", "ad", "acd" }|16T3|16|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.124.1|5.16-14.0.2-2-2-2-2.124|5.16-14.0.2-2-2-2-2|16.14|16|{0, 2, 2, 2, 2, 2}|0|5|2|{ "2O", "2D", "2K", "2L", "2J" }|{124, 1}|{124, 1}|{1, 1}|[ [ 1, 1, 2 ], [ 1, 1, 5 ], [ 1, 1, 8 ], [ 1, 1, 14 ], [ 1, 1, 16 ] ]|{ 6973827033311, 19554850402558, 15310152316936, 2790144403198, 14008664694983 }|{ "d", "b", "bcd", "abd", "abcd" }|16T3|16|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.125.1|5.16-14.0.2-2-2-2-2.125|5.16-14.0.2-2-2-2-2|16.14|16|{0, 2, 2, 2, 2, 2}|0|5|2|{ "2O", "2F", "2C", "2A", "2M" }|{125, 1}|{125, 1}|{1, 1}|[ [ 1, 1, 4 ], [ 1, 1, 10 ], [ 1, 1, 12 ], [ 1, 1, 13 ], [ 1, 1, 14 ] ]|{ 6973827033311, 4104085340753, 8442751604695, 1313941673647, 11219048427001 }|{ "d", "bd", "bc", "a", "ac" }|16T3|16|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.126.1|5.16-14.0.2-2-2-2-2.126|5.16-14.0.2-2-2-2-2|16.14|16|{0, 2, 2, 2, 2, 2}|0|5|2|{ "2O", "2F", "2C", "2B", "2E" }|{126, 1}|{126, 1}|{1, 1}|[ [ 1, 1, 4 ], [ 1, 1, 5 ], [ 1, 1, 6 ], [ 1, 1, 10 ], [ 1, 1, 12 ] ]|{ 6973827033311, 4104085340753, 8442751604695, 20868791340113, 9744239226648 }|{ "d", "bd", "bc", "ab", "abc" }|16T3|16|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.127.1|5.16-14.0.2-2-2-2-2.127|5.16-14.0.2-2-2-2-2|16.14|16|{0, 2, 2, 2, 2, 2}|0|5|2|{ "2O", "2F", "2C", "2G", "2I" }|{127, 1}|{127, 1}|{1, 1}|[ [ 1, 1, 2 ], [ 1, 1, 4 ], [ 1, 1, 6 ], [ 1, 1, 12 ], [ 1, 1, 13 ] ]|{ 6973827033311, 4104085340753, 8442751604695, 5659885359664, 18086444426742 }|{ "d", "bd", "bc", "ad", "acd" }|16T3|16|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.128.1|5.16-14.0.2-2-2-2-2.128|5.16-14.0.2-2-2-2-2|16.14|16|{0, 2, 2, 2, 2, 2}|0|5|2|{ "2O", "2F", "2C", "2L", "2J" }|{128, 1}|{128, 1}|{1, 1}|[ [ 1, 1, 2 ], [ 1, 1, 4 ], [ 1, 1, 5 ], [ 1, 1, 12 ], [ 1, 1, 14 ] ]|{ 6973827033311, 4104085340753, 8442751604695, 2790144403198, 14008664694983 }|{ "d", "bd", "bc", "abd", "abcd" }|16T3|16|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.129.1|5.16-14.0.2-2-2-2-2.129|5.16-14.0.2-2-2-2-2|16.14|16|{0, 2, 2, 2, 2, 2}|0|5|2|{ "2O", "2F", "2K", "2A", "2I" }|{129, 1}|{129, 1}|{1, 1}|[ [ 1, 1, 2 ], [ 1, 1, 10 ], [ 1, 1, 12 ], [ 1, 1, 13 ], [ 1, 1, 16 ] ]|{ 6973827033311, 4104085340753, 15310152316936, 1313941673647, 18086444426742 }|{ "d", "bd", "bcd", "a", "acd" }|16T3|16|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.130.1|5.16-14.0.2-2-2-2-2.130|5.16-14.0.2-2-2-2-2|16.14|16|{0, 2, 2, 2, 2, 2}|0|5|2|{ "2O", "2F", "2K", "2B", "2J" }|{130, 1}|{130, 1}|{1, 1}|[ [ 1, 1, 2 ], [ 1, 1, 5 ], [ 1, 1, 8 ], [ 1, 1, 10 ], [ 1, 1, 12 ] ]|{ 6973827033311, 4104085340753, 15310152316936, 20868791340113, 14008664694983 }|{ "d", "bd", "bcd", "ab", "abcd" }|16T3|16|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.131.1|5.16-14.0.2-2-2-2-2.131|5.16-14.0.2-2-2-2-2|16.14|16|{0, 2, 2, 2, 2, 2}|0|5|2|{ "2O", "2F", "2K", "2G", "2M" }|{131, 1}|{131, 1}|{1, 1}|[ [ 1, 1, 2 ], [ 1, 1, 4 ], [ 1, 1, 8 ], [ 1, 1, 10 ], [ 1, 1, 13 ] ]|{ 6973827033311, 4104085340753, 15310152316936, 5659885359664, 11219048427001 }|{ "d", "bd", "bcd", "ad", "ac" }|16T3|16|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.132.1|5.16-14.0.2-2-2-2-2.132|5.16-14.0.2-2-2-2-2|16.14|16|{0, 2, 2, 2, 2, 2}|0|5|2|{ "2O", "2F", "2K", "2L", "2E" }|{132, 1}|{132, 1}|{1, 1}|[ [ 1, 1, 2 ], [ 1, 1, 4 ], [ 1, 1, 5 ], [ 1, 1, 10 ], [ 1, 1, 16 ] ]|{ 6973827033311, 4104085340753, 15310152316936, 2790144403198, 9744239226648 }|{ "d", "bd", "bcd", "abd", "abc" }|16T3|16|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.133.1|5.16-14.0.2-2-2-2-2.133|5.16-14.0.2-2-2-2-2|16.14|16|{0, 2, 2, 2, 2, 2}|0|5|2|{ "2O", "2G", "2I", "2B", "2J" }|{133, 1}|{133, 1}|{1, 1}|[ [ 1, 1, 2 ], [ 1, 1, 6 ], [ 1, 1, 8 ], [ 1, 1, 9 ], [ 1, 1, 12 ] ]|{ 6973827033311, 5659885359664, 18086444426742, 20868791340113, 14008664694983 }|{ "d", "ad", "acd", "ab", "abcd" }|16T3|16|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.134.1|5.16-14.0.2-2-2-2-2.134|5.16-14.0.2-2-2-2-2|16.14|16|{0, 2, 2, 2, 2, 2}|0|5|2|{ "2O", "2G", "2I", "2L", "2E" }|{134, 1}|{134, 1}|{1, 1}|[ [ 1, 1, 2 ], [ 1, 1, 4 ], [ 1, 1, 6 ], [ 1, 1, 9 ], [ 1, 1, 16 ] ]|{ 6973827033311, 5659885359664, 18086444426742, 2790144403198, 9744239226648 }|{ "d", "ad", "acd", "abd", "abc" }|16T3|16|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.135.1|5.16-14.0.2-2-2-2-2.135|5.16-14.0.2-2-2-2-2|16.14|16|{0, 2, 2, 2, 2, 2}|0|5|2|{ "2O", "2G", "2M", "2B", "2E" }|{135, 1}|{135, 1}|{1, 1}|[ [ 1, 1, 4 ], [ 1, 1, 6 ], [ 1, 1, 8 ], [ 1, 1, 9 ], [ 1, 1, 10 ] ]|{ 6973827033311, 5659885359664, 11219048427001, 20868791340113, 9744239226648 }|{ "d", "ad", "ac", "ab", "abc" }|16T3|16|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.136.1|5.16-14.0.2-2-2-2-2.136|5.16-14.0.2-2-2-2-2|16.14|16|{0, 2, 2, 2, 2, 2}|0|5|2|{ "2O", "2G", "2M", "2L", "2J" }|{136, 1}|{136, 1}|{1, 1}|[ [ 1, 1, 2 ], [ 1, 1, 4 ], [ 1, 1, 8 ], [ 1, 1, 9 ], [ 1, 1, 14 ] ]|{ 6973827033311, 5659885359664, 11219048427001, 2790144403198, 14008664694983 }|{ "d", "ad", "ac", "abd", "abcd" }|16T3|16|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.137.1|5.16-14.0.2-2-2-2-2.137|5.16-14.0.2-2-2-2-2|16.14|16|{0, 2, 2, 2, 2, 2}|0|5|2|{ "2O", "2H", "2C", "2A", "2L" }|{137, 1}|{137, 1}|{1, 1}|[ [ 1, 1, 4 ], [ 1, 1, 11 ], [ 1, 1, 12 ], [ 1, 1, 14 ], [ 1, 1, 16 ] ]|{ 6973827033311, 12520535333046, 8442751604695, 1313941673647, 2790144403198 }|{ "d", "c", "bc", "a", "abd" }|16T3|16|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.138.1|5.16-14.0.2-2-2-2-2.138|5.16-14.0.2-2-2-2-2|16.14|16|{0, 2, 2, 2, 2, 2}|0|5|2|{ "2O", "2H", "2C", "2G", "2B" }|{138, 1}|{138, 1}|{1, 1}|[ [ 1, 1, 4 ], [ 1, 1, 6 ], [ 1, 1, 8 ], [ 1, 1, 11 ], [ 1, 1, 12 ] ]|{ 6973827033311, 12520535333046, 8442751604695, 5659885359664, 20868791340113 }|{ "d", "c", "bc", "ad", "ab" }|16T3|16|False|NULL|NULL|False|NULL|NULL|NULL|NULL
