genus|total_label|passport_label|label|group|group_order|signature|g0|r|dim|con|cc|braid|topological|jacobian_decomp|genvec|connected_genvec|trans_group|min_deg|hyperelliptic|hyp_involution|eqn|cyclic_trigonal|cinv|full_label|full_auto|signH
4|4.6-1.0.2-2-2-2-2-2.1.27|4.6-1.0.2-2-2-2-2-2.1|4.6-1.0.2-2-2-2-2-2|6.1|6|[0, 2, 2, 2, 2, 2, 2]|0|6|3|[ "2A", "2A", "2A", "2A", "2A", "2A" ]|[1, 27]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 1, 5, 5, 5, 1 ]|[ "ba", "a", "b^2a", "b^2a", "b^2a", "a" ]|3T2|3|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.6-1.0.2-2-2-2-2-2.1.28|4.6-1.0.2-2-2-2-2-2.1|4.6-1.0.2-2-2-2-2-2|6.1|6|[0, 2, 2, 2, 2, 2, 2]|0|6|3|[ "2A", "2A", "2A", "2A", "2A", "2A" ]|[1, 28]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 2, 1, 1, 1, 1 ]|[ "ba", "ba", "a", "a", "a", "a" ]|3T2|3|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.6-1.0.2-2-2-2-2-2.1.29|4.6-1.0.2-2-2-2-2-2.1|4.6-1.0.2-2-2-2-2-2|6.1|6|[0, 2, 2, 2, 2, 2, 2]|0|6|3|[ "2A", "2A", "2A", "2A", "2A", "2A" ]|[1, 29]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 2, 1, 1, 2, 2 ]|[ "ba", "ba", "a", "a", "ba", "ba" ]|3T2|3|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.6-1.0.2-2-2-2-2-2.1.30|4.6-1.0.2-2-2-2-2-2.1|4.6-1.0.2-2-2-2-2-2|6.1|6|[0, 2, 2, 2, 2, 2, 2]|0|6|3|[ "2A", "2A", "2A", "2A", "2A", "2A" ]|[1, 30]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 2, 1, 1, 5, 5 ]|[ "ba", "ba", "a", "a", "b^2a", "b^2a" ]|3T2|3|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.6-1.0.2-2-2-2-2-2.1.31|4.6-1.0.2-2-2-2-2-2.1|4.6-1.0.2-2-2-2-2-2|6.1|6|[0, 2, 2, 2, 2, 2, 2]|0|6|3|[ "2A", "2A", "2A", "2A", "2A", "2A" ]|[1, 31]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 2, 1, 2, 1, 5 ]|[ "ba", "ba", "a", "ba", "a", "b^2a" ]|3T2|3|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.6-1.0.2-2-2-2-2-2.1.32|4.6-1.0.2-2-2-2-2-2.1|4.6-1.0.2-2-2-2-2-2|6.1|6|[0, 2, 2, 2, 2, 2, 2]|0|6|3|[ "2A", "2A", "2A", "2A", "2A", "2A" ]|[1, 32]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 2, 1, 2, 2, 1 ]|[ "ba", "ba", "a", "ba", "ba", "a" ]|3T2|3|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.6-1.0.2-2-2-2-2-2.1.33|4.6-1.0.2-2-2-2-2-2.1|4.6-1.0.2-2-2-2-2-2|6.1|6|[0, 2, 2, 2, 2, 2, 2]|0|6|3|[ "2A", "2A", "2A", "2A", "2A", "2A" ]|[1, 33]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 2, 1, 2, 5, 2 ]|[ "ba", "ba", "a", "ba", "b^2a", "ba" ]|3T2|3|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.6-1.0.2-2-2-2-2-2.1.34|4.6-1.0.2-2-2-2-2-2.1|4.6-1.0.2-2-2-2-2-2|6.1|6|[0, 2, 2, 2, 2, 2, 2]|0|6|3|[ "2A", "2A", "2A", "2A", "2A", "2A" ]|[1, 34]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 2, 1, 5, 1, 2 ]|[ "ba", "ba", "a", "b^2a", "a", "ba" ]|3T2|3|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.6-1.0.2-2-2-2-2-2.1.35|4.6-1.0.2-2-2-2-2-2.1|4.6-1.0.2-2-2-2-2-2|6.1|6|[0, 2, 2, 2, 2, 2, 2]|0|6|3|[ "2A", "2A", "2A", "2A", "2A", "2A" ]|[1, 35]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 2, 1, 5, 2, 5 ]|[ "ba", "ba", "a", "b^2a", "ba", "b^2a" ]|3T2|3|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.6-1.0.2-2-2-2-2-2.1.36|4.6-1.0.2-2-2-2-2-2.1|4.6-1.0.2-2-2-2-2-2|6.1|6|[0, 2, 2, 2, 2, 2, 2]|0|6|3|[ "2A", "2A", "2A", "2A", "2A", "2A" ]|[1, 36]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 2, 1, 5, 5, 1 ]|[ "ba", "ba", "a", "b^2a", "b^2a", "a" ]|3T2|3|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.6-1.0.2-2-2-2-2-2.1.37|4.6-1.0.2-2-2-2-2-2.1|4.6-1.0.2-2-2-2-2-2|6.1|6|[0, 2, 2, 2, 2, 2, 2]|0|6|3|[ "2A", "2A", "2A", "2A", "2A", "2A" ]|[1, 37]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 2, 2, 1, 1, 2 ]|[ "ba", "ba", "ba", "a", "a", "ba" ]|3T2|3|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.6-1.0.2-2-2-2-2-2.1.38|4.6-1.0.2-2-2-2-2-2.1|4.6-1.0.2-2-2-2-2-2|6.1|6|[0, 2, 2, 2, 2, 2, 2]|0|6|3|[ "2A", "2A", "2A", "2A", "2A", "2A" ]|[1, 38]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 2, 2, 1, 2, 5 ]|[ "ba", "ba", "ba", "a", "ba", "b^2a" ]|3T2|3|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.6-1.0.2-2-2-2-2-2.1.39|4.6-1.0.2-2-2-2-2-2.1|4.6-1.0.2-2-2-2-2-2|6.1|6|[0, 2, 2, 2, 2, 2, 2]|0|6|3|[ "2A", "2A", "2A", "2A", "2A", "2A" ]|[1, 39]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 2, 2, 1, 5, 1 ]|[ "ba", "ba", "ba", "a", "b^2a", "a" ]|3T2|3|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.6-1.0.2-2-2-2-2-2.1.40|4.6-1.0.2-2-2-2-2-2.1|4.6-1.0.2-2-2-2-2-2|6.1|6|[0, 2, 2, 2, 2, 2, 2]|0|6|3|[ "2A", "2A", "2A", "2A", "2A", "2A" ]|[1, 40]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 1, 2, 3 ] ]|[ 2, 2, 2, 2, 1, 1 ]|[ "ba", "ba", "ba", "ba", "a", "a" ]|3T2|3|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.8-3.0.2-2-2-2-4.1.1|4.8-3.0.2-2-2-2-4.1|4.8-3.0.2-2-2-2-4|8.3|8|[0, 2, 2, 2, 2, 4]|0|5|2|[ "2A", "2A", "2B", "2C", "4A" ]|[1, 1]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 2, 5 ] ]|[ 16, 16, 14, 23, 18 ]|[ "b^-2", "b^-2", "b^-2a", "b^-1a", "b^-1" ]|4T3|4|True|16|[ "y^2=x(x^{4}+a_{1}x^{2}+1)(x^{4}+a_{2}x^{2}+1)", "y^2=(x^{2}-1)(x^{4}+a_{1}x^{2}+1)(x^{4}+a_{2}x^{2}+1)" ]|False|NULL|NULL|NULL|NULL
4|4.8-3.0.2-2-2-2-4.2.1|4.8-3.0.2-2-2-2-4.2|4.8-3.0.2-2-2-2-4|8.3|8|[0, 2, 2, 2, 2, 4]|0|5|2|[ "2B", "2B", "2B", "2C", "4A" ]|[2, 1]|[ 2, 1 ]|[ 2, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 4 ], [ 1, 2, 5 ] ]|[ 14, 5, 5, 23, 18 ]|[ "b^-2a", "a", "a", "b^-1a", "b^-1" ]|4T3|4|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.8-3.0.2-2-2-2-4.2.2|4.8-3.0.2-2-2-2-4.2|4.8-3.0.2-2-2-2-4|8.3|8|[0, 2, 2, 2, 2, 4]|0|5|2|[ "2B", "2B", "2B", "2C", "4A" ]|[2, 2]|[ 2, 1 ]|[ 2, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 4 ], [ 1, 2, 5 ] ]|[ 14, 5, 14, 23, 9 ]|[ "b^-2a", "a", "b^-2a", "b^-1a", "b" ]|4T3|4|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.8-3.0.2-2-2-2-4.2.3|4.8-3.0.2-2-2-2-4.2|4.8-3.0.2-2-2-2-4|8.3|8|[0, 2, 2, 2, 2, 4]|0|5|2|[ "2B", "2B", "2B", "2C", "4A" ]|[2, 3]|[ 2, 1 ]|[ 2, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 4 ], [ 1, 2, 5 ] ]|[ 14, 14, 5, 23, 9 ]|[ "b^-2a", "b^-2a", "a", "b^-1a", "b" ]|4T3|4|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.8-3.0.2-2-2-2-4.2.4|4.8-3.0.2-2-2-2-4.2|4.8-3.0.2-2-2-2-4|8.3|8|[0, 2, 2, 2, 2, 4]|0|5|2|[ "2B", "2B", "2B", "2C", "4A" ]|[2, 4]|[ 2, 1 ]|[ 2, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 4 ], [ 1, 2, 5 ] ]|[ 14, 14, 14, 23, 18 ]|[ "b^-2a", "b^-2a", "b^-2a", "b^-1a", "b^-1" ]|4T3|4|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.8-3.0.2-2-2-2-4.3.1|4.8-3.0.2-2-2-2-4.3|4.8-3.0.2-2-2-2-4|8.3|8|[0, 2, 2, 2, 2, 4]|0|5|2|[ "2B", "2C", "2C", "2C", "4A" ]|[3, 1]|[ 3, 1 ]|[ 2, 1 ]|[ [ 1, 1, 3 ], [ 1, 1, 4 ], [ 1, 2, 5 ] ]|[ 14, 23, 7, 7, 18 ]|[ "b^-2a", "b^-1a", "ba", "ba", "b^-1" ]|4T3|4|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.8-3.0.2-2-2-2-4.3.2|4.8-3.0.2-2-2-2-4.3|4.8-3.0.2-2-2-2-4|8.3|8|[0, 2, 2, 2, 2, 4]|0|5|2|[ "2B", "2C", "2C", "2C", "4A" ]|[3, 2]|[ 3, 1 ]|[ 2, 1 ]|[ [ 1, 1, 3 ], [ 1, 1, 4 ], [ 1, 2, 5 ] ]|[ 14, 23, 7, 23, 9 ]|[ "b^-2a", "b^-1a", "ba", "b^-1a", "b" ]|4T3|4|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.8-3.0.2-2-2-2-4.3.3|4.8-3.0.2-2-2-2-4.3|4.8-3.0.2-2-2-2-4|8.3|8|[0, 2, 2, 2, 2, 4]|0|5|2|[ "2B", "2C", "2C", "2C", "4A" ]|[3, 3]|[ 3, 1 ]|[ 2, 1 ]|[ [ 1, 1, 3 ], [ 1, 1, 4 ], [ 1, 2, 5 ] ]|[ 14, 23, 23, 7, 9 ]|[ "b^-2a", "b^-1a", "b^-1a", "ba", "b" ]|4T3|4|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.8-3.0.2-2-2-2-4.3.4|4.8-3.0.2-2-2-2-4.3|4.8-3.0.2-2-2-2-4|8.3|8|[0, 2, 2, 2, 2, 4]|0|5|2|[ "2B", "2C", "2C", "2C", "4A" ]|[3, 4]|[ 3, 1 ]|[ 2, 1 ]|[ [ 1, 1, 3 ], [ 1, 1, 4 ], [ 1, 2, 5 ] ]|[ 14, 23, 23, 23, 18 ]|[ "b^-2a", "b^-1a", "b^-1a", "b^-1a", "b^-1" ]|4T3|4|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.12-4.0.2-2-2-2-2.1.1|4.12-4.0.2-2-2-2-2.1|4.12-4.0.2-2-2-2-2|12.4|12|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2A", "2C", "2B", "2B", "2B" ]|[1, 1]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 4 ], [ 1, 2, 6 ] ]|[ 450, 415, 566, 566, 119 ]|[ "b^3", "a", "ba", "ba", "b^3a" ]|6T3|6|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.12-4.0.2-2-2-2-2.1.2|4.12-4.0.2-2-2-2-2.1|4.12-4.0.2-2-2-2-2|12.4|12|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2A", "2C", "2B", "2B", "2B" ]|[1, 2]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 4 ], [ 1, 2, 6 ] ]|[ 450, 415, 566, 119, 269 ]|[ "b^3", "a", "ba", "b^3a", "b^5a" ]|6T3|6|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.12-4.0.2-2-2-2-2.1.3|4.12-4.0.2-2-2-2-2.1|4.12-4.0.2-2-2-2-2|12.4|12|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2A", "2C", "2B", "2B", "2B" ]|[1, 3]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 4 ], [ 1, 2, 6 ] ]|[ 450, 415, 566, 269, 566 ]|[ "b^3", "a", "ba", "b^5a", "ba" ]|6T3|6|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.12-4.0.2-2-2-2-2.1.4|4.12-4.0.2-2-2-2-2.1|4.12-4.0.2-2-2-2-2|12.4|12|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2A", "2C", "2B", "2B", "2B" ]|[1, 4]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 4 ], [ 1, 2, 6 ] ]|[ 450, 415, 119, 566, 566 ]|[ "b^3", "a", "b^3a", "ba", "ba" ]|6T3|6|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.12-4.0.2-2-2-2-2.2.1|4.12-4.0.2-2-2-2-2.2|4.12-4.0.2-2-2-2-2|12.4|12|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2A", "2C", "2C", "2C", "2B" ]|[2, 1]|[ 2, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 3 ], [ 1, 2, 6 ] ]|[ 450, 415, 415, 719, 269 ]|[ "b^3", "a", "a", "b^2a", "b^5a" ]|6T3|6|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.12-4.0.2-2-2-2-2.2.2|4.12-4.0.2-2-2-2-2.2|4.12-4.0.2-2-2-2-2|12.4|12|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2A", "2C", "2C", "2C", "2B" ]|[2, 2]|[ 2, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 3 ], [ 1, 2, 6 ] ]|[ 450, 415, 719, 415, 566 ]|[ "b^3", "a", "b^2a", "a", "ba" ]|6T3|6|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.12-4.0.2-2-2-2-2.2.3|4.12-4.0.2-2-2-2-2.2|4.12-4.0.2-2-2-2-2|12.4|12|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2A", "2C", "2C", "2C", "2B" ]|[2, 3]|[ 2, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 3 ], [ 1, 2, 6 ] ]|[ 450, 415, 719, 719, 119 ]|[ "b^3", "a", "b^2a", "b^2a", "b^3a" ]|6T3|6|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.12-4.0.2-2-2-2-2.2.4|4.12-4.0.2-2-2-2-2.2|4.12-4.0.2-2-2-2-2|12.4|12|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2A", "2C", "2C", "2C", "2B" ]|[2, 4]|[ 2, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 3 ], [ 1, 2, 6 ] ]|[ 450, 415, 719, 143, 269 ]|[ "b^3", "a", "b^2a", "b^4a", "b^5a" ]|6T3|6|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.2-1.1.2-2-2-2-2-2.1.1|4.2-1.1.2-2-2-2-2-2.1|4.2-1.1.2-2-2-2-2-2|2.1|2|[1, 2, 2, 2, 2, 2, 2]|1|6|6|[ "2A", "2A", "2A", "2A", "2A", "2A" ]|[1, 1]|NULL|NULL|[ [ 1, 1, 1 ], [ 3, 1, 2 ] ]|[ 1, 0, 1, 1, 1, 1, 1, 1 ]|[ "a", "Id(G)", "a", "a", "a", "a", "a", "a" ]|2T1|2|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.6-2.0.2-6-6-6.1.1|4.6-2.0.2-6-6-6.1|4.6-2.0.2-6-6-6|6.2|6|[0, 2, 6, 6, 6]|0|4|1|[ "2A", "6A1", "6A1", "6A1" ]|[1, 1]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 3 ], [ 2, 1, 4 ] ]|[ 450, 153, 153, 153 ]|[ "a^3", "a^5", "a^5", "a^5" ]|6T1|6|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.6-2.0.2-6-6-6.2.1|4.6-2.0.2-6-6-6.2|4.6-2.0.2-6-6-6|6.2|6|[0, 2, 6, 6, 6]|0|4|1|[ "2A", "6A-1", "6A-1", "6A-1" ]|[2, 1]|[ 2, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 3 ], [ 2, 1, 4 ] ]|[ 450, 600, 600, 600 ]|[ "a^3", "a", "a", "a" ]|6T1|6|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.8-4.0.2-4-4-4.1.1|4.8-4.0.2-4-4-4.1|4.8-4.0.2-4-4-4|8.4|8|[0, 2, 4, 4, 4]|0|4|1|[ "2A", "4A", "4B", "4C" ]|[1, 1]|[ 1, 1 ]|[ 1, 1 ]|[ [ 4, 1, 5 ] ]|[ 14493, 6425, 34348, 28460 ]|[ "a^-2", "b", "a", "a^-2ba" ]|8T5|8|True|14493|[ "y^2=x(x^{4}-1)(x^{4}+a_{1}x^{2}+1)" ]|False|NULL|NULL|NULL|NULL
4|4.10-1.0.2-2-5-5.2.1|4.10-1.0.2-2-5-5.2|4.10-1.0.2-2-5-5|10.1|10|[0, 2, 2, 5, 5]|0|4|1|[ "2A", "2A", "5A2", "5A1" ]|[2, 1]|[ 2, 1 ]|[ 2, 1 ]|[ [ 2, 2, 3 ] ]|[ 86, 23, 33, 64 ]|[ "b^2a", "a", "b^4", "b^3" ]|5T2|5|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.10-1.0.2-2-5-5.2.2|4.10-1.0.2-2-5-5.2|4.10-1.0.2-2-5-5|10.1|10|[0, 2, 2, 5, 5]|0|4|1|[ "2A", "2A", "5A2", "5A1" ]|[2, 2]|[ 2, 1 ]|[ 2, 1 ]|[ [ 2, 2, 3 ] ]|[ 86, 55, 96, 64 ]|[ "b^2a", "b^3a", "b", "b^3" ]|5T2|5|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.12-2.0.4-6-12.1.1|4.12-2.0.4-6-12.1|4.12-2.0.4-6-12|12.2|12|[0, 4, 6, 12]|0|3|0|[ "4A1", "6A1", "12A1" ]|[1, 1]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 2, 1, 6 ], [ 1, 1, 7 ] ]|[ 395176320, 435456000, 219773400 ]|[ "a^3", "a^2", "a^7" ]|12T1|12|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.12-2.0.4-6-12.2.1|4.12-2.0.4-6-12.2|4.12-2.0.4-6-12|12.2|12|[0, 4, 6, 12]|0|3|0|[ "4A1", "6A-1", "12A5" ]|[2, 1]|[ 2, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 2, 1, 6 ], [ 1, 1, 7 ] ]|[ 395176320, 87909424, 43954713 ]|[ "a^3", "a^10", "a^11" ]|12T1|12|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.12-2.0.4-6-12.3.1|4.12-2.0.4-6-12.3|4.12-2.0.4-6-12|12.2|12|[0, 4, 6, 12]|0|3|0|[ "4A-1", "6A1", "12A-5" ]|[3, 1]|[ 3, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 2, 1, 6 ], [ 1, 1, 7 ] ]|[ 131864130, 435456000, 439084800 ]|[ "a^9", "a^2", "a" ]|12T1|12|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.12-2.0.4-6-12.4.1|4.12-2.0.4-6-12.4|4.12-2.0.4-6-12|12.2|12|[0, 4, 6, 12]|0|3|0|[ "4A-1", "6A-1", "12A-1" ]|[4, 1]|[ 4, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 2, 1, 6 ], [ 1, 1, 7 ] ]|[ 131864130, 87909424, 307676880 ]|[ "a^9", "a^10", "a^5" ]|12T1|12|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.12-3.0.2-3-3-3.1.1|4.12-3.0.2-3-3-3.1|4.12-3.0.2-3-3-3|12.3|12|[0, 2, 3, 3, 3]|0|4|1|[ "2A", "3A1", "3A1", "3A1" ]|[1, 1]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 3, 4 ] ]|[ 7, 12, 3, 3 ]|[ "c", "cba", "a", "a" ]|4T4|4|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.12-3.0.2-3-3-3.1.2|4.12-3.0.2-3-3-3.1|4.12-3.0.2-3-3-3|12.3|12|[0, 2, 3, 3, 3]|0|4|1|[ "2A", "3A1", "3A1", "3A1" ]|[1, 2]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 3, 4 ] ]|[ 7, 12, 20, 11 ]|[ "c", "cba", "ba", "ca" ]|4T4|4|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.12-3.0.2-3-3-3.1.3|4.12-3.0.2-3-3-3.1|4.12-3.0.2-3-3-3|12.3|12|[0, 2, 3, 3, 3]|0|4|1|[ "2A", "3A1", "3A1", "3A1" ]|[1, 3]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 3, 4 ] ]|[ 7, 12, 11, 12 ]|[ "c", "cba", "ca", "cba" ]|4T4|4|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.12-3.0.2-3-3-3.1.4|4.12-3.0.2-3-3-3.1|4.12-3.0.2-3-3-3|12.3|12|[0, 2, 3, 3, 3]|0|4|1|[ "2A", "3A1", "3A1", "3A1" ]|[1, 4]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 3, 4 ] ]|[ 7, 12, 12, 20 ]|[ "c", "cba", "cba", "ba" ]|4T4|4|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.12-3.0.2-3-3-3.2.1|4.12-3.0.2-3-3-3.2|4.12-3.0.2-3-3-3|12.3|12|[0, 2, 3, 3, 3]|0|4|1|[ "2A", "3A-1", "3A-1", "3A-1" ]|[2, 1]|[ 2, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 3, 4 ] ]|[ 7, 8, 4, 19 ]|[ "c", "ca^2", "a^2", "ba^2" ]|4T4|4|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.12-3.0.2-3-3-3.2.2|4.12-3.0.2-3-3-3.2|4.12-3.0.2-3-3-3|12.3|12|[0, 2, 3, 3, 3]|0|4|1|[ "2A", "3A-1", "3A-1", "3A-1" ]|[2, 2]|[ 2, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 3, 4 ] ]|[ 7, 8, 19, 8 ]|[ "c", "ca^2", "ba^2", "ca^2" ]|4T4|4|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.12-3.0.2-3-3-3.2.3|4.12-3.0.2-3-3-3.2|4.12-3.0.2-3-3-3|12.3|12|[0, 2, 3, 3, 3]|0|4|1|[ "2A", "3A-1", "3A-1", "3A-1" ]|[2, 3]|[ 2, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 3, 4 ] ]|[ 7, 8, 8, 4 ]|[ "c", "ca^2", "ca^2", "a^2" ]|4T4|4|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.12-3.0.2-3-3-3.2.4|4.12-3.0.2-3-3-3.2|4.12-3.0.2-3-3-3|12.3|12|[0, 2, 3, 3, 3]|0|4|1|[ "2A", "3A-1", "3A-1", "3A-1" ]|[2, 4]|[ 2, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 3, 4 ] ]|[ 7, 8, 15, 15 ]|[ "c", "ca^2", "cba^2", "cba^2" ]|4T4|4|False|NULL|NULL|False|NULL|NULL|NULL|NULL
4|4.12-4.0.2-2-3-6.1.1|4.12-4.0.2-2-3-6.1|4.12-4.0.2-2-3-6|12.4|12|[0, 2, 2, 3, 6]|0|4|1|[ "2C", "2B", "3A", "6A" ]|[1, 1]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 2, 5 ], [ 1, 2, 6 ] ]|[ 415, 566, 576, 153 ]|[ "a", "ba", "b^4", "b" ]|6T3|6|False|NULL|NULL|True|576|NULL|NULL|NULL
4|4.12-4.0.2-2-3-6.1.2|4.12-4.0.2-2-3-6.1|4.12-4.0.2-2-3-6|12.4|12|[0, 2, 2, 3, 6]|0|4|1|[ "2C", "2B", "3A", "6A" ]|[1, 2]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 2, 5 ], [ 1, 2, 6 ] ]|[ 415, 119, 304, 153 ]|[ "a", "b^3a", "b^2", "b" ]|6T3|6|False|NULL|NULL|True|576|NULL|NULL|NULL
4|4.12-5.0.2-2-3-6.1.1|4.12-5.0.2-2-3-6.1|4.12-5.0.2-2-3-6|12.5|12|[0, 2, 2, 3, 6]|0|4|1|[ "2A", "2B", "3A1", "6C-1" ]|[1, 1]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 6 ], [ 1, 1, 7 ], [ 2, 1, 8 ] ]|[ 377242909, 263727360, 351590400, 289374683 ]|[ "b^3", "a", "b^2", "ba" ]|12T2|12|False|NULL|NULL|True|175818816|NULL|NULL|NULL
