genus|total_label|passport_label|label|group|group_order|signature|g0|r|dim|con|cc|braid|topological|jacobian_decomp|gen_vector|connected_genvec|hyperelliptic|hyp_involution|eqn|cyclic_trigonal|cinv|full_label|full_auto|signH
smallint|text|text|text|text|integer|integer[]|smallint|smallint|smallint|text|integer[]|integer[]|integer[]|jsonb|integer[]|text[]|boolean|integer|jsonb|boolean|integer|text|text|text

5|5.16-14.0.2-2-2-2-2.75.1|5.16-14.0.2-2-2-2-2.75|5.16-14.0.2-2-2-2-2|16.14|16|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2H", "2N", "2F", "2I", "2J" ]|[75, 1]|[ 75, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 3 ], [ 1, 1, 7 ], [ 1, 1, 12 ], [ 1, 1, 15 ] ]|[ 12520535333046, 16784957520697, 4104085340753, 18086444426742, 14008664694983 ]|[ "c", "dc", "db", "dca", "dcba" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.76.1|5.16-14.0.2-2-2-2-2.76|5.16-14.0.2-2-2-2-2|16.14|16|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2H", "2N", "2F", "2M", "2E" ]|[76, 1]|[ 76, 1 ]|[ 1, 1 ]|[ [ 1, 1, 3 ], [ 1, 1, 4 ], [ 1, 1, 7 ], [ 1, 1, 10 ], [ 1, 1, 15 ] ]|[ 12520535333046, 16784957520697, 4104085340753, 11219048427001, 9744239226648 ]|[ "c", "dc", "db", "ca", "cba" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.77.1|5.16-14.0.2-2-2-2-2.77|5.16-14.0.2-2-2-2-2|16.14|16|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2H", "2N", "2K", "2A", "2E" ]|[77, 1]|[ 77, 1 ]|[ 1, 1 ]|[ [ 1, 1, 3 ], [ 1, 1, 10 ], [ 1, 1, 11 ], [ 1, 1, 15 ], [ 1, 1, 16 ] ]|[ 12520535333046, 16784957520697, 15310152316936, 1313941673647, 9744239226648 ]|[ "c", "dc", "dcb", "a", "cba" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.78.1|5.16-14.0.2-2-2-2-2.78|5.16-14.0.2-2-2-2-2|16.14|16|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2H", "2N", "2K", "2G", "2J" ]|[78, 1]|[ 78, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 3 ], [ 1, 1, 8 ], [ 1, 1, 11 ], [ 1, 1, 15 ] ]|[ 12520535333046, 16784957520697, 15310152316936, 5659885359664, 14008664694983 ]|[ "c", "dc", "dcb", "da", "dcba" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.79.1|5.16-14.0.2-2-2-2-2.79|5.16-14.0.2-2-2-2-2|16.14|16|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2H", "2N", "2K", "2I", "2L" ]|[79, 1]|[ 79, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 3 ], [ 1, 1, 7 ], [ 1, 1, 11 ], [ 1, 1, 16 ] ]|[ 12520535333046, 16784957520697, 15310152316936, 18086444426742, 2790144403198 ]|[ "c", "dc", "dcb", "dca", "dba" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.80.1|5.16-14.0.2-2-2-2-2.80|5.16-14.0.2-2-2-2-2|16.14|16|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2H", "2N", "2K", "2M", "2B" ]|[80, 1]|[ 80, 1 ]|[ 1, 1 ]|[ [ 1, 1, 3 ], [ 1, 1, 7 ], [ 1, 1, 8 ], [ 1, 1, 10 ], [ 1, 1, 11 ] ]|[ 12520535333046, 16784957520697, 15310152316936, 11219048427001, 20868791340113 ]|[ "c", "dc", "dcb", "ca", "ba" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.81.1|5.16-14.0.2-2-2-2-2.81|5.16-14.0.2-2-2-2-2|16.14|16|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2K", "2A", "2B", "2L", "2E" ]|[81, 1]|[ 81, 1 ]|[ 1, 1 ]|[ [ 1, 1, 5 ], [ 1, 1, 9 ], [ 1, 1, 10 ], [ 1, 1, 11 ], [ 1, 1, 16 ] ]|[ 15310152316936, 1313941673647, 20868791340113, 2790144403198, 9744239226648 ]|[ "dcb", "a", "ba", "dba", "cba" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.82.1|5.16-14.0.2-2-2-2-2.82|5.16-14.0.2-2-2-2-2|16.14|16|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2K", "2A", "2G", "2I", "2L" ]|[82, 1]|[ 82, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 9 ], [ 1, 1, 11 ], [ 1, 1, 13 ], [ 1, 1, 16 ] ]|[ 15310152316936, 1313941673647, 5659885359664, 18086444426742, 2790144403198 ]|[ "dcb", "a", "da", "dca", "dba" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.83.1|5.16-14.0.2-2-2-2-2.83|5.16-14.0.2-2-2-2-2|16.14|16|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2K", "2A", "2G", "2M", "2B" ]|[83, 1]|[ 83, 1 ]|[ 1, 1 ]|[ [ 1, 1, 8 ], [ 1, 1, 9 ], [ 1, 1, 10 ], [ 1, 1, 11 ], [ 1, 1, 13 ] ]|[ 15310152316936, 1313941673647, 5659885359664, 11219048427001, 20868791340113 ]|[ "dcb", "a", "da", "ca", "ba" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.84.1|5.16-14.0.2-2-2-2-2.84|5.16-14.0.2-2-2-2-2|16.14|16|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2K", "2A", "2M", "2I", "2E" ]|[84, 1]|[ 84, 1 ]|[ 1, 1 ]|[ [ 1, 1, 3 ], [ 1, 1, 9 ], [ 1, 1, 10 ], [ 1, 1, 13 ], [ 1, 1, 16 ] ]|[ 15310152316936, 1313941673647, 11219048427001, 18086444426742, 9744239226648 ]|[ "dcb", "a", "ca", "dca", "cba" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.85.1|5.16-14.0.2-2-2-2-2.85|5.16-14.0.2-2-2-2-2|16.14|16|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2K", "2G", "2B", "2L", "2J" ]|[85, 1]|[ 85, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 5 ], [ 1, 1, 8 ], [ 1, 1, 9 ], [ 1, 1, 11 ] ]|[ 15310152316936, 5659885359664, 20868791340113, 2790144403198, 14008664694983 ]|[ "dcb", "da", "ba", "dba", "dcba" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.86.1|5.16-14.0.2-2-2-2-2.86|5.16-14.0.2-2-2-2-2|16.14|16|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2K", "2G", "2M", "2I", "2J" ]|[86, 1]|[ 86, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 3 ], [ 1, 1, 8 ], [ 1, 1, 9 ], [ 1, 1, 13 ] ]|[ 15310152316936, 5659885359664, 11219048427001, 18086444426742, 14008664694983 ]|[ "dcb", "da", "ca", "dca", "dcba" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.87.1|5.16-14.0.2-2-2-2-2.87|5.16-14.0.2-2-2-2-2|16.14|16|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2K", "2I", "2L", "2E", "2J" ]|[87, 1]|[ 87, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 3 ], [ 1, 1, 5 ], [ 1, 1, 9 ], [ 1, 1, 16 ] ]|[ 15310152316936, 18086444426742, 2790144403198, 9744239226648, 14008664694983 ]|[ "dcb", "dca", "dba", "cba", "dcba" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.88.1|5.16-14.0.2-2-2-2-2.88|5.16-14.0.2-2-2-2-2|16.14|16|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2K", "2M", "2B", "2E", "2J" ]|[88, 1]|[ 88, 1 ]|[ 1, 1 ]|[ [ 1, 1, 3 ], [ 1, 1, 5 ], [ 1, 1, 8 ], [ 1, 1, 9 ], [ 1, 1, 10 ] ]|[ 15310152316936, 11219048427001, 20868791340113, 9744239226648, 14008664694983 ]|[ "dcb", "ca", "ba", "cba", "dcba" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.89.1|5.16-14.0.2-2-2-2-2.89|5.16-14.0.2-2-2-2-2|16.14|16|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2N", "2A", "2G", "2B", "2E" ]|[89, 1]|[ 89, 1 ]|[ 1, 1 ]|[ [ 1, 1, 6 ], [ 1, 1, 9 ], [ 1, 1, 10 ], [ 1, 1, 11 ], [ 1, 1, 15 ] ]|[ 16784957520697, 1313941673647, 5659885359664, 20868791340113, 9744239226648 ]|[ "dc", "a", "da", "ba", "cba" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.90.1|5.16-14.0.2-2-2-2-2.90|5.16-14.0.2-2-2-2-2|16.14|16|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2N", "2A", "2G", "2L", "2J" ]|[90, 1]|[ 90, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 9 ], [ 1, 1, 11 ], [ 1, 1, 14 ], [ 1, 1, 15 ] ]|[ 16784957520697, 1313941673647, 5659885359664, 2790144403198, 14008664694983 ]|[ "dc", "a", "da", "dba", "dcba" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.91.1|5.16-14.0.2-2-2-2-2.91|5.16-14.0.2-2-2-2-2|16.14|16|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2N", "2A", "2M", "2B", "2L" ]|[91, 1]|[ 91, 1 ]|[ 1, 1 ]|[ [ 1, 1, 7 ], [ 1, 1, 9 ], [ 1, 1, 10 ], [ 1, 1, 11 ], [ 1, 1, 14 ] ]|[ 16784957520697, 1313941673647, 11219048427001, 20868791340113, 2790144403198 ]|[ "dc", "a", "ca", "ba", "dba" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.92.1|5.16-14.0.2-2-2-2-2.92|5.16-14.0.2-2-2-2-2|16.14|16|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2N", "2A", "2M", "2E", "2J" ]|[92, 1]|[ 92, 1 ]|[ 1, 1 ]|[ [ 1, 1, 3 ], [ 1, 1, 9 ], [ 1, 1, 10 ], [ 1, 1, 14 ], [ 1, 1, 15 ] ]|[ 16784957520697, 1313941673647, 11219048427001, 9744239226648, 14008664694983 ]|[ "dc", "a", "ca", "cba", "dcba" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.93.1|5.16-14.0.2-2-2-2-2.93|5.16-14.0.2-2-2-2-2|16.14|16|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2N", "2C", "2K", "2A", "2M" ]|[93, 1]|[ 93, 1 ]|[ 1, 1 ]|[ [ 1, 1, 3 ], [ 1, 1, 10 ], [ 1, 1, 11 ], [ 1, 1, 13 ], [ 1, 1, 14 ] ]|[ 16784957520697, 8442751604695, 15310152316936, 1313941673647, 11219048427001 ]|[ "dc", "cb", "dcb", "a", "ca" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.94.1|5.16-14.0.2-2-2-2-2.94|5.16-14.0.2-2-2-2-2|16.14|16|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2N", "2C", "2K", "2B", "2E" ]|[94, 1]|[ 94, 1 ]|[ 1, 1 ]|[ [ 1, 1, 3 ], [ 1, 1, 5 ], [ 1, 1, 6 ], [ 1, 1, 10 ], [ 1, 1, 11 ] ]|[ 16784957520697, 8442751604695, 15310152316936, 20868791340113, 9744239226648 ]|[ "dc", "cb", "dcb", "ba", "cba" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.95.1|5.16-14.0.2-2-2-2-2.95|5.16-14.0.2-2-2-2-2|16.14|16|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2N", "2C", "2K", "2G", "2I" ]|[95, 1]|[ 95, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 3 ], [ 1, 1, 6 ], [ 1, 1, 11 ], [ 1, 1, 13 ] ]|[ 16784957520697, 8442751604695, 15310152316936, 5659885359664, 18086444426742 ]|[ "dc", "cb", "dcb", "da", "dca" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.96.1|5.16-14.0.2-2-2-2-2.96|5.16-14.0.2-2-2-2-2|16.14|16|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2N", "2C", "2K", "2L", "2J" ]|[96, 1]|[ 96, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 3 ], [ 1, 1, 5 ], [ 1, 1, 11 ], [ 1, 1, 14 ] ]|[ 16784957520697, 8442751604695, 15310152316936, 2790144403198, 14008664694983 ]|[ "dc", "cb", "dcb", "dba", "dcba" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.97.1|5.16-14.0.2-2-2-2-2.97|5.16-14.0.2-2-2-2-2|16.14|16|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2N", "2D", "2C", "2A", "2G" ]|[97, 1]|[ 97, 1 ]|[ 1, 1 ]|[ [ 1, 1, 6 ], [ 1, 1, 11 ], [ 1, 1, 13 ], [ 1, 1, 14 ], [ 1, 1, 15 ] ]|[ 16784957520697, 19554850402558, 8442751604695, 1313941673647, 5659885359664 ]|[ "dc", "b", "cb", "a", "da" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.98.1|5.16-14.0.2-2-2-2-2.98|5.16-14.0.2-2-2-2-2|16.14|16|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2N", "2D", "2C", "2B", "2L" ]|[98, 1]|[ 98, 1 ]|[ 1, 1 ]|[ [ 1, 1, 5 ], [ 1, 1, 6 ], [ 1, 1, 7 ], [ 1, 1, 11 ], [ 1, 1, 14 ] ]|[ 16784957520697, 19554850402558, 8442751604695, 20868791340113, 2790144403198 ]|[ "dc", "b", "cb", "ba", "dba" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.99.1|5.16-14.0.2-2-2-2-2.99|5.16-14.0.2-2-2-2-2|16.14|16|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2N", "2D", "2C", "2E", "2J" ]|[99, 1]|[ 99, 1 ]|[ 1, 1 ]|[ [ 1, 1, 3 ], [ 1, 1, 5 ], [ 1, 1, 6 ], [ 1, 1, 14 ], [ 1, 1, 15 ] ]|[ 16784957520697, 19554850402558, 8442751604695, 9744239226648, 14008664694983 ]|[ "dc", "b", "cb", "cba", "dcba" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.100.1|5.16-14.0.2-2-2-2-2.100|5.16-14.0.2-2-2-2-2|16.14|16|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2N", "2D", "2C", "2M", "2I" ]|[100, 1]|[ 100, 1 ]|[ 1, 1 ]|[ [ 1, 1, 3 ], [ 1, 1, 6 ], [ 1, 1, 7 ], [ 1, 1, 13 ], [ 1, 1, 14 ] ]|[ 16784957520697, 19554850402558, 8442751604695, 11219048427001, 18086444426742 ]|[ "dc", "b", "cb", "ca", "dca" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.101.1|5.16-14.0.2-2-2-2-2.101|5.16-14.0.2-2-2-2-2|16.14|16|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2N", "2D", "2F", "2A", "2M" ]|[101, 1]|[ 101, 1 ]|[ 1, 1 ]|[ [ 1, 1, 7 ], [ 1, 1, 10 ], [ 1, 1, 13 ], [ 1, 1, 14 ], [ 1, 1, 15 ] ]|[ 16784957520697, 19554850402558, 4104085340753, 1313941673647, 11219048427001 ]|[ "dc", "b", "db", "a", "ca" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.102.1|5.16-14.0.2-2-2-2-2.102|5.16-14.0.2-2-2-2-2|16.14|16|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2N", "2D", "2F", "2B", "2E" ]|[102, 1]|[ 102, 1 ]|[ 1, 1 ]|[ [ 1, 1, 5 ], [ 1, 1, 6 ], [ 1, 1, 7 ], [ 1, 1, 10 ], [ 1, 1, 15 ] ]|[ 16784957520697, 19554850402558, 4104085340753, 20868791340113, 9744239226648 ]|[ "dc", "b", "db", "ba", "cba" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.103.1|5.16-14.0.2-2-2-2-2.103|5.16-14.0.2-2-2-2-2|16.14|16|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2N", "2D", "2F", "2G", "2I" ]|[103, 1]|[ 103, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 6 ], [ 1, 1, 7 ], [ 1, 1, 13 ], [ 1, 1, 15 ] ]|[ 16784957520697, 19554850402558, 4104085340753, 5659885359664, 18086444426742 ]|[ "dc", "b", "db", "da", "dca" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.104.1|5.16-14.0.2-2-2-2-2.104|5.16-14.0.2-2-2-2-2|16.14|16|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2N", "2D", "2F", "2L", "2J" ]|[104, 1]|[ 104, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 5 ], [ 1, 1, 7 ], [ 1, 1, 14 ], [ 1, 1, 15 ] ]|[ 16784957520697, 19554850402558, 4104085340753, 2790144403198, 14008664694983 ]|[ "dc", "b", "db", "dba", "dcba" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.105.1|5.16-14.0.2-2-2-2-2.105|5.16-14.0.2-2-2-2-2|16.14|16|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2N", "2F", "2K", "2A", "2G" ]|[105, 1]|[ 105, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 10 ], [ 1, 1, 11 ], [ 1, 1, 13 ], [ 1, 1, 15 ] ]|[ 16784957520697, 4104085340753, 15310152316936, 1313941673647, 5659885359664 ]|[ "dc", "db", "dcb", "a", "da" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.106.1|5.16-14.0.2-2-2-2-2.106|5.16-14.0.2-2-2-2-2|16.14|16|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2N", "2F", "2K", "2B", "2L" ]|[106, 1]|[ 106, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 5 ], [ 1, 1, 7 ], [ 1, 1, 10 ], [ 1, 1, 11 ] ]|[ 16784957520697, 4104085340753, 15310152316936, 20868791340113, 2790144403198 ]|[ "dc", "db", "dcb", "ba", "dba" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.107.1|5.16-14.0.2-2-2-2-2.107|5.16-14.0.2-2-2-2-2|16.14|16|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2N", "2F", "2K", "2E", "2J" ]|[107, 1]|[ 107, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 3 ], [ 1, 1, 5 ], [ 1, 1, 10 ], [ 1, 1, 15 ] ]|[ 16784957520697, 4104085340753, 15310152316936, 9744239226648, 14008664694983 ]|[ "dc", "db", "dcb", "cba", "dcba" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.108.1|5.16-14.0.2-2-2-2-2.108|5.16-14.0.2-2-2-2-2|16.14|16|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2N", "2F", "2K", "2M", "2I" ]|[108, 1]|[ 108, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 3 ], [ 1, 1, 7 ], [ 1, 1, 10 ], [ 1, 1, 13 ] ]|[ 16784957520697, 4104085340753, 15310152316936, 11219048427001, 18086444426742 ]|[ "dc", "db", "dcb", "ca", "dca" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.109.1|5.16-14.0.2-2-2-2-2.109|5.16-14.0.2-2-2-2-2|16.14|16|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2N", "2G", "2I", "2B", "2L" ]|[109, 1]|[ 109, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 6 ], [ 1, 1, 7 ], [ 1, 1, 9 ], [ 1, 1, 11 ] ]|[ 16784957520697, 5659885359664, 18086444426742, 20868791340113, 2790144403198 ]|[ "dc", "da", "dca", "ba", "dba" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.110.1|5.16-14.0.2-2-2-2-2.110|5.16-14.0.2-2-2-2-2|16.14|16|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2N", "2G", "2I", "2E", "2J" ]|[110, 1]|[ 110, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 3 ], [ 1, 1, 6 ], [ 1, 1, 9 ], [ 1, 1, 15 ] ]|[ 16784957520697, 5659885359664, 18086444426742, 9744239226648, 14008664694983 ]|[ "dc", "da", "dca", "cba", "dcba" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.111.1|5.16-14.0.2-2-2-2-2.111|5.16-14.0.2-2-2-2-2|16.14|16|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2N", "2M", "2I", "2B", "2E" ]|[111, 1]|[ 111, 1 ]|[ 1, 1 ]|[ [ 1, 1, 3 ], [ 1, 1, 6 ], [ 1, 1, 7 ], [ 1, 1, 9 ], [ 1, 1, 10 ] ]|[ 16784957520697, 11219048427001, 18086444426742, 20868791340113, 9744239226648 ]|[ "dc", "ca", "dca", "ba", "cba" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.112.1|5.16-14.0.2-2-2-2-2.112|5.16-14.0.2-2-2-2-2|16.14|16|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2N", "2M", "2I", "2L", "2J" ]|[112, 1]|[ 112, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 3 ], [ 1, 1, 7 ], [ 1, 1, 9 ], [ 1, 1, 14 ] ]|[ 16784957520697, 11219048427001, 18086444426742, 2790144403198, 14008664694983 ]|[ "dc", "ca", "dca", "dba", "dcba" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.113.1|5.16-14.0.2-2-2-2-2.113|5.16-14.0.2-2-2-2-2|16.14|16|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2O", "2A", "2I", "2B", "2E" ]|[113, 1]|[ 113, 1 ]|[ 1, 1 ]|[ [ 1, 1, 6 ], [ 1, 1, 9 ], [ 1, 1, 10 ], [ 1, 1, 12 ], [ 1, 1, 16 ] ]|[ 6973827033311, 1313941673647, 18086444426742, 20868791340113, 9744239226648 ]|[ "d", "a", "dca", "ba", "cba" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.114.1|5.16-14.0.2-2-2-2-2.114|5.16-14.0.2-2-2-2-2|16.14|16|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2O", "2A", "2I", "2L", "2J" ]|[114, 1]|[ 114, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 9 ], [ 1, 1, 12 ], [ 1, 1, 14 ], [ 1, 1, 16 ] ]|[ 6973827033311, 1313941673647, 18086444426742, 2790144403198, 14008664694983 ]|[ "d", "a", "dca", "dba", "dcba" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.115.1|5.16-14.0.2-2-2-2-2.115|5.16-14.0.2-2-2-2-2|16.14|16|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2O", "2A", "2M", "2B", "2J" ]|[115, 1]|[ 115, 1 ]|[ 1, 1 ]|[ [ 1, 1, 8 ], [ 1, 1, 9 ], [ 1, 1, 10 ], [ 1, 1, 12 ], [ 1, 1, 14 ] ]|[ 6973827033311, 1313941673647, 11219048427001, 20868791340113, 14008664694983 ]|[ "d", "a", "ca", "ba", "dcba" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.116.1|5.16-14.0.2-2-2-2-2.116|5.16-14.0.2-2-2-2-2|16.14|16|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2O", "2A", "2M", "2L", "2E" ]|[116, 1]|[ 116, 1 ]|[ 1, 1 ]|[ [ 1, 1, 4 ], [ 1, 1, 9 ], [ 1, 1, 10 ], [ 1, 1, 14 ], [ 1, 1, 16 ] ]|[ 6973827033311, 1313941673647, 11219048427001, 2790144403198, 9744239226648 ]|[ "d", "a", "ca", "dba", "cba" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.117.1|5.16-14.0.2-2-2-2-2.117|5.16-14.0.2-2-2-2-2|16.14|16|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2O", "2D", "2C", "2A", "2I" ]|[117, 1]|[ 117, 1 ]|[ 1, 1 ]|[ [ 1, 1, 6 ], [ 1, 1, 12 ], [ 1, 1, 13 ], [ 1, 1, 14 ], [ 1, 1, 16 ] ]|[ 6973827033311, 19554850402558, 8442751604695, 1313941673647, 18086444426742 ]|[ "d", "b", "cb", "a", "dca" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.16-14.0.2-2-2-2-2.118.1|5.16-14.0.2-2-2-2-2.118|5.16-14.0.2-2-2-2-2|16.14|16|[0, 2, 2, 2, 2, 2]|0|5|2|[ "2O", "2D", "2C", "2B", "2J" ]|[118, 1]|[ 118, 1 ]|[ 1, 1 ]|[ [ 1, 1, 5 ], [ 1, 1, 6 ], [ 1, 1, 8 ], [ 1, 1, 12 ], [ 1, 1, 14 ] ]|[ 6973827033311, 19554850402558, 8442751604695, 20868791340113, 14008664694983 ]|[ "d", "b", "cb", "ba", "dcba" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
