genus|total_label|passport_label|label|group|group_order|signature|g0|r|dim|con|cc|braid|topological|jacobian_decomp|gen_vector|connected_genvec|hyperelliptic|hyp_involution|eqn|cyclic_trigonal|cinv|full_label|full_auto|signH
smallint|text|text|text|text|integer|integer[]|smallint|smallint|smallint|text|integer[]|integer[]|integer[]|jsonb|integer[]|text[]|boolean|integer|jsonb|boolean|integer|text|text|text

5|5.2-1.0.2-2-2-2-2-2-2-2-2-2-2-2.1.1|5.2-1.0.2-2-2-2-2-2-2-2-2-2-2-2.1|5.2-1.0.2-2-2-2-2-2-2-2-2-2-2-2|2.1|2|[0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]|0|12|9|[ "2A", "2A", "2A", "2A", "2A", "2A", "2A", "2A", "2A", "2A", "2A", "2A" ]|[1, 1]|[ 1, 1 ]|[ 1, 1 ]|[ [ 5, 1, 2 ] ]|[ 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1 ]|[ "a", "a", "a", "a", "a", "a", "a", "a", "a", "a", "a", "a" ]|True|1|[ "y^2=x(x^{10}+a_{1}x^{9}+a_{2}x^{8}+a_{3}x^{7}+a_{4}x^{6}+a_{5}x^{5}+a_{6}x^{4}+a_{7}x^{3}+a_{8}x^{2}+a_{9}x + 1)" ]|False|NULL|NULL|NULL|NULL
5|5.3-1.0.3-3-3-3-3-3-3.1.1|5.3-1.0.3-3-3-3-3-3-3.1|5.3-1.0.3-3-3-3-3-3-3|3.1|3|[0, 3, 3, 3, 3, 3, 3, 3]|0|7|4|[ "3A-1", "3A-1", "3A1", "3A1", "3A1", "3A1", "3A1" ]|[1, 1]|[ 1, 1 ]|[ 1, 1 ]|[ [ 5, 1, 2 ] ]|[ 3, 3, 4, 4, 4, 4, 4 ]|[ "a", "a", "a^2", "a^2", "a^2", "a^2", "a^2" ]|False|NULL|NULL|True|3|NULL|NULL|NULL
5|5.3-1.0.3-3-3-3-3-3-3.2.1|5.3-1.0.3-3-3-3-3-3-3.2|5.3-1.0.3-3-3-3-3-3-3|3.1|3|[0, 3, 3, 3, 3, 3, 3, 3]|0|7|4|[ "3A-1", "3A-1", "3A-1", "3A-1", "3A-1", "3A1", "3A1" ]|[2, 1]|[ 2, 1 ]|[ 1, 1 ]|[ [ 5, 1, 2 ] ]|[ 3, 3, 3, 3, 3, 4, 4 ]|[ "a", "a", "a", "a", "a", "a^2", "a^2" ]|False|NULL|NULL|True|3|NULL|NULL|NULL
5|5.4-1.0.2-2-4-4-4-4.1.1|5.4-1.0.2-2-4-4-4-4.1|5.4-1.0.2-2-4-4-4-4|4.1|4|[0, 2, 2, 4, 4, 4, 4]|0|6|3|[ "2A", "2A", "4A1", "4A1", "4A1", "4A1" ]|[1, 1]|[ 1, 1 ]|[ 1, 1 ]|[ [ 4, 1, 2 ], [ 1, 1, 3 ] ]|[ 16, 16, 9, 9, 9, 9 ]|[ "a^-2", "a^-2", "a", "a", "a", "a" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.4-1.0.2-2-4-4-4-4.2.1|5.4-1.0.2-2-4-4-4-4.2|5.4-1.0.2-2-4-4-4-4|4.1|4|[0, 2, 2, 4, 4, 4, 4]|0|6|3|[ "2A", "2A", "4A1", "4A1", "4A-1", "4A-1" ]|[2, 1]|[ 2, 1 ]|[ 2, 1 ]|[ [ 4, 1, 2 ], [ 1, 1, 3 ] ]|[ 16, 16, 9, 9, 18, 18 ]|[ "a^-2", "a^-2", "a", "a", "a^-1", "a^-1" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.4-1.0.2-2-4-4-4-4.3.1|5.4-1.0.2-2-4-4-4-4.3|5.4-1.0.2-2-4-4-4-4|4.1|4|[0, 2, 2, 4, 4, 4, 4]|0|6|3|[ "2A", "2A", "4A-1", "4A-1", "4A-1", "4A-1" ]|[3, 1]|[ 3, 1 ]|[ 1, 1 ]|[ [ 4, 1, 2 ], [ 1, 1, 3 ] ]|[ 16, 16, 18, 18, 18, 18 ]|[ "a^-2", "a^-2", "a^-1", "a^-1", "a^-1", "a^-1" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.4-1.0.2-2-2-2-2-4-4.1.1|5.4-1.0.2-2-2-2-2-4-4.1|5.4-1.0.2-2-2-2-2-4-4|4.1|4|[0, 2, 2, 2, 2, 2, 4, 4]|0|7|4|[ "2A", "2A", "2A", "2A", "2A", "4A1", "4A1" ]|[1, 1]|[ 1, 1 ]|[ 1, 1 ]|[ [ 5, 1, 2 ] ]|[ 16, 16, 16, 16, 16, 9, 9 ]|[ "a^-2", "a^-2", "a^-2", "a^-2", "a^-2", "a", "a" ]|True|16|[ "y^2=x(x^{10}+a_{1}x^{8}+a_{2}x^{6}+a_{3}x^{4}+a_{4}x^{2}+1)" ]|False|NULL|NULL|NULL|NULL
5|5.4-1.0.2-2-2-2-2-4-4.2.1|5.4-1.0.2-2-2-2-2-4-4.2|5.4-1.0.2-2-2-2-2-4-4|4.1|4|[0, 2, 2, 2, 2, 2, 4, 4]|0|7|4|[ "2A", "2A", "2A", "2A", "2A", "4A-1", "4A-1" ]|[2, 1]|[ 2, 1 ]|[ 1, 1 ]|[ [ 5, 1, 2 ] ]|[ 16, 16, 16, 16, 16, 18, 18 ]|[ "a^-2", "a^-2", "a^-2", "a^-2", "a^-2", "a^-1", "a^-1" ]|True|16|[ "y^2=x(x^{10}+a_{1}x^{8}+a_{2}x^{6}+a_{3}x^{4}+a_{4}x^{2}+1)" ]|False|NULL|NULL|NULL|NULL
5|5.4-2.0.2-2-2-2-2-2-2-2.1.1|5.4-2.0.2-2-2-2-2-2-2-2.1|5.4-2.0.2-2-2-2-2-2-2-2|4.2|4|[0, 2, 2, 2, 2, 2, 2, 2, 2]|0|8|5|[ "2A", "2A", "2A", "2A", "2A", "2A", "2B", "2B" ]|[1, 1]|[ 1, 1 ]|[ 1, 1 ]|[ [ 3, 1, 3 ], [ 2, 1, 4 ] ]|[ 23, 23, 23, 23, 23, 23, 16, 16 ]|[ "a", "a", "a", "a", "a", "a", "ba", "ba" ]|True|23|[ "y^2=x^{12}+a_{1}x^{10}+a_{2}x^{8}+a_{3}x^{6}+a_{4}x^{4}+a_{5}x^{2}+1", "y^2=x(x^2+a_{1}x+1)(x^2+a_{2}x+1)(x^2+a_{3}x+1)(x^2+a_{4}x+1)(x^2+a_{5}x+1)" ]|False|NULL|NULL|NULL|NULL
5|5.4-2.0.2-2-2-2-2-2-2-2.2.1|5.4-2.0.2-2-2-2-2-2-2-2.2|5.4-2.0.2-2-2-2-2-2-2-2|4.2|4|[0, 2, 2, 2, 2, 2, 2, 2, 2]|0|8|5|[ "2A", "2A", "2A", "2A", "2B", "2B", "2B", "2B" ]|[2, 1]|[ 2, 1 ]|[ 2, 1 ]|[ [ 1, 1, 2 ], [ 3, 1, 3 ], [ 1, 1, 4 ] ]|[ 23, 23, 23, 23, 16, 16, 16, 16 ]|[ "a", "a", "a", "a", "ba", "ba", "ba", "ba" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.4-2.0.2-2-2-2-2-2-2-2.3.1|5.4-2.0.2-2-2-2-2-2-2-2.3|5.4-2.0.2-2-2-2-2-2-2-2|4.2|4|[0, 2, 2, 2, 2, 2, 2, 2, 2]|0|8|5|[ "2A", "2A", "2B", "2B", "2B", "2B", "2B", "2B" ]|[3, 1]|[ 3, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 3, 1, 3 ] ]|[ 23, 23, 16, 16, 16, 16, 16, 16 ]|[ "a", "a", "ba", "ba", "ba", "ba", "ba", "ba" ]|True|16|[ "y^2=x^{12}+a_{1}x^{10}+a_{2}x^{8}+a_{3}x^{6}+a_{4}x^{4}+a_{5}x^{2}+1", "y^2=x(x^2+a_{1}x+1)(x^2+a_{2}x+1)(x^2+a_{3}x+1)(x^2+a_{4}x+1)(x^2+a_{5}x+1)" ]|False|NULL|NULL|NULL|NULL
5|5.4-2.0.2-2-2-2-2-2-2-2.4.1|5.4-2.0.2-2-2-2-2-2-2-2.4|5.4-2.0.2-2-2-2-2-2-2-2|4.2|4|[0, 2, 2, 2, 2, 2, 2, 2, 2]|0|8|5|[ "2C", "2C", "2A", "2A", "2A", "2A", "2A", "2A" ]|[4, 1]|[ 4, 1 ]|[ 1, 1 ]|[ [ 2, 1, 3 ], [ 3, 1, 4 ] ]|[ 7, 7, 23, 23, 23, 23, 23, 23 ]|[ "b", "b", "a", "a", "a", "a", "a", "a" ]|True|23|[ "y^2=x^{12}+a_{1}x^{10}+a_{2}x^{8}+a_{3}x^{6}+a_{4}x^{4}+a_{5}x^{2}+1", "y^2=x(x^2+a_{1}x+1)(x^2+a_{2}x+1)(x^2+a_{3}x+1)(x^2+a_{4}x+1)(x^2+a_{5}x+1)" ]|False|NULL|NULL|NULL|NULL
5|5.4-2.0.2-2-2-2-2-2-2-2.5.1|5.4-2.0.2-2-2-2-2-2-2-2.5|5.4-2.0.2-2-2-2-2-2-2-2|4.2|4|[0, 2, 2, 2, 2, 2, 2, 2, 2]|0|8|5|[ "2C", "2C", "2A", "2A", "2A", "2A", "2B", "2B" ]|[5, 1]|[ 5, 1 ]|[ 5, 1 ]|[ [ 1, 1, 2 ], [ 2, 1, 3 ], [ 2, 1, 4 ] ]|[ 7, 7, 23, 23, 23, 23, 16, 16 ]|[ "b", "b", "a", "a", "a", "a", "ba", "ba" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.4-2.0.2-2-2-2-2-2-2-2.6.1|5.4-2.0.2-2-2-2-2-2-2-2.6|5.4-2.0.2-2-2-2-2-2-2-2|4.2|4|[0, 2, 2, 2, 2, 2, 2, 2, 2]|0|8|5|[ "2C", "2C", "2A", "2A", "2B", "2B", "2B", "2B" ]|[6, 1]|[ 6, 1 ]|[ 5, 1 ]|[ [ 2, 1, 2 ], [ 2, 1, 3 ], [ 1, 1, 4 ] ]|[ 7, 7, 23, 23, 16, 16, 16, 16 ]|[ "b", "b", "a", "a", "ba", "ba", "ba", "ba" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.4-2.0.2-2-2-2-2-2-2-2.7.1|5.4-2.0.2-2-2-2-2-2-2-2.7|5.4-2.0.2-2-2-2-2-2-2-2|4.2|4|[0, 2, 2, 2, 2, 2, 2, 2, 2]|0|8|5|[ "2C", "2C", "2B", "2B", "2B", "2B", "2B", "2B" ]|[7, 1]|[ 7, 1 ]|[ 1, 1 ]|[ [ 3, 1, 2 ], [ 2, 1, 3 ] ]|[ 7, 7, 16, 16, 16, 16, 16, 16 ]|[ "b", "b", "ba", "ba", "ba", "ba", "ba", "ba" ]|True|16|[ "y^2=x^{12}+a_{1}x^{10}+a_{2}x^{8}+a_{3}x^{6}+a_{4}x^{4}+a_{5}x^{2}+1", "y^2=x(x^2+a_{1}x+1)(x^2+a_{2}x+1)(x^2+a_{3}x+1)(x^2+a_{4}x+1)(x^2+a_{5}x+1)" ]|False|NULL|NULL|NULL|NULL
5|5.4-2.0.2-2-2-2-2-2-2-2.8.1|5.4-2.0.2-2-2-2-2-2-2-2.8|5.4-2.0.2-2-2-2-2-2-2-2|4.2|4|[0, 2, 2, 2, 2, 2, 2, 2, 2]|0|8|5|[ "2C", "2C", "2C", "2C", "2A", "2A", "2A", "2A" ]|[8, 1]|[ 8, 1 ]|[ 2, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 3 ], [ 3, 1, 4 ] ]|[ 7, 7, 7, 7, 23, 23, 23, 23 ]|[ "b", "b", "b", "b", "a", "a", "a", "a" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.4-2.0.2-2-2-2-2-2-2-2.9.1|5.4-2.0.2-2-2-2-2-2-2-2.9|5.4-2.0.2-2-2-2-2-2-2-2|4.2|4|[0, 2, 2, 2, 2, 2, 2, 2, 2]|0|8|5|[ "2C", "2C", "2C", "2C", "2A", "2A", "2B", "2B" ]|[9, 1]|[ 9, 1 ]|[ 5, 1 ]|[ [ 2, 1, 2 ], [ 1, 1, 3 ], [ 2, 1, 4 ] ]|[ 7, 7, 7, 7, 23, 23, 16, 16 ]|[ "b", "b", "b", "b", "a", "a", "ba", "ba" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.4-2.0.2-2-2-2-2-2-2-2.10.1|5.4-2.0.2-2-2-2-2-2-2-2.10|5.4-2.0.2-2-2-2-2-2-2-2|4.2|4|[0, 2, 2, 2, 2, 2, 2, 2, 2]|0|8|5|[ "2C", "2C", "2C", "2C", "2B", "2B", "2B", "2B" ]|[10, 1]|[ 10, 1 ]|[ 2, 1 ]|[ [ 3, 1, 2 ], [ 1, 1, 3 ], [ 1, 1, 4 ] ]|[ 7, 7, 7, 7, 16, 16, 16, 16 ]|[ "b", "b", "b", "b", "ba", "ba", "ba", "ba" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.4-2.0.2-2-2-2-2-2-2-2.11.1|5.4-2.0.2-2-2-2-2-2-2-2.11|5.4-2.0.2-2-2-2-2-2-2-2|4.2|4|[0, 2, 2, 2, 2, 2, 2, 2, 2]|0|8|5|[ "2C", "2C", "2C", "2C", "2C", "2C", "2A", "2A" ]|[11, 1]|[ 11, 1 ]|[ 1, 1 ]|[ [ 2, 1, 2 ], [ 3, 1, 4 ] ]|[ 7, 7, 7, 7, 7, 7, 23, 23 ]|[ "b", "b", "b", "b", "b", "b", "a", "a" ]|True|7|[ "y^2=x^{12}+a_{1}x^{10}+a_{2}x^{8}+a_{3}x^{6}+a_{4}x^{4}+a_{5}x^{2}+1", "y^2=x(x^2+a_{1}x+1)(x^2+a_{2}x+1)(x^2+a_{3}x+1)(x^2+a_{4}x+1)(x^2+a_{5}x+1)" ]|False|NULL|NULL|NULL|NULL
5|5.4-2.0.2-2-2-2-2-2-2-2.12.1|5.4-2.0.2-2-2-2-2-2-2-2.12|5.4-2.0.2-2-2-2-2-2-2-2|4.2|4|[0, 2, 2, 2, 2, 2, 2, 2, 2]|0|8|5|[ "2C", "2C", "2C", "2C", "2C", "2C", "2B", "2B" ]|[12, 1]|[ 12, 1 ]|[ 1, 1 ]|[ [ 3, 1, 2 ], [ 2, 1, 4 ] ]|[ 7, 7, 7, 7, 7, 7, 16, 16 ]|[ "b", "b", "b", "b", "b", "b", "ba", "ba" ]|True|7|[ "y^2=x^{12}+a_{1}x^{10}+a_{2}x^{8}+a_{3}x^{6}+a_{4}x^{4}+a_{5}x^{2}+1", "y^2=x(x^2+a_{1}x+1)(x^2+a_{2}x+1)(x^2+a_{3}x+1)(x^2+a_{4}x+1)(x^2+a_{5}x+1)" ]|False|NULL|NULL|NULL|NULL
5|5.6-2.0.2-3-3-3-6.1.1|5.6-2.0.2-3-3-3-6.1|5.6-2.0.2-3-3-3-6|6.2|6|[0, 2, 3, 3, 3, 6]|0|5|2|[ "2A", "3A1", "3A1", "3A-1", "6A1" ]|[1, 1]|[ 1, 1 ]|[ 1, 1 ]|[ [ 2, 1, 3 ], [ 3, 1, 4 ] ]|[ 450, 304, 304, 576, 153 ]|[ "a^3", "a^4", "a^4", "a^2", "a^5" ]|False|NULL|NULL|True|304|NULL|NULL|NULL
5|5.6-2.0.2-3-3-3-6.2.1|5.6-2.0.2-3-3-3-6.2|5.6-2.0.2-3-3-3-6|6.2|6|[0, 2, 3, 3, 3, 6]|0|5|2|[ "2A", "3A1", "3A-1", "3A-1", "6A-1" ]|[2, 1]|[ 2, 1 ]|[ 1, 1 ]|[ [ 2, 1, 3 ], [ 3, 1, 4 ] ]|[ 450, 304, 576, 576, 600 ]|[ "a^3", "a^4", "a^2", "a^2", "a" ]|False|NULL|NULL|True|304|NULL|NULL|NULL
5|5.6-2.0.2-2-3-6-6.1.1|5.6-2.0.2-2-3-6-6.1|5.6-2.0.2-2-3-6-6|6.2|6|[0, 2, 2, 3, 6, 6]|0|5|2|[ "2A", "2A", "3A1", "6A-1", "6A-1" ]|[1, 1]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 3 ], [ 3, 1, 4 ] ]|[ 450, 450, 304, 600, 600 ]|[ "a^3", "a^3", "a^4", "a", "a" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.6-2.0.2-2-3-6-6.2.1|5.6-2.0.2-2-3-6-6.2|5.6-2.0.2-2-3-6-6|6.2|6|[0, 2, 2, 3, 6, 6]|0|5|2|[ "2A", "2A", "3A-1", "6A1", "6A1" ]|[2, 1]|[ 2, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 1, 1, 3 ], [ 3, 1, 4 ] ]|[ 450, 450, 576, 153, 153 ]|[ "a^3", "a^3", "a^2", "a^5", "a^5" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.6-1.0.2-2-2-2-3-3.1.1|5.6-1.0.2-2-2-2-3-3.1|5.6-1.0.2-2-2-2-3-3|6.1|6|[0, 2, 2, 2, 2, 3, 3]|0|6|3|[ "2A", "2A", "2A", "2A", "3A", "3A" ]|[1, 1]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 2, 2, 3 ] ]|[ 2, 1, 1, 1, 4, 4 ]|[ "ba", "a", "a", "a", "b^2", "b^2" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.6-1.0.2-2-2-2-3-3.1.2|5.6-1.0.2-2-2-2-3-3.1|5.6-1.0.2-2-2-2-3-3|6.1|6|[0, 2, 2, 2, 2, 3, 3]|0|6|3|[ "2A", "2A", "2A", "2A", "3A", "3A" ]|[1, 2]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 2, 2, 3 ] ]|[ 2, 1, 1, 2, 3, 4 ]|[ "ba", "a", "a", "ba", "b", "b^2" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.6-1.0.2-2-2-2-3-3.1.3|5.6-1.0.2-2-2-2-3-3.1|5.6-1.0.2-2-2-2-3-3|6.1|6|[0, 2, 2, 2, 2, 3, 3]|0|6|3|[ "2A", "2A", "2A", "2A", "3A", "3A" ]|[1, 3]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 2, 2, 3 ] ]|[ 2, 1, 1, 2, 4, 3 ]|[ "ba", "a", "a", "ba", "b^2", "b" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.6-1.0.2-2-2-2-3-3.1.4|5.6-1.0.2-2-2-2-3-3.1|5.6-1.0.2-2-2-2-3-3|6.1|6|[0, 2, 2, 2, 2, 3, 3]|0|6|3|[ "2A", "2A", "2A", "2A", "3A", "3A" ]|[1, 4]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 2, 2, 3 ] ]|[ 2, 1, 1, 5, 3, 3 ]|[ "ba", "a", "a", "b^2a", "b", "b" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.6-1.0.2-2-2-2-3-3.1.5|5.6-1.0.2-2-2-2-3-3.1|5.6-1.0.2-2-2-2-3-3|6.1|6|[0, 2, 2, 2, 2, 3, 3]|0|6|3|[ "2A", "2A", "2A", "2A", "3A", "3A" ]|[1, 5]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 2, 2, 3 ] ]|[ 2, 1, 2, 1, 3, 3 ]|[ "ba", "a", "ba", "a", "b", "b" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.6-1.0.2-2-2-2-3-3.1.6|5.6-1.0.2-2-2-2-3-3.1|5.6-1.0.2-2-2-2-3-3|6.1|6|[0, 2, 2, 2, 2, 3, 3]|0|6|3|[ "2A", "2A", "2A", "2A", "3A", "3A" ]|[1, 6]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 2, 2, 3 ] ]|[ 2, 1, 2, 2, 4, 4 ]|[ "ba", "a", "ba", "ba", "b^2", "b^2" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.6-1.0.2-2-2-2-3-3.1.7|5.6-1.0.2-2-2-2-3-3.1|5.6-1.0.2-2-2-2-3-3|6.1|6|[0, 2, 2, 2, 2, 3, 3]|0|6|3|[ "2A", "2A", "2A", "2A", "3A", "3A" ]|[1, 7]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 2, 2, 3 ] ]|[ 2, 1, 2, 5, 3, 4 ]|[ "ba", "a", "ba", "b^2a", "b", "b^2" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.6-1.0.2-2-2-2-3-3.1.8|5.6-1.0.2-2-2-2-3-3.1|5.6-1.0.2-2-2-2-3-3|6.1|6|[0, 2, 2, 2, 2, 3, 3]|0|6|3|[ "2A", "2A", "2A", "2A", "3A", "3A" ]|[1, 8]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 2, 2, 3 ] ]|[ 2, 1, 2, 5, 4, 3 ]|[ "ba", "a", "ba", "b^2a", "b^2", "b" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.6-1.0.2-2-2-2-3-3.1.9|5.6-1.0.2-2-2-2-3-3.1|5.6-1.0.2-2-2-2-3-3|6.1|6|[0, 2, 2, 2, 2, 3, 3]|0|6|3|[ "2A", "2A", "2A", "2A", "3A", "3A" ]|[1, 9]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 2, 2, 3 ] ]|[ 2, 1, 5, 1, 3, 4 ]|[ "ba", "a", "b^2a", "a", "b", "b^2" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.6-1.0.2-2-2-2-3-3.1.10|5.6-1.0.2-2-2-2-3-3.1|5.6-1.0.2-2-2-2-3-3|6.1|6|[0, 2, 2, 2, 2, 3, 3]|0|6|3|[ "2A", "2A", "2A", "2A", "3A", "3A" ]|[1, 10]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 2, 2, 3 ] ]|[ 2, 1, 5, 1, 4, 3 ]|[ "ba", "a", "b^2a", "a", "b^2", "b" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.6-1.0.2-2-2-2-3-3.1.11|5.6-1.0.2-2-2-2-3-3.1|5.6-1.0.2-2-2-2-3-3|6.1|6|[0, 2, 2, 2, 2, 3, 3]|0|6|3|[ "2A", "2A", "2A", "2A", "3A", "3A" ]|[1, 11]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 2, 2, 3 ] ]|[ 2, 1, 5, 2, 3, 3 ]|[ "ba", "a", "b^2a", "ba", "b", "b" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.6-1.0.2-2-2-2-3-3.1.12|5.6-1.0.2-2-2-2-3-3.1|5.6-1.0.2-2-2-2-3-3|6.1|6|[0, 2, 2, 2, 2, 3, 3]|0|6|3|[ "2A", "2A", "2A", "2A", "3A", "3A" ]|[1, 12]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 2, 2, 3 ] ]|[ 2, 1, 5, 5, 4, 4 ]|[ "ba", "a", "b^2a", "b^2a", "b^2", "b^2" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.6-1.0.2-2-2-2-3-3.1.13|5.6-1.0.2-2-2-2-3-3.1|5.6-1.0.2-2-2-2-3-3|6.1|6|[0, 2, 2, 2, 2, 3, 3]|0|6|3|[ "2A", "2A", "2A", "2A", "3A", "3A" ]|[1, 13]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 2, 2, 3 ] ]|[ 2, 2, 1, 1, 3, 4 ]|[ "ba", "ba", "a", "a", "b", "b^2" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.6-1.0.2-2-2-2-3-3.1.14|5.6-1.0.2-2-2-2-3-3.1|5.6-1.0.2-2-2-2-3-3|6.1|6|[0, 2, 2, 2, 2, 3, 3]|0|6|3|[ "2A", "2A", "2A", "2A", "3A", "3A" ]|[1, 14]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 2, 2, 3 ] ]|[ 2, 2, 1, 1, 4, 3 ]|[ "ba", "ba", "a", "a", "b^2", "b" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.6-1.0.2-2-2-2-3-3.1.15|5.6-1.0.2-2-2-2-3-3.1|5.6-1.0.2-2-2-2-3-3|6.1|6|[0, 2, 2, 2, 2, 3, 3]|0|6|3|[ "2A", "2A", "2A", "2A", "3A", "3A" ]|[1, 15]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 2, 2, 3 ] ]|[ 2, 2, 1, 2, 3, 3 ]|[ "ba", "ba", "a", "ba", "b", "b" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.6-1.0.2-2-2-2-3-3.1.16|5.6-1.0.2-2-2-2-3-3.1|5.6-1.0.2-2-2-2-3-3|6.1|6|[0, 2, 2, 2, 2, 3, 3]|0|6|3|[ "2A", "2A", "2A", "2A", "3A", "3A" ]|[1, 16]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 2, 2, 3 ] ]|[ 2, 2, 1, 5, 4, 4 ]|[ "ba", "ba", "a", "b^2a", "b^2", "b^2" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.6-1.0.2-2-2-2-3-3.1.17|5.6-1.0.2-2-2-2-3-3.1|5.6-1.0.2-2-2-2-3-3|6.1|6|[0, 2, 2, 2, 2, 3, 3]|0|6|3|[ "2A", "2A", "2A", "2A", "3A", "3A" ]|[1, 17]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 2, 2, 3 ] ]|[ 2, 2, 2, 1, 4, 4 ]|[ "ba", "ba", "ba", "a", "b^2", "b^2" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.6-1.0.2-2-2-2-3-3.1.18|5.6-1.0.2-2-2-2-3-3.1|5.6-1.0.2-2-2-2-3-3|6.1|6|[0, 2, 2, 2, 2, 3, 3]|0|6|3|[ "2A", "2A", "2A", "2A", "3A", "3A" ]|[1, 18]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 2, 2, 3 ] ]|[ 2, 2, 2, 2, 3, 4 ]|[ "ba", "ba", "ba", "ba", "b", "b^2" ]|False|NULL|NULL|False|NULL|NULL|NULL|NULL
5|5.6-2.0.2-2-2-2-3-3.1.1|5.6-2.0.2-2-2-2-3-3.1|5.6-2.0.2-2-2-2-3-3|6.2|6|[0, 2, 2, 2, 2, 3, 3]|0|6|3|[ "2A", "2A", "2A", "2A", "3A1", "3A-1" ]|[1, 1]|[ 1, 1 ]|[ 1, 1 ]|[ [ 1, 1, 2 ], [ 4, 1, 4 ] ]|[ 450, 450, 450, 450, 304, 576 ]|[ "a^3", "a^3", "a^3", "a^3", "a^4", "a^2" ]|True|450|[ "y^2=x^{12}+a_{1}x^{9}+a_{2}x^{6}+a_{3}x^{3}+1" ]|False|NULL|NULL|NULL|NULL
