total_label|passport_label|con|con_label|connected_genvec
3.6-1.0.2.2.2.2.3.1.1|3.6-1.0.2.2.2.2.3.1|[ 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 3A ]|[ a, a, a, ba, b^2 ]
3.6-1.0.2.2.2.2.3.1.2|3.6-1.0.2.2.2.2.3.1|[ 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 3A ]|[ a, a, ba, a, b ]
3.6-1.0.2.2.2.2.3.1.3|3.6-1.0.2.2.2.2.3.1|[ 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 3A ]|[ a, a, ba, b^2a, b^2 ]
3.6-1.0.2.2.2.2.3.1.4|3.6-1.0.2.2.2.2.3.1|[ 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 3A ]|[ a, ba, a, a, b^2 ]
3.6-1.0.2.2.2.2.3.1.5|3.6-1.0.2.2.2.2.3.1|[ 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 3A ]|[ a, ba, a, ba, b ]
3.6-1.0.2.2.2.2.3.1.6|3.6-1.0.2.2.2.2.3.1|[ 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 3A ]|[ a, ba, ba, ba, b^2 ]
3.6-1.0.2.2.2.2.3.1.7|3.6-1.0.2.2.2.2.3.1|[ 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 3A ]|[ a, ba, ba, b^2a, b ]
3.6-1.0.2.2.2.2.3.1.8|3.6-1.0.2.2.2.2.3.1|[ 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 3A ]|[ a, ba, b^2a, a, b ]
3.6-1.0.2.2.2.2.3.1.9|3.6-1.0.2.2.2.2.3.1|[ 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 3A ]|[ a, ba, b^2a, b^2a, b^2 ]
3.7-1.0.7.7.7.1.1|3.7-1.0.7.7.7.1|[ 2, 2, 6 ]|[ 7A-1, 7A-1, 7A-2 ]|[ a, a, a^5 ]
3.7-1.0.7.7.7.2.1|3.7-1.0.7.7.7.2|[ 2, 3, 5 ]|[ 7A-1, 7A2, 7A-3 ]|[ a, a^2, a^4 ]
3.7-1.0.7.7.7.3.1|3.7-1.0.7.7.7.3|[ 2, 4, 4 ]|[ 7A-1, 7A3, 7A3 ]|[ a, a^3, a^3 ]
3.7-1.0.7.7.7.4.1|3.7-1.0.7.7.7.4|[ 3, 7, 7 ]|[ 7A2, 7A1, 7A1 ]|[ a^2, a^6, a^6 ]
3.7-1.0.7.7.7.5.1|3.7-1.0.7.7.7.5|[ 3, 3, 4 ]|[ 7A2, 7A2, 7A3 ]|[ a^2, a^2, a^3 ]
3.7-1.0.7.7.7.6.1|3.7-1.0.7.7.7.6|[ 4, 6, 7 ]|[ 7A3, 7A-2, 7A1 ]|[ a^3, a^5, a^6 ]
3.7-1.0.7.7.7.7.1|3.7-1.0.7.7.7.7|[ 5, 6, 6 ]|[ 7A-3, 7A-2, 7A-2 ]|[ a^4, a^5, a^5 ]
3.7-1.0.7.7.7.8.1|3.7-1.0.7.7.7.8|[ 5, 5, 7 ]|[ 7A-3, 7A-3, 7A1 ]|[ a^4, a^4, a^6 ]
3.8-1.0.4.8.8.1.1|3.8-1.0.4.8.8.1|[ 3, 6, 6 ]|[ 4A1, 8A1, 8A1 ]|[ a^2, a^3, a^3 ]
3.8-1.0.4.8.8.2.1|3.8-1.0.4.8.8.2|[ 3, 5, 7 ]|[ 4A1, 8A3, 8A-1 ]|[ a^2, a, a^-3 ]
3.8-1.0.4.8.8.3.1|3.8-1.0.4.8.8.3|[ 3, 8, 8 ]|[ 4A1, 8A-3, 8A-3 ]|[ a^2, a^-1, a^-1 ]
3.8-1.0.4.8.8.4.1|3.8-1.0.4.8.8.4|[ 4, 6, 8 ]|[ 4A-1, 8A1, 8A-3 ]|[ a^-2, a^3, a^-1 ]
3.8-1.0.4.8.8.5.1|3.8-1.0.4.8.8.5|[ 4, 7, 7 ]|[ 4A-1, 8A-1, 8A-1 ]|[ a^-2, a^-3, a^-3 ]
3.8-1.0.4.8.8.6.1|3.8-1.0.4.8.8.6|[ 4, 5, 5 ]|[ 4A-1, 8A3, 8A3 ]|[ a^-2, a, a ]
3.8-2.0.2.2.4.4.1.1|3.8-2.0.2.2.4.4.1|[ 2, 3, 5, 7 ]|[ 2A, 2B, 4A-1, 4A1 ]|[ b^-2, a, b, ba ]
3.8-2.0.2.2.4.4.2.1|3.8-2.0.2.2.4.4.2|[ 2, 3, 6, 8 ]|[ 2A, 2B, 4B1, 4B-1 ]|[ b^-2, a, b^-1, b^-1a ]
3.8-2.0.2.2.4.4.3.1|3.8-2.0.2.2.4.4.3|[ 2, 4, 5, 8 ]|[ 2A, 2C, 4A-1, 4B-1 ]|[ b^-2, b^-2a, b, b^-1a ]
3.8-2.0.2.2.4.4.4.1|3.8-2.0.2.2.4.4.4|[ 2, 4, 6, 7 ]|[ 2A, 2C, 4B1, 4A1 ]|[ b^-2, b^-2a, b^-1, ba ]
3.8-2.0.2.2.4.4.5.1|3.8-2.0.2.2.4.4.5|[ 3, 3, 7, 8 ]|[ 2B, 2B, 4A1, 4B-1 ]|[ a, a, ba, b^-1a ]
3.8-2.0.2.2.4.4.6.1|3.8-2.0.2.2.4.4.6|[ 3, 3, 5, 6 ]|[ 2B, 2B, 4A-1, 4B1 ]|[ a, a, b, b^-1 ]
3.8-2.0.2.2.4.4.7.1|3.8-2.0.2.2.4.4.7|[ 3, 4, 7, 7 ]|[ 2B, 2C, 4A1, 4A1 ]|[ a, b^-2a, ba, ba ]
3.8-2.0.2.2.4.4.8.1|3.8-2.0.2.2.4.4.8|[ 3, 4, 5, 5 ]|[ 2B, 2C, 4A-1, 4A-1 ]|[ a, b^-2a, b, b ]
3.8-2.0.2.2.4.4.9.1|3.8-2.0.2.2.4.4.9|[ 3, 4, 6, 6 ]|[ 2B, 2C, 4B1, 4B1 ]|[ a, b^-2a, b^-1, b^-1 ]
3.8-2.0.2.2.4.4.10.1|3.8-2.0.2.2.4.4.10|[ 3, 4, 8, 8 ]|[ 2B, 2C, 4B-1, 4B-1 ]|[ a, b^-2a, b^-1a, b^-1a ]
3.8-2.0.2.2.4.4.11.1|3.8-2.0.2.2.4.4.11|[ 4, 4, 7, 8 ]|[ 2C, 2C, 4A1, 4B-1 ]|[ b^-2a, b^-2a, ba, b^-1a ]
3.8-2.0.2.2.4.4.12.1|3.8-2.0.2.2.4.4.12|[ 4, 4, 5, 6 ]|[ 2C, 2C, 4A-1, 4B1 ]|[ b^-2a, b^-2a, b, b^-1 ]
3.8-3.0.2.2.4.4.1.1|3.8-3.0.2.2.4.4.1|[ 3, 3, 5, 5 ]|[ 2B, 2B, 4A, 4A ]|[ a, a, b, b^-1 ]
3.8-3.0.2.2.4.4.1.2|3.8-3.0.2.2.4.4.1|[ 3, 3, 5, 5 ]|[ 2B, 2B, 4A, 4A ]|[ a, b^-2a, b, b ]
3.8-3.0.2.2.4.4.2.1|3.8-3.0.2.2.4.4.2|[ 4, 4, 5, 5 ]|[ 2C, 2C, 4A, 4A ]|[ b^-1a, ba, b, b ]
3.8-3.0.2.2.4.4.2.2|3.8-3.0.2.2.4.4.2|[ 4, 4, 5, 5 ]|[ 2C, 2C, 4A, 4A ]|[ b^-1a, b^-1a, b, b^-1 ]
3.8-3.0.2.2.2.2.2.1.1|3.8-3.0.2.2.2.2.2.1|[ 2, 3, 3, 4, 4 ]|[ 2A, 2B, 2B, 2C, 2C ]|[ b^-2, a, a, b^-1a, ba ]
3.8-3.0.2.2.2.2.2.1.2|3.8-3.0.2.2.2.2.2.1|[ 2, 3, 3, 4, 4 ]|[ 2A, 2B, 2B, 2C, 2C ]|[ b^-2, a, b^-2a, b^-1a, b^-1a ]
3.8-5.0.2.2.2.2.2.1.1|3.8-5.0.2.2.2.2.2.1|[ 4, 6, 7, 8, 8 ]|[ 2C, 2A, 2B, 2F, 2F ]|[ cb, ca, ba, cba, cba ]
3.8-5.0.2.2.2.2.2.2.1|3.8-5.0.2.2.2.2.2.2|[ 4, 5, 6, 6, 8 ]|[ 2C, 2E, 2A, 2A, 2F ]|[ cb, a, ca, ca, cba ]
3.8-5.0.2.2.2.2.2.3.1|3.8-5.0.2.2.2.2.2.3|[ 4, 5, 7, 7, 8 ]|[ 2C, 2E, 2B, 2B, 2F ]|[ cb, a, ba, ba, cba ]
3.8-5.0.2.2.2.2.2.4.1|3.8-5.0.2.2.2.2.2.4|[ 4, 5, 5, 6, 7 ]|[ 2C, 2E, 2E, 2A, 2B ]|[ cb, a, a, ca, ba ]
3.8-5.0.2.2.2.2.2.5.1|3.8-5.0.2.2.2.2.2.5|[ 3, 6, 7, 7, 8 ]|[ 2D, 2A, 2B, 2B, 2F ]|[ b, ca, ba, ba, cba ]
3.8-5.0.2.2.2.2.2.6.1|3.8-5.0.2.2.2.2.2.6|[ 3, 4, 4, 6, 8 ]|[ 2D, 2C, 2C, 2A, 2F ]|[ b, cb, cb, ca, cba ]
3.8-5.0.2.2.2.2.2.7.1|3.8-5.0.2.2.2.2.2.7|[ 3, 4, 4, 5, 7 ]|[ 2D, 2C, 2C, 2E, 2B ]|[ b, cb, cb, a, ba ]
3.8-5.0.2.2.2.2.2.8.1|3.8-5.0.2.2.2.2.2.8|[ 3, 3, 4, 6, 7 ]|[ 2D, 2D, 2C, 2A, 2B ]|[ b, b, cb, ca, ba ]
3.8-5.0.2.2.2.2.2.9.1|3.8-5.0.2.2.2.2.2.9|[ 3, 3, 4, 5, 8 ]|[ 2D, 2D, 2C, 2E, 2F ]|[ b, b, cb, a, cba ]
3.8-5.0.2.2.2.2.2.10.1|3.8-5.0.2.2.2.2.2.10|[ 3, 5, 6, 6, 7 ]|[ 2D, 2E, 2A, 2A, 2B ]|[ b, a, ca, ca, ba ]
3.8-5.0.2.2.2.2.2.11.1|3.8-5.0.2.2.2.2.2.11|[ 3, 5, 7, 8, 8 ]|[ 2D, 2E, 2B, 2F, 2F ]|[ b, a, ba, cba, cba ]
3.8-5.0.2.2.2.2.2.12.1|3.8-5.0.2.2.2.2.2.12|[ 3, 5, 5, 6, 8 ]|[ 2D, 2E, 2E, 2A, 2F ]|[ b, a, a, ca, cba ]
3.8-5.0.2.2.2.2.2.13.1|3.8-5.0.2.2.2.2.2.13|[ 2, 6, 6, 7, 8 ]|[ 2G, 2A, 2A, 2B, 2F ]|[ c, ca, ca, ba, cba ]
3.8-5.0.2.2.2.2.2.14.1|3.8-5.0.2.2.2.2.2.14|[ 2, 4, 4, 7, 8 ]|[ 2G, 2C, 2C, 2B, 2F ]|[ c, cb, cb, ba, cba ]
3.8-5.0.2.2.2.2.2.15.1|3.8-5.0.2.2.2.2.2.15|[ 2, 4, 4, 5, 6 ]|[ 2G, 2C, 2C, 2E, 2A ]|[ c, cb, cb, a, ca ]
3.8-5.0.2.2.2.2.2.16.1|3.8-5.0.2.2.2.2.2.16|[ 2, 3, 4, 6, 6 ]|[ 2G, 2D, 2C, 2A, 2A ]|[ c, b, cb, ca, ca ]
3.8-5.0.2.2.2.2.2.17.1|3.8-5.0.2.2.2.2.2.17|[ 2, 3, 4, 7, 7 ]|[ 2G, 2D, 2C, 2B, 2B ]|[ c, b, cb, ba, ba ]
3.8-5.0.2.2.2.2.2.18.1|3.8-5.0.2.2.2.2.2.18|[ 2, 3, 4, 5, 5 ]|[ 2G, 2D, 2C, 2E, 2E ]|[ c, b, cb, a, a ]
3.8-5.0.2.2.2.2.2.19.1|3.8-5.0.2.2.2.2.2.19|[ 2, 3, 4, 8, 8 ]|[ 2G, 2D, 2C, 2F, 2F ]|[ c, b, cb, cba, cba ]
3.8-5.0.2.2.2.2.2.20.1|3.8-5.0.2.2.2.2.2.20|[ 2, 3, 3, 7, 8 ]|[ 2G, 2D, 2D, 2B, 2F ]|[ c, b, b, ba, cba ]
3.8-5.0.2.2.2.2.2.21.1|3.8-5.0.2.2.2.2.2.21|[ 2, 3, 3, 5, 6 ]|[ 2G, 2D, 2D, 2E, 2A ]|[ c, b, b, a, ca ]
3.8-5.0.2.2.2.2.2.22.1|3.8-5.0.2.2.2.2.2.22|[ 2, 5, 6, 7, 7 ]|[ 2G, 2E, 2A, 2B, 2B ]|[ c, a, ca, ba, ba ]
3.8-5.0.2.2.2.2.2.23.1|3.8-5.0.2.2.2.2.2.23|[ 2, 5, 6, 8, 8 ]|[ 2G, 2E, 2A, 2F, 2F ]|[ c, a, ca, cba, cba ]
3.8-5.0.2.2.2.2.2.24.1|3.8-5.0.2.2.2.2.2.24|[ 2, 5, 5, 7, 8 ]|[ 2G, 2E, 2E, 2B, 2F ]|[ c, a, a, ba, cba ]
3.8-5.0.2.2.2.2.2.25.1|3.8-5.0.2.2.2.2.2.25|[ 2, 2, 4, 6, 7 ]|[ 2G, 2G, 2C, 2A, 2B ]|[ c, c, cb, ca, ba ]
3.8-5.0.2.2.2.2.2.26.1|3.8-5.0.2.2.2.2.2.26|[ 2, 2, 4, 5, 8 ]|[ 2G, 2G, 2C, 2E, 2F ]|[ c, c, cb, a, cba ]
3.8-5.0.2.2.2.2.2.27.1|3.8-5.0.2.2.2.2.2.27|[ 2, 2, 3, 6, 8 ]|[ 2G, 2G, 2D, 2A, 2F ]|[ c, c, b, ca, cba ]
3.8-5.0.2.2.2.2.2.28.1|3.8-5.0.2.2.2.2.2.28|[ 2, 2, 3, 5, 7 ]|[ 2G, 2G, 2D, 2E, 2B ]|[ c, c, b, a, ba ]
3.9-1.0.3.9.9.1.1|3.9-1.0.3.9.9.1|[ 2, 5, 6 ]|[ 3A1, 9A1, 9A2 ]|[ a^3, a^2, a^4 ]
3.9-1.0.3.9.9.2.1|3.9-1.0.3.9.9.2|[ 2, 8, 9 ]|[ 3A1, 9A-2, 9A4 ]|[ a^3, a^7, a^8 ]
3.9-1.0.3.9.9.3.1|3.9-1.0.3.9.9.3|[ 2, 4, 7 ]|[ 3A1, 9A-4, 9A-1 ]|[ a^3, a, a^5 ]
3.9-1.0.3.9.9.4.1|3.9-1.0.3.9.9.4|[ 3, 7, 8 ]|[ 3A-1, 9A-1, 9A-2 ]|[ a^6, a^5, a^7 ]
3.9-1.0.3.9.9.5.1|3.9-1.0.3.9.9.5|[ 3, 6, 9 ]|[ 3A-1, 9A2, 9A4 ]|[ a^6, a^4, a^8 ]
3.9-1.0.3.9.9.6.1|3.9-1.0.3.9.9.6|[ 3, 4, 5 ]|[ 3A-1, 9A-4, 9A1 ]|[ a^6, a, a^2 ]
3.12-1.0.4.4.6.1.1|3.12-1.0.4.4.6.1|[ 5, 5, 6 ]|[ 4A1, 4A1, 6A ]|[ a^-1, ba^-1, b^2a^-2 ]
3.12-1.0.4.4.6.2.1|3.12-1.0.4.4.6.2|[ 4, 4, 6 ]|[ 4A-1, 4A-1, 6A ]|[ a, ba, b^2a^-2 ]
3.12-2.0.3.4.12.1.1|3.12-2.0.3.4.12.1|[ 3, 6, 10 ]|[ 3A1, 4A1, 12A-5 ]|[ a^8, a^3, a ]
3.12-2.0.3.4.12.2.1|3.12-2.0.3.4.12.2|[ 3, 5, 12 ]|[ 3A1, 4A-1, 12A1 ]|[ a^8, a^9, a^7 ]
3.12-2.0.3.4.12.3.1|3.12-2.0.3.4.12.3|[ 4, 6, 9 ]|[ 3A-1, 4A1, 12A-1 ]|[ a^4, a^3, a^5 ]
3.12-2.0.3.4.12.4.1|3.12-2.0.3.4.12.4|[ 4, 5, 11 ]|[ 3A-1, 4A-1, 12A5 ]|[ a^4, a^9, a^11 ]
3.12-2.0.2.12.12.1.1|3.12-2.0.2.12.12.1|[ 2, 9, 10 ]|[ 2A, 12A-1, 12A-5 ]|[ a^6, a^5, a ]
3.12-2.0.2.12.12.2.1|3.12-2.0.2.12.12.2|[ 2, 11, 12 ]|[ 2A, 12A5, 12A1 ]|[ a^6, a^11, a^7 ]
3.12-3.0.2.2.3.3.1.1|3.12-3.0.2.2.3.3.1|[ 2, 2, 3, 4 ]|[ 2A, 2A, 3A-1, 3A1 ]|[ c, b, a, cba^2 ]
3.12-3.0.2.2.3.3.1.2|3.12-3.0.2.2.3.3.1|[ 2, 2, 3, 4 ]|[ 2A, 2A, 3A-1, 3A1 ]|[ c, c, a, a^2 ]
3.12-3.0.2.2.3.3.1.3|3.12-3.0.2.2.3.3.1|[ 2, 2, 3, 4 ]|[ 2A, 2A, 3A-1, 3A1 ]|[ c, cb, a, ba^2 ]
3.12-4.0.2.2.2.6.1.1|3.12-4.0.2.2.2.6.1|[ 2, 4, 4, 6 ]|[ 2A, 2B, 2B, 6A ]|[ b^3, b^3a, b^5a, b ]
3.12-4.0.2.2.2.6.2.1|3.12-4.0.2.2.2.6.2|[ 2, 3, 3, 6 ]|[ 2A, 2C, 2C, 6A ]|[ b^3, a, b^2a, b ]
3.14-2.0.2.7.14.1.1|3.14-2.0.2.7.14.1|[ 2, 3, 14 ]|[ 2A, 7A1, 14A1 ]|[ a^7, a^12, a^9 ]
3.14-2.0.2.7.14.2.1|3.14-2.0.2.7.14.2|[ 2, 6, 10 ]|[ 2A, 7A-1, 14A-5 ]|[ a^7, a^6, a ]
3.14-2.0.2.7.14.3.1|3.14-2.0.2.7.14.3|[ 2, 5, 13 ]|[ 2A, 7A2, 14A5 ]|[ a^7, a^8, a^13 ]
3.14-2.0.2.7.14.4.1|3.14-2.0.2.7.14.4|[ 2, 4, 11 ]|[ 2A, 7A-2, 14A3 ]|[ a^7, a^10, a^11 ]
3.14-2.0.2.7.14.5.1|3.14-2.0.2.7.14.5|[ 2, 7, 12 ]|[ 2A, 7A3, 14A-3 ]|[ a^7, a^4, a^3 ]
3.14-2.0.2.7.14.6.1|3.14-2.0.2.7.14.6|[ 2, 8, 9 ]|[ 2A, 7A-3, 14A-1 ]|[ a^7, a^2, a^5 ]
3.16-2.0.4.4.4.1.1|3.16-2.0.4.4.4.1|[ 6, 12, 15 ]|[ 4A-1, 4A1, 4D1 ]|[ b^-1, b^-2a^-1, b^-1a ]
3.16-2.0.4.4.4.2.1|3.16-2.0.4.4.4.2|[ 6, 11, 14 ]|[ 4A-1, 4E-1, 4D-1 ]|[ b^-1, b^-2a, b^-1a^-1 ]
3.16-2.0.4.4.4.3.1|3.16-2.0.4.4.4.3|[ 6, 10, 13 ]|[ 4A-1, 4F1, 4E1 ]|[ b^-1, a^-1, ba ]
3.16-2.0.4.4.4.4.1|3.16-2.0.4.4.4.4|[ 6, 9, 16 ]|[ 4A-1, 4F-1, 4C1 ]|[ b^-1, a, ba^-1 ]
3.16-2.0.4.4.4.5.1|3.16-2.0.4.4.4.5|[ 7, 12, 16 ]|[ 4B1, 4A1, 4C1 ]|[ ba^-2, b^-2a^-1, ba^-1 ]
3.16-2.0.4.4.4.6.1|3.16-2.0.4.4.4.6|[ 7, 11, 13 ]|[ 4B1, 4E-1, 4E1 ]|[ ba^-2, b^-2a, ba ]
3.16-2.0.4.4.4.7.1|3.16-2.0.4.4.4.7|[ 7, 10, 14 ]|[ 4B1, 4F1, 4D-1 ]|[ ba^-2, a^-1, b^-1a^-1 ]
3.16-2.0.4.4.4.8.1|3.16-2.0.4.4.4.8|[ 7, 9, 15 ]|[ 4B1, 4F-1, 4D1 ]|[ ba^-2, a, b^-1a ]
3.16-2.0.4.4.4.9.1|3.16-2.0.4.4.4.9|[ 5, 12, 13 ]|[ 4B-1, 4A1, 4E1 ]|[ b, b^-2a^-1, ba ]
3.16-2.0.4.4.4.10.1|3.16-2.0.4.4.4.10|[ 5, 11, 16 ]|[ 4B-1, 4E-1, 4C1 ]|[ b, b^-2a, ba^-1 ]
3.16-2.0.4.4.4.11.1|3.16-2.0.4.4.4.11|[ 5, 10, 15 ]|[ 4B-1, 4F1, 4D1 ]|[ b, a^-1, b^-1a ]
3.16-2.0.4.4.4.12.1|3.16-2.0.4.4.4.12|[ 5, 9, 14 ]|[ 4B-1, 4F-1, 4D-1 ]|[ b, a, b^-1a^-1 ]
3.16-2.0.4.4.4.13.1|3.16-2.0.4.4.4.13|[ 8, 12, 14 ]|[ 4C-1, 4A1, 4D-1 ]|[ b^-1a^-2, b^-2a^-1, b^-1a^-1 ]
3.16-2.0.4.4.4.14.1|3.16-2.0.4.4.4.14|[ 8, 11, 15 ]|[ 4C-1, 4E-1, 4D1 ]|[ b^-1a^-2, b^-2a, b^-1a ]
3.16-2.0.4.4.4.15.1|3.16-2.0.4.4.4.15|[ 8, 10, 16 ]|[ 4C-1, 4F1, 4C1 ]|[ b^-1a^-2, a^-1, ba^-1 ]
3.16-2.0.4.4.4.16.1|3.16-2.0.4.4.4.16|[ 8, 9, 13 ]|[ 4C-1, 4F-1, 4E1 ]|[ b^-1a^-2, a, ba ]
3.16-4.0.4.4.4.1.1|3.16-4.0.4.4.4.1|[ 5, 8, 9 ]|[ 4A, 4B, 4C1 ]|[ b, a^-1, b^-1a ]
3.16-4.0.4.4.4.2.1|3.16-4.0.4.4.4.2|[ 5, 7, 10 ]|[ 4A, 4D1, 4D-1 ]|[ b, a, b^-1a^-1 ]
3.16-4.0.4.4.4.3.1|3.16-4.0.4.4.4.3|[ 6, 8, 10 ]|[ 4C-1, 4B, 4D-1 ]|[ ba^-2, a^-1, b^-1a^-1 ]
3.16-4.0.4.4.4.4.1|3.16-4.0.4.4.4.4|[ 6, 7, 9 ]|[ 4C-1, 4D1, 4C1 ]|[ ba^-2, a, b^-1a ]
3.16-5.0.2.8.8.1.1|3.16-5.0.2.8.8.1|[ 3, 11, 14 ]|[ 2B, 8A-1, 8B3 ]|[ a, b^-3, b^3a ]
3.16-5.0.2.8.8.2.1|3.16-5.0.2.8.8.2|[ 3, 10, 15 ]|[ 2B, 8B1, 8A-3 ]|[ a, b^3, b^-3a ]
3.16-5.0.2.8.8.3.1|3.16-5.0.2.8.8.3|[ 3, 9, 16 ]|[ 2B, 8B-1, 8A3 ]|[ a, b, b^-1a ]
3.16-5.0.2.8.8.4.1|3.16-5.0.2.8.8.4|[ 3, 12, 13 ]|[ 2B, 8B-3, 8A1 ]|[ a, b^-1, ba ]
3.16-5.0.2.8.8.5.1|3.16-5.0.2.8.8.5|[ 4, 11, 16 ]|[ 2C, 8A-1, 8A3 ]|[ b^-4a, b^-3, b^-1a ]
3.16-5.0.2.8.8.6.1|3.16-5.0.2.8.8.6|[ 4, 10, 13 ]|[ 2C, 8B1, 8A1 ]|[ b^-4a, b^3, ba ]
3.16-5.0.2.8.8.7.1|3.16-5.0.2.8.8.7|[ 4, 9, 14 ]|[ 2C, 8B-1, 8B3 ]|[ b^-4a, b, b^3a ]
3.16-5.0.2.8.8.8.1|3.16-5.0.2.8.8.8|[ 4, 12, 15 ]|[ 2C, 8B-3, 8A-3 ]|[ b^-4a, b^-1, b^-3a ]
3.16-6.0.2.8.8.1.1|3.16-6.0.2.8.8.1|[ 3, 7, 10 ]|[ 2B, 8A1, 8A-1 ]|[ a, b, b^3a ]
3.16-6.0.2.8.8.2.1|3.16-6.0.2.8.8.2|[ 3, 8, 9 ]|[ 2B, 8B-1, 8B1 ]|[ a, b^3, ba ]
3.16-11.0.2.2.2.4.1.1|3.16-11.0.2.2.2.4.1|[ 3, 6, 8, 10 ]|[ 2A, 2D, 2E, 4B ]|[ a, b, c^-1b, ca ]
3.16-11.0.2.2.2.4.2.1|3.16-11.0.2.2.2.4.2|[ 3, 6, 7, 9 ]|[ 2A, 2D, 2F, 4A ]|[ a, b, c^-1ba, c ]
3.16-11.0.2.2.2.4.3.1|3.16-11.0.2.2.2.4.3|[ 3, 5, 8, 9 ]|[ 2A, 2G, 2E, 4A ]|[ a, ba, c^-1b, c ]
