total_label|passport_label|con|con_label|connected_genvec
text|text|text|text|jsonb

4.36-12.0.2.6.6.2.1|4.36-12.0.2.6.6.2|[ 4, 14, 15 ]|[ 2B, 6C1, 6D1 ]|[ b^3a^3, b^5a^2, b^2a ]
4.36-12.0.2.6.6.3.1|4.36-12.0.2.6.6.3|[ 3, 13, 18 ]|[ 2C, 6B, 6E1 ]|[ a^3, ba^4, ba^5 ]
4.36-12.0.2.6.6.4.1|4.36-12.0.2.6.6.4|[ 3, 14, 17 ]|[ 2C, 6C1, 6E-1 ]|[ a^3, b^5a^2, b^5a ]
4.36-10.0.2.2.2.3.1.1|4.36-10.0.2.2.2.3.1|[ 2, 3, 4, 7 ]|[ 2B, 2A, 2C, 3C ]|[ b^3, a, c^2b^5a, cb^4 ]
4.40-8.0.2.4.10.1.1|4.40-8.0.2.4.10.1|[ 4, 5, 12 ]|[ 2C, 4A, 10A1 ]|[ a, c^9a, c ]
4.40-8.0.2.4.10.2.1|4.40-8.0.2.4.10.2|[ 4, 5, 13 ]|[ 2C, 4A, 10A3 ]|[ a, c^3a, c^7 ]
4.40-8.0.2.4.10.3.1|4.40-8.0.2.4.10.3|[ 4, 5, 10 ]|[ 2C, 4A, 10B-1 ]|[ a, c^7a, c^3 ]
4.40-8.0.2.4.10.4.1|4.40-8.0.2.4.10.4|[ 4, 5, 11 ]|[ 2C, 4A, 10B-3 ]|[ a, ca, c^9 ]
4.60-5.0.2.5.5.1.1|4.60-5.0.2.5.5.1|[ 2, 4, 5 ]|[ 2A, 5A2, 5A1 ]|[ (1, 2)(3, 5), (1, 3, 2, 4, 5), (1, 3, 2, 5, 4) ]
4.72-40.0.2.4.6.1.1|4.72-40.0.2.4.6.1|[ 3, 7, 8 ]|[ 2A, 4A, 6A ]|[ ba, d^2b^-1, da ]
4.72-40.0.2.4.6.2.1|4.72-40.0.2.4.6.2|[ 2, 7, 9 ]|[ 2B, 4A, 6B ]|[ a, d^2c^2b^-1, d^2b^-1a ]
4.72-42.0.2.3.12.1.1|4.72-42.0.2.3.12.1|[ 3, 8, 14 ]|[ 2B, 3B, 12A1 ]|[ a, d^5cb, dba ]
4.72-42.0.2.3.12.2.1|4.72-42.0.2.3.12.2|[ 3, 7, 15 ]|[ 2B, 3C1, 12A-1 ]|[ a, d^4cb^2, d^5cb^2a ]
4.120-34.0.2.4.5.1.1|4.120-34.0.2.4.5.1|[ 2, 5, 6 ]|[ 2A, 4A, 5A ]|[ (3, 5), (1, 4, 3, 2), (1, 2, 5, 3, 4) ]
4.2-1.1.2.2.2.2.2.2.1.1|4.2-1.1.2.2.2.2.2.2.1|[ 2, 2, 2, 2, 2, 2 ]|[ 2A, 2A, 2A, 2A, 2A, 2A ]|[ a, Id(G), a, a, a, a, a, a ]
4.3-1.1.3.3.3.1.1|4.3-1.1.3.3.3.1|[ 3, 3, 3 ]|[ 3A1, 3A1, 3A1 ]|[ a, Id(G), a^2, a^2, a^2 ]
4.3-1.1.3.3.3.2.1|4.3-1.1.3.3.3.2|[ 2, 2, 2 ]|[ 3A-1, 3A-1, 3A-1 ]|[ a, Id(G), a, a, a ]
4.4-1.1.4.4.1.1|4.4-1.1.4.4.1|[ 3, 4 ]|[ 4A1, 4A-1 ]|[ a^-2, a, a, a^-1 ]
4.4-2.1.2.2.2.1.1|4.4-2.1.2.2.2.1|[ 2, 3, 4 ]|[ 2C, 2A, 2B ]|[ b, a, b, a, ba ]
4.6-1.1.2.2.1.1|4.6-1.1.2.2.1|[ 2, 2 ]|[ 2A, 2A ]|[ Id(G), b, a, a ]
4.6-1.1.2.2.1.2|4.6-1.1.2.2.1|[ 2, 2 ]|[ 2A, 2A ]|[ Id(G), ba, a, a ]
4.6-1.1.2.2.1.3|4.6-1.1.2.2.1|[ 2, 2 ]|[ 2A, 2A ]|[ Id(G), b^2, a, a ]
4.6-1.1.2.2.1.4|4.6-1.1.2.2.1|[ 2, 2 ]|[ 2A, 2A ]|[ Id(G), b^2a, a, a ]
4.6-1.1.2.2.1.5|4.6-1.1.2.2.1|[ 2, 2 ]|[ 2A, 2A ]|[ a, b, a, ba ]
4.6-1.1.2.2.1.6|4.6-1.1.2.2.1|[ 2, 2 ]|[ 2A, 2A ]|[ a, ba, a, ba ]
4.6-1.1.2.2.1.7|4.6-1.1.2.2.1|[ 2, 2 ]|[ 2A, 2A ]|[ b, Id(G), a, a ]
4.6-1.1.2.2.1.8|4.6-1.1.2.2.1|[ 2, 2 ]|[ 2A, 2A ]|[ b, b, a, a ]
4.6-1.1.2.2.1.9|4.6-1.1.2.2.1|[ 2, 2 ]|[ 2A, 2A ]|[ b, b^2, a, a ]
4.6-1.1.2.2.1.10|4.6-1.1.2.2.1|[ 2, 2 ]|[ 2A, 2A ]|[ ba, Id(G), a, a ]
4.6-1.1.2.2.1.11|4.6-1.1.2.2.1|[ 2, 2 ]|[ 2A, 2A ]|[ ba, b, a, ba ]
4.6-1.1.2.2.1.12|4.6-1.1.2.2.1|[ 2, 2 ]|[ 2A, 2A ]|[ ba, ba, a, a ]
4.6-1.1.2.2.1.13|4.6-1.1.2.2.1|[ 2, 2 ]|[ 2A, 2A ]|[ ba, b^2a, a, ba ]
4.6-1.1.2.2.1.14|4.6-1.1.2.2.1|[ 2, 2 ]|[ 2A, 2A ]|[ b^2, Id(G), a, a ]
4.6-1.1.2.2.1.15|4.6-1.1.2.2.1|[ 2, 2 ]|[ 2A, 2A ]|[ b^2, a, a, ba ]
4.6-1.1.2.2.1.16|4.6-1.1.2.2.1|[ 2, 2 ]|[ 2A, 2A ]|[ b^2, b, a, a ]
4.6-1.1.2.2.1.17|4.6-1.1.2.2.1|[ 2, 2 ]|[ 2A, 2A ]|[ b^2, ba, a, ba ]
4.6-1.1.2.2.1.18|4.6-1.1.2.2.1|[ 2, 2 ]|[ 2A, 2A ]|[ b^2, b^2, a, a ]
4.6-1.1.2.2.1.19|4.6-1.1.2.2.1|[ 2, 2 ]|[ 2A, 2A ]|[ b^2, b^2a, a, ba ]
4.6-1.1.2.2.1.20|4.6-1.1.2.2.1|[ 2, 2 ]|[ 2A, 2A ]|[ b^2a, Id(G), a, a ]
4.6-1.1.2.2.1.21|4.6-1.1.2.2.1|[ 2, 2 ]|[ 2A, 2A ]|[ b^2a, a, a, ba ]
4.6-1.1.2.2.1.22|4.6-1.1.2.2.1|[ 2, 2 ]|[ 2A, 2A ]|[ b^2a, b, a, ba ]
4.6-1.1.2.2.1.23|4.6-1.1.2.2.1|[ 2, 2 ]|[ 2A, 2A ]|[ b^2a, b^2a, a, a ]
4.6-2.1.2.2.1.1|4.6-2.1.2.2.1|[ 2, 2 ]|[ 2A, 2A ]|[ a^3, a^4, a^3, a^3 ]
4.12-3.1.2.1.1|4.12-3.1.2.1|[ 2 ]|[ 2A ]|[ a, cb, c ]
4.12-3.1.2.1.2|4.12-3.1.2.1|[ 2 ]|[ 2A ]|[ a, cba, c ]
4.12-3.1.2.1.3|4.12-3.1.2.1|[ 2 ]|[ 2A ]|[ a, cba^2, c ]
4.12-3.1.2.1.4|4.12-3.1.2.1|[ 2 ]|[ 2A ]|[ a^2, b, c ]
4.12-3.1.2.1.5|4.12-3.1.2.1|[ 2 ]|[ 2A ]|[ a^2, ba, c ]
4.12-3.1.2.1.6|4.12-3.1.2.1|[ 2 ]|[ 2A ]|[ a^2, ba^2, c ]
4.12-3.1.2.1.7|4.12-3.1.2.1|[ 2 ]|[ 2A ]|[ b, a^2, c ]
4.12-3.1.2.1.8|4.12-3.1.2.1|[ 2 ]|[ 2A ]|[ b, ba^2, c ]
4.12-3.1.2.1.9|4.12-3.1.2.1|[ 2 ]|[ 2A ]|[ b, ca^2, c ]
4.12-3.1.2.1.10|4.12-3.1.2.1|[ 2 ]|[ 2A ]|[ b, cba^2, c ]
4.12-3.1.2.1.11|4.12-3.1.2.1|[ 2 ]|[ 2A ]|[ ba, a^2, c ]
4.12-3.1.2.1.12|4.12-3.1.2.1|[ 2 ]|[ 2A ]|[ ba, ca, c ]
4.12-3.1.2.1.13|4.12-3.1.2.1|[ 2 ]|[ 2A ]|[ ba, cb, c ]
4.12-3.1.2.1.14|4.12-3.1.2.1|[ 2 ]|[ 2A ]|[ ba^2, a^2, c ]
4.12-3.1.2.1.15|4.12-3.1.2.1|[ 2 ]|[ 2A ]|[ ba^2, b, c ]
4.12-3.1.2.1.16|4.12-3.1.2.1|[ 2 ]|[ 2A ]|[ ba^2, cba, c ]
4.12-3.1.2.1.17|4.12-3.1.2.1|[ 2 ]|[ 2A ]|[ ca, ba, c ]
4.12-3.1.2.1.18|4.12-3.1.2.1|[ 2 ]|[ 2A ]|[ ca, ca^2, c ]
4.12-3.1.2.1.19|4.12-3.1.2.1|[ 2 ]|[ 2A ]|[ ca, cb, c ]
4.12-3.1.2.1.20|4.12-3.1.2.1|[ 2 ]|[ 2A ]|[ ca^2, b, c ]
4.12-3.1.2.1.21|4.12-3.1.2.1|[ 2 ]|[ 2A ]|[ ca^2, ca, c ]
4.12-3.1.2.1.22|4.12-3.1.2.1|[ 2 ]|[ 2A ]|[ ca^2, cba^2, c ]
4.12-3.1.2.1.23|4.12-3.1.2.1|[ 2 ]|[ 2A ]|[ cb, a, c ]
4.12-3.1.2.1.24|4.12-3.1.2.1|[ 2 ]|[ 2A ]|[ cb, ba, c ]
4.12-3.1.2.1.25|4.12-3.1.2.1|[ 2 ]|[ 2A ]|[ cb, ca, c ]
4.12-3.1.2.1.26|4.12-3.1.2.1|[ 2 ]|[ 2A ]|[ cb, cba, c ]
4.12-3.1.2.1.27|4.12-3.1.2.1|[ 2 ]|[ 2A ]|[ cba, a, c ]
4.12-3.1.2.1.28|4.12-3.1.2.1|[ 2 ]|[ 2A ]|[ cba, ba^2, c ]
4.12-3.1.2.1.29|4.12-3.1.2.1|[ 2 ]|[ 2A ]|[ cba, cb, c ]
4.12-3.1.2.1.30|4.12-3.1.2.1|[ 2 ]|[ 2A ]|[ cba^2, a, c ]
4.12-3.1.2.1.31|4.12-3.1.2.1|[ 2 ]|[ 2A ]|[ cba^2, b, c ]
4.12-3.1.2.1.32|4.12-3.1.2.1|[ 2 ]|[ 2A ]|[ cba^2, ca^2, c ]
4.2-1.2.2.2.1.1|4.2-1.2.2.2.1|[ 2, 2 ]|[ 2A, 2A ]|[ a, Id(G), Id(G), Id(G), a, a ]
4.3-1.2.0.1.1|4.3-1.2.0.1|[]|[]|[ a, Id(G), Id(G), Id(G) ]

