total_label|passport_label|con|con_label|connected_genvec
5.4-2.0.2.2.2.2.2.2.2.2.7.1|5.4-2.0.2.2.2.2.2.2.2.2.7|[ 2, 2, 4, 4, 4, 4, 4, 4 ]|[ 2C, 2C, 2B, 2B, 2B, 2B, 2B, 2B ]|[ b, b, ba, ba, ba, ba, ba, ba ]
5.4-2.0.2.2.2.2.2.2.2.2.8.1|5.4-2.0.2.2.2.2.2.2.2.2.8|[ 2, 2, 2, 2, 3, 3, 3, 3 ]|[ 2C, 2C, 2C, 2C, 2A, 2A, 2A, 2A ]|[ b, b, b, b, a, a, a, a ]
5.4-2.0.2.2.2.2.2.2.2.2.9.1|5.4-2.0.2.2.2.2.2.2.2.2.9|[ 2, 2, 2, 2, 3, 3, 4, 4 ]|[ 2C, 2C, 2C, 2C, 2A, 2A, 2B, 2B ]|[ b, b, b, b, a, a, ba, ba ]
5.4-2.0.2.2.2.2.2.2.2.2.10.1|5.4-2.0.2.2.2.2.2.2.2.2.10|[ 2, 2, 2, 2, 4, 4, 4, 4 ]|[ 2C, 2C, 2C, 2C, 2B, 2B, 2B, 2B ]|[ b, b, b, b, ba, ba, ba, ba ]
5.4-2.0.2.2.2.2.2.2.2.2.11.1|5.4-2.0.2.2.2.2.2.2.2.2.11|[ 2, 2, 2, 2, 2, 2, 3, 3 ]|[ 2C, 2C, 2C, 2C, 2C, 2C, 2A, 2A ]|[ b, b, b, b, b, b, a, a ]
5.4-2.0.2.2.2.2.2.2.2.2.12.1|5.4-2.0.2.2.2.2.2.2.2.2.12|[ 2, 2, 2, 2, 2, 2, 4, 4 ]|[ 2C, 2C, 2C, 2C, 2C, 2C, 2B, 2B ]|[ b, b, b, b, b, b, ba, ba ]
5.6-2.0.6.6.6.6.1.1|5.6-2.0.6.6.6.6.1|[ 5, 5, 6, 6 ]|[ 6A1, 6A1, 6A-1, 6A-1 ]|[ a, a, a^5, a^5 ]
5.6-2.0.2.3.3.3.6.1.1|5.6-2.0.2.3.3.3.6.1|[ 2, 3, 3, 4, 6 ]|[ 2A, 3A1, 3A1, 3A-1, 6A-1 ]|[ a^3, a^4, a^4, a^2, a^5 ]
5.6-2.0.2.3.3.3.6.2.1|5.6-2.0.2.3.3.3.6.2|[ 2, 3, 4, 4, 5 ]|[ 2A, 3A1, 3A-1, 3A-1, 6A1 ]|[ a^3, a^4, a^2, a^2, a ]
5.6-2.0.2.2.3.6.6.1.1|5.6-2.0.2.2.3.6.6.1|[ 2, 2, 3, 5, 5 ]|[ 2A, 2A, 3A1, 6A1, 6A1 ]|[ a^3, a^3, a^4, a, a ]
5.6-2.0.2.2.3.6.6.2.1|5.6-2.0.2.2.3.6.6.2|[ 2, 2, 4, 6, 6 ]|[ 2A, 2A, 3A-1, 6A-1, 6A-1 ]|[ a^3, a^3, a^2, a^5, a^5 ]
5.6-1.0.2.2.2.2.3.3.1.1|5.6-1.0.2.2.2.2.3.3.1|[ 2, 2, 2, 2, 3, 3 ]|[ 2A, 2A, 2A, 2A, 3A, 3A ]|[ a, a, a, a, b^2, b ]
5.6-1.0.2.2.2.2.3.3.1.2|5.6-1.0.2.2.2.2.3.3.1|[ 2, 2, 2, 2, 3, 3 ]|[ 2A, 2A, 2A, 2A, 3A, 3A ]|[ a, a, a, ba, b, b ]
5.6-1.0.2.2.2.2.3.3.1.3|5.6-1.0.2.2.2.2.3.3.1|[ 2, 2, 2, 2, 3, 3 ]|[ 2A, 2A, 2A, 2A, 3A, 3A ]|[ a, a, ba, a, b^2, b^2 ]
5.6-1.0.2.2.2.2.3.3.1.4|5.6-1.0.2.2.2.2.3.3.1|[ 2, 2, 2, 2, 3, 3 ]|[ 2A, 2A, 2A, 2A, 3A, 3A ]|[ a, a, ba, ba, b, b^2 ]
5.6-1.0.2.2.2.2.3.3.1.5|5.6-1.0.2.2.2.2.3.3.1|[ 2, 2, 2, 2, 3, 3 ]|[ 2A, 2A, 2A, 2A, 3A, 3A ]|[ a, a, ba, ba, b^2, b ]
5.6-1.0.2.2.2.2.3.3.1.6|5.6-1.0.2.2.2.2.3.3.1|[ 2, 2, 2, 2, 3, 3 ]|[ 2A, 2A, 2A, 2A, 3A, 3A ]|[ a, a, ba, b^2a, b, b ]
5.6-1.0.2.2.2.2.3.3.1.7|5.6-1.0.2.2.2.2.3.3.1|[ 2, 2, 2, 2, 3, 3 ]|[ 2A, 2A, 2A, 2A, 3A, 3A ]|[ a, ba, a, a, b, b ]
5.6-1.0.2.2.2.2.3.3.1.8|5.6-1.0.2.2.2.2.3.3.1|[ 2, 2, 2, 2, 3, 3 ]|[ 2A, 2A, 2A, 2A, 3A, 3A ]|[ a, ba, a, ba, b^2, b^2 ]
5.6-1.0.2.2.2.2.3.3.1.9|5.6-1.0.2.2.2.2.3.3.1|[ 2, 2, 2, 2, 3, 3 ]|[ 2A, 2A, 2A, 2A, 3A, 3A ]|[ a, ba, a, b^2a, b, b^2 ]
5.6-1.0.2.2.2.2.3.3.1.10|5.6-1.0.2.2.2.2.3.3.1|[ 2, 2, 2, 2, 3, 3 ]|[ 2A, 2A, 2A, 2A, 3A, 3A ]|[ a, ba, a, b^2a, b^2, b ]
5.6-1.0.2.2.2.2.3.3.1.11|5.6-1.0.2.2.2.2.3.3.1|[ 2, 2, 2, 2, 3, 3 ]|[ 2A, 2A, 2A, 2A, 3A, 3A ]|[ a, ba, ba, a, b, b^2 ]
5.6-1.0.2.2.2.2.3.3.1.12|5.6-1.0.2.2.2.2.3.3.1|[ 2, 2, 2, 2, 3, 3 ]|[ 2A, 2A, 2A, 2A, 3A, 3A ]|[ a, ba, ba, a, b^2, b ]
5.6-1.0.2.2.2.2.3.3.1.13|5.6-1.0.2.2.2.2.3.3.1|[ 2, 2, 2, 2, 3, 3 ]|[ 2A, 2A, 2A, 2A, 3A, 3A ]|[ a, ba, ba, ba, b, b ]
5.6-1.0.2.2.2.2.3.3.1.14|5.6-1.0.2.2.2.2.3.3.1|[ 2, 2, 2, 2, 3, 3 ]|[ 2A, 2A, 2A, 2A, 3A, 3A ]|[ a, ba, ba, b^2a, b^2, b^2 ]
5.6-1.0.2.2.2.2.3.3.1.15|5.6-1.0.2.2.2.2.3.3.1|[ 2, 2, 2, 2, 3, 3 ]|[ 2A, 2A, 2A, 2A, 3A, 3A ]|[ a, ba, b^2a, a, b^2, b^2 ]
5.6-1.0.2.2.2.2.3.3.1.16|5.6-1.0.2.2.2.2.3.3.1|[ 2, 2, 2, 2, 3, 3 ]|[ 2A, 2A, 2A, 2A, 3A, 3A ]|[ a, ba, b^2a, ba, b, b^2 ]
5.6-1.0.2.2.2.2.3.3.1.17|5.6-1.0.2.2.2.2.3.3.1|[ 2, 2, 2, 2, 3, 3 ]|[ 2A, 2A, 2A, 2A, 3A, 3A ]|[ a, ba, b^2a, ba, b^2, b ]
5.6-1.0.2.2.2.2.3.3.1.18|5.6-1.0.2.2.2.2.3.3.1|[ 2, 2, 2, 2, 3, 3 ]|[ 2A, 2A, 2A, 2A, 3A, 3A ]|[ a, ba, b^2a, b^2a, b, b ]
5.6-2.0.2.2.2.2.3.3.1.1|5.6-2.0.2.2.2.2.3.3.1|[ 2, 2, 2, 2, 3, 4 ]|[ 2A, 2A, 2A, 2A, 3A1, 3A-1 ]|[ a^3, a^3, a^3, a^3, a^4, a^2 ]
5.8-2.0.4.4.4.4.1.1|5.8-2.0.4.4.4.4.1|[ 5, 5, 7, 7 ]|[ 4A-1, 4A-1, 4A1, 4A1 ]|[ b, b, ba, ba ]
5.8-2.0.4.4.4.4.2.1|5.8-2.0.4.4.4.4.2|[ 5, 5, 8, 8 ]|[ 4A-1, 4A-1, 4B-1, 4B-1 ]|[ b, b, b^-1a, b^-1a ]
5.8-2.0.4.4.4.4.3.1|5.8-2.0.4.4.4.4.3|[ 5, 6, 7, 8 ]|[ 4A-1, 4B1, 4A1, 4B-1 ]|[ b, b^-1, ba, b^-1a ]
5.8-2.0.4.4.4.4.4.1|5.8-2.0.4.4.4.4.4|[ 6, 6, 7, 7 ]|[ 4B1, 4B1, 4A1, 4A1 ]|[ b^-1, b^-1, ba, ba ]
5.8-2.0.4.4.4.4.5.1|5.8-2.0.4.4.4.4.5|[ 6, 6, 8, 8 ]|[ 4B1, 4B1, 4B-1, 4B-1 ]|[ b^-1, b^-1, b^-1a, b^-1a ]
5.8-4.0.4.4.4.4.1.1|5.8-4.0.4.4.4.4.1|[ 3, 3, 4, 4 ]|[ 4A, 4A, 4B, 4B ]|[ b, a^-2b, a, a^-1 ]
5.8-4.0.4.4.4.4.1.2|5.8-4.0.4.4.4.4.1|[ 3, 3, 4, 4 ]|[ 4A, 4A, 4B, 4B ]|[ b, b, a, a ]
5.8-4.0.4.4.4.4.2.1|5.8-4.0.4.4.4.4.2|[ 3, 3, 5, 5 ]|[ 4A, 4A, 4C, 4C ]|[ b, a^-2b, ba, a^-2ba ]
5.8-4.0.4.4.4.4.2.2|5.8-4.0.4.4.4.4.2|[ 3, 3, 5, 5 ]|[ 4A, 4A, 4C, 4C ]|[ b, b, ba, ba ]
5.8-4.0.4.4.4.4.3.1|5.8-4.0.4.4.4.4.3|[ 4, 4, 5, 5 ]|[ 4B, 4B, 4C, 4C ]|[ a, a, ba, ba ]
5.8-4.0.4.4.4.4.3.2|5.8-4.0.4.4.4.4.3|[ 4, 4, 5, 5 ]|[ 4B, 4B, 4C, 4C ]|[ a, a^-1, ba, a^-2ba ]
5.8-1.0.2.4.8.8.1.1|5.8-1.0.2.4.8.8.1|[ 2, 3, 6, 8 ]|[ 2A, 4A1, 8A1, 8A-3 ]|[ a^-4, a^2, a^3, a^-1 ]
5.8-1.0.2.4.8.8.2.1|5.8-1.0.2.4.8.8.2|[ 2, 3, 7, 7 ]|[ 2A, 4A1, 8A-1, 8A-1 ]|[ a^-4, a^2, a^-3, a^-3 ]
5.8-1.0.2.4.8.8.3.1|5.8-1.0.2.4.8.8.3|[ 2, 3, 5, 5 ]|[ 2A, 4A1, 8A3, 8A3 ]|[ a^-4, a^2, a, a ]
5.8-1.0.2.4.8.8.4.1|5.8-1.0.2.4.8.8.4|[ 2, 4, 6, 6 ]|[ 2A, 4A-1, 8A1, 8A1 ]|[ a^-4, a^-2, a^3, a^3 ]
5.8-1.0.2.4.8.8.5.1|5.8-1.0.2.4.8.8.5|[ 2, 4, 5, 7 ]|[ 2A, 4A-1, 8A3, 8A-1 ]|[ a^-4, a^-2, a, a^-3 ]
5.8-1.0.2.4.8.8.6.1|5.8-1.0.2.4.8.8.6|[ 2, 4, 8, 8 ]|[ 2A, 4A-1, 8A-3, 8A-3 ]|[ a^-4, a^-2, a^-1, a^-1 ]
5.8-2.0.2.2.2.4.4.1.1|5.8-2.0.2.2.2.4.4.1|[ 2, 2, 3, 5, 8 ]|[ 2A, 2A, 2B, 4A-1, 4B-1 ]|[ b^-2, b^-2, a, b, b^-1a ]
5.8-2.0.2.2.2.4.4.2.1|5.8-2.0.2.2.2.4.4.2|[ 2, 2, 3, 6, 7 ]|[ 2A, 2A, 2B, 4B1, 4A1 ]|[ b^-2, b^-2, a, b^-1, ba ]
5.8-2.0.2.2.2.4.4.3.1|5.8-2.0.2.2.2.4.4.3|[ 2, 2, 4, 5, 7 ]|[ 2A, 2A, 2C, 4A-1, 4A1 ]|[ b^-2, b^-2, b^-2a, b, ba ]
5.8-2.0.2.2.2.4.4.4.1|5.8-2.0.2.2.2.4.4.4|[ 2, 2, 4, 6, 8 ]|[ 2A, 2A, 2C, 4B1, 4B-1 ]|[ b^-2, b^-2, b^-2a, b^-1, b^-1a ]
5.8-2.0.2.2.2.4.4.5.1|5.8-2.0.2.2.2.4.4.5|[ 2, 3, 3, 7, 7 ]|[ 2A, 2B, 2B, 4A1, 4A1 ]|[ b^-2, a, a, ba, ba ]
5.8-2.0.2.2.2.4.4.6.1|5.8-2.0.2.2.2.4.4.6|[ 2, 3, 3, 5, 5 ]|[ 2A, 2B, 2B, 4A-1, 4A-1 ]|[ b^-2, a, a, b, b ]
5.8-2.0.2.2.2.4.4.7.1|5.8-2.0.2.2.2.4.4.7|[ 2, 3, 3, 6, 6 ]|[ 2A, 2B, 2B, 4B1, 4B1 ]|[ b^-2, a, a, b^-1, b^-1 ]
5.8-2.0.2.2.2.4.4.8.1|5.8-2.0.2.2.2.4.4.8|[ 2, 3, 3, 8, 8 ]|[ 2A, 2B, 2B, 4B-1, 4B-1 ]|[ b^-2, a, a, b^-1a, b^-1a ]
5.8-2.0.2.2.2.4.4.9.1|5.8-2.0.2.2.2.4.4.9|[ 2, 3, 4, 7, 8 ]|[ 2A, 2B, 2C, 4A1, 4B-1 ]|[ b^-2, a, b^-2a, ba, b^-1a ]
5.8-2.0.2.2.2.4.4.10.1|5.8-2.0.2.2.2.4.4.10|[ 2, 3, 4, 5, 6 ]|[ 2A, 2B, 2C, 4A-1, 4B1 ]|[ b^-2, a, b^-2a, b, b^-1 ]
5.8-2.0.2.2.2.4.4.11.1|5.8-2.0.2.2.2.4.4.11|[ 2, 4, 4, 7, 7 ]|[ 2A, 2C, 2C, 4A1, 4A1 ]|[ b^-2, b^-2a, b^-2a, ba, ba ]
5.8-2.0.2.2.2.4.4.12.1|5.8-2.0.2.2.2.4.4.12|[ 2, 4, 4, 5, 5 ]|[ 2A, 2C, 2C, 4A-1, 4A-1 ]|[ b^-2, b^-2a, b^-2a, b, b ]
5.8-2.0.2.2.2.4.4.13.1|5.8-2.0.2.2.2.4.4.13|[ 2, 4, 4, 6, 6 ]|[ 2A, 2C, 2C, 4B1, 4B1 ]|[ b^-2, b^-2a, b^-2a, b^-1, b^-1 ]
5.8-2.0.2.2.2.4.4.14.1|5.8-2.0.2.2.2.4.4.14|[ 2, 4, 4, 8, 8 ]|[ 2A, 2C, 2C, 4B-1, 4B-1 ]|[ b^-2, b^-2a, b^-2a, b^-1a, b^-1a ]
5.8-2.0.2.2.2.4.4.15.1|5.8-2.0.2.2.2.4.4.15|[ 3, 3, 3, 5, 8 ]|[ 2B, 2B, 2B, 4A-1, 4B-1 ]|[ a, a, a, b, b^-1a ]
5.8-2.0.2.2.2.4.4.16.1|5.8-2.0.2.2.2.4.4.16|[ 3, 3, 3, 6, 7 ]|[ 2B, 2B, 2B, 4B1, 4A1 ]|[ a, a, a, b^-1, ba ]
5.8-2.0.2.2.2.4.4.17.1|5.8-2.0.2.2.2.4.4.17|[ 3, 3, 4, 5, 7 ]|[ 2B, 2B, 2C, 4A-1, 4A1 ]|[ a, a, b^-2a, b, ba ]
5.8-2.0.2.2.2.4.4.18.1|5.8-2.0.2.2.2.4.4.18|[ 3, 3, 4, 6, 8 ]|[ 2B, 2B, 2C, 4B1, 4B-1 ]|[ a, a, b^-2a, b^-1, b^-1a ]
5.8-2.0.2.2.2.4.4.19.1|5.8-2.0.2.2.2.4.4.19|[ 3, 4, 4, 5, 8 ]|[ 2B, 2C, 2C, 4A-1, 4B-1 ]|[ a, b^-2a, b^-2a, b, b^-1a ]
5.8-2.0.2.2.2.4.4.20.1|5.8-2.0.2.2.2.4.4.20|[ 3, 4, 4, 6, 7 ]|[ 2B, 2C, 2C, 4B1, 4A1 ]|[ a, b^-2a, b^-2a, b^-1, ba ]
5.8-2.0.2.2.2.4.4.21.1|5.8-2.0.2.2.2.4.4.21|[ 4, 4, 4, 5, 7 ]|[ 2C, 2C, 2C, 4A-1, 4A1 ]|[ b^-2a, b^-2a, b^-2a, b, ba ]
5.8-2.0.2.2.2.4.4.22.1|5.8-2.0.2.2.2.4.4.22|[ 4, 4, 4, 6, 8 ]|[ 2C, 2C, 2C, 4B1, 4B-1 ]|[ b^-2a, b^-2a, b^-2a, b^-1, b^-1a ]
5.8-3.0.2.2.2.4.4.1.1|5.8-3.0.2.2.2.4.4.1|[ 2, 3, 3, 5, 5 ]|[ 2A, 2B, 2B, 4A, 4A ]|[ b^-2, a, a, b, b ]
5.8-3.0.2.2.2.4.4.1.2|5.8-3.0.2.2.2.4.4.1|[ 2, 3, 3, 5, 5 ]|[ 2A, 2B, 2B, 4A, 4A ]|[ b^-2, a, b^-2a, b, b^-1 ]
5.8-3.0.2.2.2.4.4.2.1|5.8-3.0.2.2.2.4.4.2|[ 2, 4, 4, 5, 5 ]|[ 2A, 2C, 2C, 4A, 4A ]|[ b^-2, b^-1a, ba, b, b^-1 ]
5.8-3.0.2.2.2.4.4.2.2|5.8-3.0.2.2.2.4.4.2|[ 2, 4, 4, 5, 5 ]|[ 2A, 2C, 2C, 4A, 4A ]|[ b^-2, b^-1a, b^-1a, b, b ]
5.8-3.0.2.2.2.2.2.2.1.1|5.8-3.0.2.2.2.2.2.2.1|[ 2, 2, 3, 3, 4, 4 ]|[ 2A, 2A, 2B, 2B, 2C, 2C ]|[ b^-2, b^-2, a, a, b^-1a, b^-1a ]
5.8-3.0.2.2.2.2.2.2.1.2|5.8-3.0.2.2.2.2.2.2.1|[ 2, 2, 3, 3, 4, 4 ]|[ 2A, 2A, 2B, 2B, 2C, 2C ]|[ b^-2, b^-2, a, b^-2a, b^-1a, ba ]
5.8-3.0.2.2.2.2.2.2.2.1|5.8-3.0.2.2.2.2.2.2.2|[ 3, 3, 3, 3, 4, 4 ]|[ 2B, 2B, 2B, 2B, 2C, 2C ]|[ a, a, a, a, b^-1a, b^-1a ]
5.8-3.0.2.2.2.2.2.2.2.2|5.8-3.0.2.2.2.2.2.2.2|[ 3, 3, 3, 3, 4, 4 ]|[ 2B, 2B, 2B, 2B, 2C, 2C ]|[ a, a, a, b^-2a, b^-1a, ba ]
5.8-3.0.2.2.2.2.2.2.2.3|5.8-3.0.2.2.2.2.2.2.2|[ 3, 3, 3, 3, 4, 4 ]|[ 2B, 2B, 2B, 2B, 2C, 2C ]|[ a, a, b^-2a, a, b^-1a, ba ]
5.8-3.0.2.2.2.2.2.2.2.4|5.8-3.0.2.2.2.2.2.2.2|[ 3, 3, 3, 3, 4, 4 ]|[ 2B, 2B, 2B, 2B, 2C, 2C ]|[ a, a, b^-2a, b^-2a, b^-1a, b^-1a ]
5.8-3.0.2.2.2.2.2.2.2.5|5.8-3.0.2.2.2.2.2.2.2|[ 3, 3, 3, 3, 4, 4 ]|[ 2B, 2B, 2B, 2B, 2C, 2C ]|[ a, b^-2a, a, a, b^-1a, ba ]
5.8-3.0.2.2.2.2.2.2.2.6|5.8-3.0.2.2.2.2.2.2.2|[ 3, 3, 3, 3, 4, 4 ]|[ 2B, 2B, 2B, 2B, 2C, 2C ]|[ a, b^-2a, a, b^-2a, b^-1a, b^-1a ]
5.8-3.0.2.2.2.2.2.2.2.7|5.8-3.0.2.2.2.2.2.2.2|[ 3, 3, 3, 3, 4, 4 ]|[ 2B, 2B, 2B, 2B, 2C, 2C ]|[ a, b^-2a, b^-2a, a, b^-1a, b^-1a ]
5.8-3.0.2.2.2.2.2.2.2.8|5.8-3.0.2.2.2.2.2.2.2|[ 3, 3, 3, 3, 4, 4 ]|[ 2B, 2B, 2B, 2B, 2C, 2C ]|[ a, b^-2a, b^-2a, b^-2a, b^-1a, ba ]
5.8-3.0.2.2.2.2.2.2.3.1|5.8-3.0.2.2.2.2.2.2.3|[ 3, 3, 4, 4, 4, 4 ]|[ 2B, 2B, 2C, 2C, 2C, 2C ]|[ a, a, b^-1a, ba, ba, b^-1a ]
5.8-3.0.2.2.2.2.2.2.3.2|5.8-3.0.2.2.2.2.2.2.3|[ 3, 3, 4, 4, 4, 4 ]|[ 2B, 2B, 2C, 2C, 2C, 2C ]|[ a, a, b^-1a, ba, b^-1a, ba ]
5.8-3.0.2.2.2.2.2.2.3.3|5.8-3.0.2.2.2.2.2.2.3|[ 3, 3, 4, 4, 4, 4 ]|[ 2B, 2B, 2C, 2C, 2C, 2C ]|[ a, a, b^-1a, b^-1a, ba, ba ]
5.8-3.0.2.2.2.2.2.2.3.4|5.8-3.0.2.2.2.2.2.2.3|[ 3, 3, 4, 4, 4, 4 ]|[ 2B, 2B, 2C, 2C, 2C, 2C ]|[ a, a, b^-1a, b^-1a, b^-1a, b^-1a ]
5.8-3.0.2.2.2.2.2.2.3.5|5.8-3.0.2.2.2.2.2.2.3|[ 3, 3, 4, 4, 4, 4 ]|[ 2B, 2B, 2C, 2C, 2C, 2C ]|[ a, b^-2a, b^-1a, ba, ba, ba ]
5.8-3.0.2.2.2.2.2.2.3.6|5.8-3.0.2.2.2.2.2.2.3|[ 3, 3, 4, 4, 4, 4 ]|[ 2B, 2B, 2C, 2C, 2C, 2C ]|[ a, b^-2a, b^-1a, ba, b^-1a, b^-1a ]
5.8-3.0.2.2.2.2.2.2.3.7|5.8-3.0.2.2.2.2.2.2.3|[ 3, 3, 4, 4, 4, 4 ]|[ 2B, 2B, 2C, 2C, 2C, 2C ]|[ a, b^-2a, b^-1a, b^-1a, ba, b^-1a ]
5.8-3.0.2.2.2.2.2.2.3.8|5.8-3.0.2.2.2.2.2.2.3|[ 3, 3, 4, 4, 4, 4 ]|[ 2B, 2B, 2C, 2C, 2C, 2C ]|[ a, b^-2a, b^-1a, b^-1a, b^-1a, ba ]
5.8-5.0.2.2.2.2.2.2.1.1|5.8-5.0.2.2.2.2.2.2.1|[ 6, 6, 7, 7, 8, 8 ]|[ 2A, 2A, 2B, 2B, 2F, 2F ]|[ ca, ca, ba, ba, cba, cba ]
5.8-5.0.2.2.2.2.2.2.2.1|5.8-5.0.2.2.2.2.2.2.2|[ 4, 4, 6, 6, 8, 8 ]|[ 2C, 2C, 2A, 2A, 2F, 2F ]|[ cb, cb, ca, ca, cba, cba ]
5.8-5.0.2.2.2.2.2.2.3.1|5.8-5.0.2.2.2.2.2.2.3|[ 4, 4, 7, 7, 8, 8 ]|[ 2C, 2C, 2B, 2B, 2F, 2F ]|[ cb, cb, ba, ba, cba, cba ]
5.8-5.0.2.2.2.2.2.2.4.1|5.8-5.0.2.2.2.2.2.2.4|[ 4, 4, 5, 6, 7, 8 ]|[ 2C, 2C, 2E, 2A, 2B, 2F ]|[ cb, cb, a, ca, ba, cba ]
5.8-5.0.2.2.2.2.2.2.5.1|5.8-5.0.2.2.2.2.2.2.5|[ 4, 4, 5, 5, 6, 6 ]|[ 2C, 2C, 2E, 2E, 2A, 2A ]|[ cb, cb, a, a, ca, ca ]
5.8-5.0.2.2.2.2.2.2.6.1|5.8-5.0.2.2.2.2.2.2.6|[ 4, 4, 5, 5, 7, 7 ]|[ 2C, 2C, 2E, 2E, 2B, 2B ]|[ cb, cb, a, a, ba, ba ]
5.8-5.0.2.2.2.2.2.2.7.1|5.8-5.0.2.2.2.2.2.2.7|[ 3, 4, 6, 6, 7, 8 ]|[ 2D, 2C, 2A, 2A, 2B, 2F ]|[ b, cb, ca, ca, ba, cba ]
5.8-5.0.2.2.2.2.2.2.8.1|5.8-5.0.2.2.2.2.2.2.8|[ 3, 4, 7, 7, 7, 8 ]|[ 2D, 2C, 2B, 2B, 2B, 2F ]|[ b, cb, ba, ba, ba, cba ]
5.8-5.0.2.2.2.2.2.2.9.1|5.8-5.0.2.2.2.2.2.2.9|[ 3, 4, 7, 8, 8, 8 ]|[ 2D, 2C, 2B, 2F, 2F, 2F ]|[ b, cb, ba, cba, cba, cba ]
5.8-5.0.2.2.2.2.2.2.10.1|5.8-5.0.2.2.2.2.2.2.10|[ 3, 4, 4, 4, 7, 8 ]|[ 2D, 2C, 2C, 2C, 2B, 2F ]|[ b, cb, cb, cb, ba, cba ]
5.8-5.0.2.2.2.2.2.2.11.1|5.8-5.0.2.2.2.2.2.2.11|[ 3, 4, 4, 4, 5, 6 ]|[ 2D, 2C, 2C, 2C, 2E, 2A ]|[ b, cb, cb, cb, a, ca ]
