total_label|passport_label|con|con_label|connected_genvec
5.8-5.0.2.2.2.2.2.2.12.1|5.8-5.0.2.2.2.2.2.2.12|[ 3, 4, 5, 6, 6, 6 ]|[ 2D, 2C, 2E, 2A, 2A, 2A ]|[ b, cb, a, ca, ca, ca ]
5.8-5.0.2.2.2.2.2.2.13.1|5.8-5.0.2.2.2.2.2.2.13|[ 3, 4, 5, 6, 7, 7 ]|[ 2D, 2C, 2E, 2A, 2B, 2B ]|[ b, cb, a, ca, ba, ba ]
5.8-5.0.2.2.2.2.2.2.14.1|5.8-5.0.2.2.2.2.2.2.14|[ 3, 4, 5, 6, 8, 8 ]|[ 2D, 2C, 2E, 2A, 2F, 2F ]|[ b, cb, a, ca, cba, cba ]
5.8-5.0.2.2.2.2.2.2.15.1|5.8-5.0.2.2.2.2.2.2.15|[ 3, 4, 5, 5, 7, 8 ]|[ 2D, 2C, 2E, 2E, 2B, 2F ]|[ b, cb, a, a, ba, cba ]
5.8-5.0.2.2.2.2.2.2.16.1|5.8-5.0.2.2.2.2.2.2.16|[ 3, 4, 5, 5, 5, 6 ]|[ 2D, 2C, 2E, 2E, 2E, 2A ]|[ b, cb, a, a, a, ca ]
5.8-5.0.2.2.2.2.2.2.17.1|5.8-5.0.2.2.2.2.2.2.17|[ 3, 3, 6, 6, 7, 7 ]|[ 2D, 2D, 2A, 2A, 2B, 2B ]|[ b, b, ca, ca, ba, ba ]
5.8-5.0.2.2.2.2.2.2.18.1|5.8-5.0.2.2.2.2.2.2.18|[ 3, 3, 7, 7, 8, 8 ]|[ 2D, 2D, 2B, 2B, 2F, 2F ]|[ b, b, ba, ba, cba, cba ]
5.8-5.0.2.2.2.2.2.2.19.1|5.8-5.0.2.2.2.2.2.2.19|[ 3, 3, 4, 4, 6, 6 ]|[ 2D, 2D, 2C, 2C, 2A, 2A ]|[ b, b, cb, cb, ca, ca ]
5.8-5.0.2.2.2.2.2.2.20.1|5.8-5.0.2.2.2.2.2.2.20|[ 3, 3, 4, 4, 7, 7 ]|[ 2D, 2D, 2C, 2C, 2B, 2B ]|[ b, b, cb, cb, ba, ba ]
5.8-5.0.2.2.2.2.2.2.21.1|5.8-5.0.2.2.2.2.2.2.21|[ 3, 3, 4, 4, 5, 5 ]|[ 2D, 2D, 2C, 2C, 2E, 2E ]|[ b, b, cb, cb, a, a ]
5.8-5.0.2.2.2.2.2.2.22.1|5.8-5.0.2.2.2.2.2.2.22|[ 3, 3, 4, 4, 8, 8 ]|[ 2D, 2D, 2C, 2C, 2F, 2F ]|[ b, b, cb, cb, cba, cba ]
5.8-5.0.2.2.2.2.2.2.23.1|5.8-5.0.2.2.2.2.2.2.23|[ 3, 3, 3, 4, 7, 8 ]|[ 2D, 2D, 2D, 2C, 2B, 2F ]|[ b, b, b, cb, ba, cba ]
5.8-5.0.2.2.2.2.2.2.24.1|5.8-5.0.2.2.2.2.2.2.24|[ 3, 3, 3, 4, 5, 6 ]|[ 2D, 2D, 2D, 2C, 2E, 2A ]|[ b, b, b, cb, a, ca ]
5.8-5.0.2.2.2.2.2.2.25.1|5.8-5.0.2.2.2.2.2.2.25|[ 3, 3, 5, 6, 7, 8 ]|[ 2D, 2D, 2E, 2A, 2B, 2F ]|[ b, b, a, ca, ba, cba ]
5.8-5.0.2.2.2.2.2.2.26.1|5.8-5.0.2.2.2.2.2.2.26|[ 3, 3, 5, 5, 6, 6 ]|[ 2D, 2D, 2E, 2E, 2A, 2A ]|[ b, b, a, a, ca, ca ]
5.8-5.0.2.2.2.2.2.2.27.1|5.8-5.0.2.2.2.2.2.2.27|[ 3, 3, 5, 5, 8, 8 ]|[ 2D, 2D, 2E, 2E, 2F, 2F ]|[ b, b, a, a, cba, cba ]
5.8-5.0.2.2.2.2.2.2.28.1|5.8-5.0.2.2.2.2.2.2.28|[ 5, 6, 6, 6, 7, 8 ]|[ 2E, 2A, 2A, 2A, 2B, 2F ]|[ a, ca, ca, ca, ba, cba ]
5.8-5.0.2.2.2.2.2.2.29.1|5.8-5.0.2.2.2.2.2.2.29|[ 5, 6, 7, 7, 7, 8 ]|[ 2E, 2A, 2B, 2B, 2B, 2F ]|[ a, ca, ba, ba, ba, cba ]
5.8-5.0.2.2.2.2.2.2.30.1|5.8-5.0.2.2.2.2.2.2.30|[ 5, 6, 7, 8, 8, 8 ]|[ 2E, 2A, 2B, 2F, 2F, 2F ]|[ a, ca, ba, cba, cba, cba ]
5.8-5.0.2.2.2.2.2.2.31.1|5.8-5.0.2.2.2.2.2.2.31|[ 5, 5, 6, 6, 7, 7 ]|[ 2E, 2E, 2A, 2A, 2B, 2B ]|[ a, a, ca, ca, ba, ba ]
5.8-5.0.2.2.2.2.2.2.32.1|5.8-5.0.2.2.2.2.2.2.32|[ 5, 5, 6, 6, 8, 8 ]|[ 2E, 2E, 2A, 2A, 2F, 2F ]|[ a, a, ca, ca, cba, cba ]
5.8-5.0.2.2.2.2.2.2.33.1|5.8-5.0.2.2.2.2.2.2.33|[ 5, 5, 7, 7, 8, 8 ]|[ 2E, 2E, 2B, 2B, 2F, 2F ]|[ a, a, ba, ba, cba, cba ]
5.8-5.0.2.2.2.2.2.2.34.1|5.8-5.0.2.2.2.2.2.2.34|[ 5, 5, 5, 6, 7, 8 ]|[ 2E, 2E, 2E, 2A, 2B, 2F ]|[ a, a, a, ca, ba, cba ]
5.8-5.0.2.2.2.2.2.2.35.1|5.8-5.0.2.2.2.2.2.2.35|[ 2, 4, 6, 6, 6, 8 ]|[ 2G, 2C, 2A, 2A, 2A, 2F ]|[ c, cb, ca, ca, ca, cba ]
5.8-5.0.2.2.2.2.2.2.36.1|5.8-5.0.2.2.2.2.2.2.36|[ 2, 4, 6, 7, 7, 8 ]|[ 2G, 2C, 2A, 2B, 2B, 2F ]|[ c, cb, ca, ba, ba, cba ]
5.8-5.0.2.2.2.2.2.2.37.1|5.8-5.0.2.2.2.2.2.2.37|[ 2, 4, 6, 8, 8, 8 ]|[ 2G, 2C, 2A, 2F, 2F, 2F ]|[ c, cb, ca, cba, cba, cba ]
5.8-5.0.2.2.2.2.2.2.38.1|5.8-5.0.2.2.2.2.2.2.38|[ 2, 4, 4, 4, 6, 8 ]|[ 2G, 2C, 2C, 2C, 2A, 2F ]|[ c, cb, cb, cb, ca, cba ]
5.8-5.0.2.2.2.2.2.2.39.1|5.8-5.0.2.2.2.2.2.2.39|[ 2, 4, 4, 4, 5, 7 ]|[ 2G, 2C, 2C, 2C, 2E, 2B ]|[ c, cb, cb, cb, a, ba ]
5.8-5.0.2.2.2.2.2.2.40.1|5.8-5.0.2.2.2.2.2.2.40|[ 2, 4, 5, 6, 6, 7 ]|[ 2G, 2C, 2E, 2A, 2A, 2B ]|[ c, cb, a, ca, ca, ba ]
5.8-5.0.2.2.2.2.2.2.41.1|5.8-5.0.2.2.2.2.2.2.41|[ 2, 4, 5, 7, 7, 7 ]|[ 2G, 2C, 2E, 2B, 2B, 2B ]|[ c, cb, a, ba, ba, ba ]
5.8-5.0.2.2.2.2.2.2.42.1|5.8-5.0.2.2.2.2.2.2.42|[ 2, 4, 5, 7, 8, 8 ]|[ 2G, 2C, 2E, 2B, 2F, 2F ]|[ c, cb, a, ba, cba, cba ]
5.8-5.0.2.2.2.2.2.2.43.1|5.8-5.0.2.2.2.2.2.2.43|[ 2, 4, 5, 5, 6, 8 ]|[ 2G, 2C, 2E, 2E, 2A, 2F ]|[ c, cb, a, a, ca, cba ]
5.8-5.0.2.2.2.2.2.2.44.1|5.8-5.0.2.2.2.2.2.2.44|[ 2, 4, 5, 5, 5, 7 ]|[ 2G, 2C, 2E, 2E, 2E, 2B ]|[ c, cb, a, a, a, ba ]
5.8-5.0.2.2.2.2.2.2.45.1|5.8-5.0.2.2.2.2.2.2.45|[ 2, 3, 6, 6, 6, 7 ]|[ 2G, 2D, 2A, 2A, 2A, 2B ]|[ c, b, ca, ca, ca, ba ]
5.8-5.0.2.2.2.2.2.2.46.1|5.8-5.0.2.2.2.2.2.2.46|[ 2, 3, 6, 7, 7, 7 ]|[ 2G, 2D, 2A, 2B, 2B, 2B ]|[ c, b, ca, ba, ba, ba ]
5.8-5.0.2.2.2.2.2.2.47.1|5.8-5.0.2.2.2.2.2.2.47|[ 2, 3, 6, 7, 8, 8 ]|[ 2G, 2D, 2A, 2B, 2F, 2F ]|[ c, b, ca, ba, cba, cba ]
5.8-5.0.2.2.2.2.2.2.48.1|5.8-5.0.2.2.2.2.2.2.48|[ 2, 3, 4, 4, 6, 7 ]|[ 2G, 2D, 2C, 2C, 2A, 2B ]|[ c, b, cb, cb, ca, ba ]
5.8-5.0.2.2.2.2.2.2.49.1|5.8-5.0.2.2.2.2.2.2.49|[ 2, 3, 4, 4, 5, 8 ]|[ 2G, 2D, 2C, 2C, 2E, 2F ]|[ c, b, cb, cb, a, cba ]
5.8-5.0.2.2.2.2.2.2.50.1|5.8-5.0.2.2.2.2.2.2.50|[ 2, 3, 3, 4, 6, 8 ]|[ 2G, 2D, 2D, 2C, 2A, 2F ]|[ c, b, b, cb, ca, cba ]
5.8-5.0.2.2.2.2.2.2.51.1|5.8-5.0.2.2.2.2.2.2.51|[ 2, 3, 3, 4, 5, 7 ]|[ 2G, 2D, 2D, 2C, 2E, 2B ]|[ c, b, b, cb, a, ba ]
5.8-5.0.2.2.2.2.2.2.52.1|5.8-5.0.2.2.2.2.2.2.52|[ 2, 3, 3, 3, 6, 7 ]|[ 2G, 2D, 2D, 2D, 2A, 2B ]|[ c, b, b, b, ca, ba ]
5.8-5.0.2.2.2.2.2.2.53.1|5.8-5.0.2.2.2.2.2.2.53|[ 2, 3, 3, 3, 5, 8 ]|[ 2G, 2D, 2D, 2D, 2E, 2F ]|[ c, b, b, b, a, cba ]
5.8-5.0.2.2.2.2.2.2.54.1|5.8-5.0.2.2.2.2.2.2.54|[ 2, 3, 5, 6, 6, 8 ]|[ 2G, 2D, 2E, 2A, 2A, 2F ]|[ c, b, a, ca, ca, cba ]
5.8-5.0.2.2.2.2.2.2.55.1|5.8-5.0.2.2.2.2.2.2.55|[ 2, 3, 5, 7, 7, 8 ]|[ 2G, 2D, 2E, 2B, 2B, 2F ]|[ c, b, a, ba, ba, cba ]
5.8-5.0.2.2.2.2.2.2.56.1|5.8-5.0.2.2.2.2.2.2.56|[ 2, 3, 5, 5, 6, 7 ]|[ 2G, 2D, 2E, 2E, 2A, 2B ]|[ c, b, a, a, ca, ba ]
5.8-5.0.2.2.2.2.2.2.57.1|5.8-5.0.2.2.2.2.2.2.57|[ 2, 3, 5, 5, 5, 8 ]|[ 2G, 2D, 2E, 2E, 2E, 2F ]|[ c, b, a, a, a, cba ]
5.8-5.0.2.2.2.2.2.2.58.1|5.8-5.0.2.2.2.2.2.2.58|[ 2, 3, 5, 8, 8, 8 ]|[ 2G, 2D, 2E, 2F, 2F, 2F ]|[ c, b, a, cba, cba, cba ]
5.8-5.0.2.2.2.2.2.2.59.1|5.8-5.0.2.2.2.2.2.2.59|[ 2, 2, 6, 6, 7, 7 ]|[ 2G, 2G, 2A, 2A, 2B, 2B ]|[ c, c, ca, ca, ba, ba ]
5.8-5.0.2.2.2.2.2.2.60.1|5.8-5.0.2.2.2.2.2.2.60|[ 2, 2, 6, 6, 8, 8 ]|[ 2G, 2G, 2A, 2A, 2F, 2F ]|[ c, c, ca, ca, cba, cba ]
5.8-5.0.2.2.2.2.2.2.61.1|5.8-5.0.2.2.2.2.2.2.61|[ 2, 2, 4, 4, 6, 6 ]|[ 2G, 2G, 2C, 2C, 2A, 2A ]|[ c, c, cb, cb, ca, ca ]
5.8-5.0.2.2.2.2.2.2.62.1|5.8-5.0.2.2.2.2.2.2.62|[ 2, 2, 4, 4, 7, 7 ]|[ 2G, 2G, 2C, 2C, 2B, 2B ]|[ c, c, cb, cb, ba, ba ]
5.8-5.0.2.2.2.2.2.2.63.1|5.8-5.0.2.2.2.2.2.2.63|[ 2, 2, 4, 4, 5, 5 ]|[ 2G, 2G, 2C, 2C, 2E, 2E ]|[ c, c, cb, cb, a, a ]
5.8-5.0.2.2.2.2.2.2.64.1|5.8-5.0.2.2.2.2.2.2.64|[ 2, 2, 4, 4, 8, 8 ]|[ 2G, 2G, 2C, 2C, 2F, 2F ]|[ c, c, cb, cb, cba, cba ]
5.8-5.0.2.2.2.2.2.2.65.1|5.8-5.0.2.2.2.2.2.2.65|[ 2, 2, 3, 4, 7, 8 ]|[ 2G, 2G, 2D, 2C, 2B, 2F ]|[ c, c, b, cb, ba, cba ]
5.8-5.0.2.2.2.2.2.2.66.1|5.8-5.0.2.2.2.2.2.2.66|[ 2, 2, 3, 4, 5, 6 ]|[ 2G, 2G, 2D, 2C, 2E, 2A ]|[ c, c, b, cb, a, ca ]
5.8-5.0.2.2.2.2.2.2.67.1|5.8-5.0.2.2.2.2.2.2.67|[ 2, 2, 3, 3, 6, 6 ]|[ 2G, 2G, 2D, 2D, 2A, 2A ]|[ c, c, b, b, ca, ca ]
5.8-5.0.2.2.2.2.2.2.68.1|5.8-5.0.2.2.2.2.2.2.68|[ 2, 2, 3, 3, 7, 7 ]|[ 2G, 2G, 2D, 2D, 2B, 2B ]|[ c, c, b, b, ba, ba ]
5.8-5.0.2.2.2.2.2.2.69.1|5.8-5.0.2.2.2.2.2.2.69|[ 2, 2, 3, 3, 5, 5 ]|[ 2G, 2G, 2D, 2D, 2E, 2E ]|[ c, c, b, b, a, a ]
5.8-5.0.2.2.2.2.2.2.70.1|5.8-5.0.2.2.2.2.2.2.70|[ 2, 2, 3, 3, 8, 8 ]|[ 2G, 2G, 2D, 2D, 2F, 2F ]|[ c, c, b, b, cba, cba ]
5.8-5.0.2.2.2.2.2.2.71.1|5.8-5.0.2.2.2.2.2.2.71|[ 2, 2, 5, 6, 7, 8 ]|[ 2G, 2G, 2E, 2A, 2B, 2F ]|[ c, c, a, ca, ba, cba ]
5.8-5.0.2.2.2.2.2.2.72.1|5.8-5.0.2.2.2.2.2.2.72|[ 2, 2, 5, 5, 7, 7 ]|[ 2G, 2G, 2E, 2E, 2B, 2B ]|[ c, c, a, a, ba, ba ]
5.8-5.0.2.2.2.2.2.2.73.1|5.8-5.0.2.2.2.2.2.2.73|[ 2, 2, 5, 5, 8, 8 ]|[ 2G, 2G, 2E, 2E, 2F, 2F ]|[ c, c, a, a, cba, cba ]
5.8-5.0.2.2.2.2.2.2.74.1|5.8-5.0.2.2.2.2.2.2.74|[ 2, 2, 2, 4, 6, 8 ]|[ 2G, 2G, 2G, 2C, 2A, 2F ]|[ c, c, c, cb, ca, cba ]
5.8-5.0.2.2.2.2.2.2.75.1|5.8-5.0.2.2.2.2.2.2.75|[ 2, 2, 2, 4, 5, 7 ]|[ 2G, 2G, 2G, 2C, 2E, 2B ]|[ c, c, c, cb, a, ba ]
5.8-5.0.2.2.2.2.2.2.76.1|5.8-5.0.2.2.2.2.2.2.76|[ 2, 2, 2, 3, 6, 7 ]|[ 2G, 2G, 2G, 2D, 2A, 2B ]|[ c, c, c, b, ca, ba ]
5.8-5.0.2.2.2.2.2.2.77.1|5.8-5.0.2.2.2.2.2.2.77|[ 2, 2, 2, 3, 5, 8 ]|[ 2G, 2G, 2G, 2D, 2E, 2F ]|[ c, c, c, b, a, cba ]
5.10-2.0.2.2.10.10.1.1|5.10-2.0.2.2.10.10.1|[ 2, 2, 7, 10 ]|[ 2A, 2A, 10A-1, 10A1 ]|[ a^5, a^5, a^3, a^7 ]
5.10-2.0.2.2.10.10.2.1|5.10-2.0.2.2.10.10.2|[ 2, 2, 8, 9 ]|[ 2A, 2A, 10A-3, 10A3 ]|[ a^5, a^5, a^9, a ]
5.10-1.0.2.2.2.2.5.1.1|5.10-1.0.2.2.2.2.5.1|[ 2, 2, 2, 2, 4 ]|[ 2A, 2A, 2A, 2A, 5A1 ]|[ a, a, a, b^3a, b^2 ]
5.10-1.0.2.2.2.2.5.1.2|5.10-1.0.2.2.2.2.5.1|[ 2, 2, 2, 2, 4 ]|[ 2A, 2A, 2A, 2A, 5A1 ]|[ a, a, ba, b^3a, b^3 ]
5.10-1.0.2.2.2.2.5.1.3|5.10-1.0.2.2.2.2.5.1|[ 2, 2, 2, 2, 4 ]|[ 2A, 2A, 2A, 2A, 5A1 ]|[ a, a, ba, b^4a, b^2 ]
5.10-1.0.2.2.2.2.5.1.4|5.10-1.0.2.2.2.2.5.1|[ 2, 2, 2, 2, 4 ]|[ 2A, 2A, 2A, 2A, 5A1 ]|[ a, a, b^3a, a, b^3 ]
5.10-1.0.2.2.2.2.5.1.5|5.10-1.0.2.2.2.2.5.1|[ 2, 2, 2, 2, 4 ]|[ 2A, 2A, 2A, 2A, 5A1 ]|[ a, a, b^3a, ba, b^2 ]
5.10-1.0.2.2.2.2.5.1.6|5.10-1.0.2.2.2.2.5.1|[ 2, 2, 2, 2, 4 ]|[ 2A, 2A, 2A, 2A, 5A1 ]|[ a, ba, a, ba, b^3 ]
5.10-1.0.2.2.2.2.5.1.7|5.10-1.0.2.2.2.2.5.1|[ 2, 2, 2, 2, 4 ]|[ 2A, 2A, 2A, 2A, 5A1 ]|[ a, ba, a, b^2a, b^2 ]
5.10-1.0.2.2.2.2.5.1.8|5.10-1.0.2.2.2.2.5.1|[ 2, 2, 2, 2, 4 ]|[ 2A, 2A, 2A, 2A, 5A1 ]|[ a, ba, ba, b^2a, b^3 ]
5.10-1.0.2.2.2.2.5.1.9|5.10-1.0.2.2.2.2.5.1|[ 2, 2, 2, 2, 4 ]|[ 2A, 2A, 2A, 2A, 5A1 ]|[ a, ba, ba, b^3a, b^2 ]
5.10-1.0.2.2.2.2.5.1.10|5.10-1.0.2.2.2.2.5.1|[ 2, 2, 2, 2, 4 ]|[ 2A, 2A, 2A, 2A, 5A1 ]|[ a, ba, b^2a, b^3a, b^3 ]
5.10-1.0.2.2.2.2.5.1.11|5.10-1.0.2.2.2.2.5.1|[ 2, 2, 2, 2, 4 ]|[ 2A, 2A, 2A, 2A, 5A1 ]|[ a, ba, b^2a, b^4a, b^2 ]
5.10-1.0.2.2.2.2.5.1.12|5.10-1.0.2.2.2.2.5.1|[ 2, 2, 2, 2, 4 ]|[ 2A, 2A, 2A, 2A, 5A1 ]|[ a, ba, b^3a, a, b^2 ]
5.10-1.0.2.2.2.2.5.1.13|5.10-1.0.2.2.2.2.5.1|[ 2, 2, 2, 2, 4 ]|[ 2A, 2A, 2A, 2A, 5A1 ]|[ a, ba, b^3a, b^4a, b^3 ]
5.10-1.0.2.2.2.2.5.1.14|5.10-1.0.2.2.2.2.5.1|[ 2, 2, 2, 2, 4 ]|[ 2A, 2A, 2A, 2A, 5A1 ]|[ a, ba, b^4a, a, b^3 ]
5.10-1.0.2.2.2.2.5.1.15|5.10-1.0.2.2.2.2.5.1|[ 2, 2, 2, 2, 4 ]|[ 2A, 2A, 2A, 2A, 5A1 ]|[ a, ba, b^4a, ba, b^2 ]
5.10-1.0.2.2.2.2.5.1.16|5.10-1.0.2.2.2.2.5.1|[ 2, 2, 2, 2, 4 ]|[ 2A, 2A, 2A, 2A, 5A1 ]|[ a, b^3a, a, a, b^2 ]
5.10-1.0.2.2.2.2.5.1.17|5.10-1.0.2.2.2.2.5.1|[ 2, 2, 2, 2, 4 ]|[ 2A, 2A, 2A, 2A, 5A1 ]|[ a, b^3a, a, b^4a, b^3 ]
5.10-1.0.2.2.2.2.5.1.18|5.10-1.0.2.2.2.2.5.1|[ 2, 2, 2, 2, 4 ]|[ 2A, 2A, 2A, 2A, 5A1 ]|[ a, b^3a, ba, a, b^3 ]
5.10-1.0.2.2.2.2.5.1.19|5.10-1.0.2.2.2.2.5.1|[ 2, 2, 2, 2, 4 ]|[ 2A, 2A, 2A, 2A, 5A1 ]|[ a, b^3a, ba, ba, b^2 ]
5.10-1.0.2.2.2.2.5.1.20|5.10-1.0.2.2.2.2.5.1|[ 2, 2, 2, 2, 4 ]|[ 2A, 2A, 2A, 2A, 5A1 ]|[ a, b^3a, b^2a, ba, b^3 ]
5.10-1.0.2.2.2.2.5.1.21|5.10-1.0.2.2.2.2.5.1|[ 2, 2, 2, 2, 4 ]|[ 2A, 2A, 2A, 2A, 5A1 ]|[ a, b^3a, b^2a, b^2a, b^2 ]
5.10-1.0.2.2.2.2.5.1.22|5.10-1.0.2.2.2.2.5.1|[ 2, 2, 2, 2, 4 ]|[ 2A, 2A, 2A, 2A, 5A1 ]|[ a, b^3a, b^3a, b^2a, b^3 ]
5.10-1.0.2.2.2.2.5.1.23|5.10-1.0.2.2.2.2.5.1|[ 2, 2, 2, 2, 4 ]|[ 2A, 2A, 2A, 2A, 5A1 ]|[ a, b^3a, b^3a, b^3a, b^2 ]
5.10-1.0.2.2.2.2.5.1.24|5.10-1.0.2.2.2.2.5.1|[ 2, 2, 2, 2, 4 ]|[ 2A, 2A, 2A, 2A, 5A1 ]|[ a, b^3a, b^4a, b^3a, b^3 ]
5.10-1.0.2.2.2.2.5.1.25|5.10-1.0.2.2.2.2.5.1|[ 2, 2, 2, 2, 4 ]|[ 2A, 2A, 2A, 2A, 5A1 ]|[ a, b^3a, b^4a, b^4a, b^2 ]
5.10-1.0.2.2.2.2.5.2.1|5.10-1.0.2.2.2.2.5.2|[ 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 5A2 ]|[ a, a, a, ba, b^4 ]
5.10-1.0.2.2.2.2.5.2.2|5.10-1.0.2.2.2.2.5.2|[ 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 5A2 ]|[ a, a, ba, a, b ]
5.10-1.0.2.2.2.2.5.2.3|5.10-1.0.2.2.2.2.5.2|[ 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 5A2 ]|[ a, a, ba, b^2a, b^4 ]
5.10-1.0.2.2.2.2.5.2.4|5.10-1.0.2.2.2.2.5.2|[ 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 5A2 ]|[ a, a, b^3a, b^2a, b ]
5.10-1.0.2.2.2.2.5.2.5|5.10-1.0.2.2.2.2.5.2|[ 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 5A2 ]|[ a, a, b^3a, b^4a, b^4 ]
5.10-1.0.2.2.2.2.5.2.6|5.10-1.0.2.2.2.2.5.2|[ 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 5A2 ]|[ a, ba, a, a, b^4 ]
5.10-1.0.2.2.2.2.5.2.7|5.10-1.0.2.2.2.2.5.2|[ 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 5A2 ]|[ a, ba, a, b^3a, b ]
5.10-1.0.2.2.2.2.5.2.8|5.10-1.0.2.2.2.2.5.2|[ 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 5A2 ]|[ a, ba, ba, ba, b^4 ]
5.10-1.0.2.2.2.2.5.2.9|5.10-1.0.2.2.2.2.5.2|[ 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 5A2 ]|[ a, ba, ba, b^4a, b ]
5.10-1.0.2.2.2.2.5.2.10|5.10-1.0.2.2.2.2.5.2|[ 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 5A2 ]|[ a, ba, b^2a, a, b ]
5.10-1.0.2.2.2.2.5.2.11|5.10-1.0.2.2.2.2.5.2|[ 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 5A2 ]|[ a, ba, b^2a, b^2a, b^4 ]
5.10-1.0.2.2.2.2.5.2.12|5.10-1.0.2.2.2.2.5.2|[ 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 5A2 ]|[ a, ba, b^3a, ba, b ]
5.10-1.0.2.2.2.2.5.2.13|5.10-1.0.2.2.2.2.5.2|[ 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 5A2 ]|[ a, ba, b^3a, b^3a, b^4 ]
5.10-1.0.2.2.2.2.5.2.14|5.10-1.0.2.2.2.2.5.2|[ 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 5A2 ]|[ a, ba, b^4a, b^2a, b ]
5.10-1.0.2.2.2.2.5.2.15|5.10-1.0.2.2.2.2.5.2|[ 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 5A2 ]|[ a, ba, b^4a, b^4a, b^4 ]
5.10-1.0.2.2.2.2.5.2.16|5.10-1.0.2.2.2.2.5.2|[ 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 5A2 ]|[ a, b^3a, a, ba, b ]
5.10-1.0.2.2.2.2.5.2.17|5.10-1.0.2.2.2.2.5.2|[ 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 5A2 ]|[ a, b^3a, a, b^3a, b^4 ]
5.10-1.0.2.2.2.2.5.2.18|5.10-1.0.2.2.2.2.5.2|[ 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 5A2 ]|[ a, b^3a, ba, b^2a, b ]
5.10-1.0.2.2.2.2.5.2.19|5.10-1.0.2.2.2.2.5.2|[ 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 5A2 ]|[ a, b^3a, ba, b^4a, b^4 ]
5.10-1.0.2.2.2.2.5.2.20|5.10-1.0.2.2.2.2.5.2|[ 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 5A2 ]|[ a, b^3a, b^2a, a, b^4 ]
5.10-1.0.2.2.2.2.5.2.21|5.10-1.0.2.2.2.2.5.2|[ 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 5A2 ]|[ a, b^3a, b^2a, b^3a, b ]
5.10-1.0.2.2.2.2.5.2.22|5.10-1.0.2.2.2.2.5.2|[ 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 5A2 ]|[ a, b^3a, b^3a, ba, b^4 ]
5.10-1.0.2.2.2.2.5.2.23|5.10-1.0.2.2.2.2.5.2|[ 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 5A2 ]|[ a, b^3a, b^3a, b^4a, b ]
5.10-1.0.2.2.2.2.5.2.24|5.10-1.0.2.2.2.2.5.2|[ 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 5A2 ]|[ a, b^3a, b^4a, a, b ]
5.10-1.0.2.2.2.2.5.2.25|5.10-1.0.2.2.2.2.5.2|[ 2, 2, 2, 2, 3 ]|[ 2A, 2A, 2A, 2A, 5A2 ]|[ a, b^3a, b^4a, b^2a, b^4 ]
5.11-1.0.11.11.11.1.1|5.11-1.0.11.11.11.1|[ 8, 8, 9 ]|[ 11A1, 11A1, 11A-2 ]|[ a^7, a^7, a^8 ]
5.11-1.0.11.11.11.2.1|5.11-1.0.11.11.11.2|[ 5, 9, 11 ]|[ 11A-1, 11A-2, 11A-3 ]|[ a^4, a^8, a^10 ]
5.11-1.0.11.11.11.3.1|5.11-1.0.11.11.11.3|[ 5, 10, 10 ]|[ 11A-1, 11A-5, 11A-5 ]|[ a^4, a^9, a^9 ]
5.11-1.0.11.11.11.4.1|5.11-1.0.11.11.11.4|[ 4, 5, 5 ]|[ 11A2, 11A-1, 11A-1 ]|[ a^3, a^4, a^4 ]
5.11-1.0.11.11.11.5.1|5.11-1.0.11.11.11.5|[ 4, 4, 6 ]|[ 11A2, 11A2, 11A-4 ]|[ a^3, a^3, a^5 ]
5.11-1.0.11.11.11.6.1|5.11-1.0.11.11.11.6|[ 4, 10, 11 ]|[ 11A2, 11A-5, 11A-3 ]|[ a^3, a^9, a^10 ]
5.11-1.0.11.11.11.7.1|5.11-1.0.11.11.11.7|[ 2, 5, 7 ]|[ 11A3, 11A-1, 11A4 ]|[ a, a^4, a^6 ]
